Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year
504,Jerry Jeudy,DEN,WR,3,SF,6.0,4.3,66.7,58.0,0.3,0,9.7,14.5,0.2,1.2,0.0,0.0,0.0,0.0,7.7,7.72,2022
564,Jerry Jeudy,DEN,WR,4,LV,6.2,4.1,66.7,55.3,0.3,0,9.2,13.8,0.1,0.6,0.0,0.0,0.0,0.0,7.4,7.39,2022
445,Jerry Jeudy,DEN,WR,5,IND,5.9,4.3,66.7,56.4,0.4,0,9.3,14.0,0.1,0.6,0.0,0.0,0.0,0.0,8.1,8.1,2022
510,Jerry Jeudy,DEN,WR,6,LAC,5.6,3.8,66.7,52.2,0.4,0,8.7,13.0,0.1,0.6,0.0,0.0,0.0,0.0,7.7,7.68,2022
647,Jerry Jeudy,DEN,WR,7,NYJ,5.5,3.9,66.7,50.7,0.3,0,8.5,12.8,0.1,0.7,0.0,0.0,0.0,0.0,6.9,6.94,2022
521,Jerry Jeudy,DEN,WR,8,JAX,6.3,4.3,66.7,57.6,0.3,0,9.7,14.5,0.2,0.8,0.0,0.0,0.0,0.0,7.6,7.64,2022
418,Jerry Jeudy,DEN,WR,10,TEN,7.0,4.5,57.1,59.6,0.4,0,8.6,15.0,0.2,1.1,0.0,0.0,0.1,0.1,8.3,8.27,2022
703,Jerry Jeudy,DEN,WR,13,BAL,5.4,3.5,80.0,47.6,0.3,0,9.6,12.0,0.1,0.7,0.0,0.0,0.0,0.0,6.6,6.63,2022
505,Jerry Jeudy,DEN,WR,14,KC,6.5,4.4,66.7,58.3,0.3,0,9.7,14.5,0.1,0.7,0.0,0.0,0.0,0.0,7.7,7.7,2022
318,Jerry Jeudy,DEN,WR,15,ARI,7.1,5.0,71.4,63.3,0.4,0,9.0,12.6,0.2,0.9,0.0,0.0,0.0,0.0,8.8,8.82,2022
360,Jerry Jeudy,DEN,WR,16,LAR,6.8,4.7,71.4,61.3,0.4,0,8.7,12.2,0.2,0.8,0.0,0.0,0.0,0.0,8.6,8.61,2022
365,Jerry Jeudy,DEN,WR,17,KC,7.9,4.8,62.5,62.8,0.4,0,7.9,12.6,0.2,1.0,0.0,0.0,0.1,0.1,8.6,8.58,2022
351,Jerry Jeudy,DEN,WR,18,LAC,7.2,4.7,71.4,61.8,0.4,0,8.9,12.4,0.2,0.8,0.0,0.0,0.0,0.0,8.7,8.66,2022
2245,Jerry Rice Jr,WAS,WR,1,HOU,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
2050,Jesus Wilson,TB,WR,13,CAR,0.64,0.4,0.0,6.7,0.0,0,7.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.7,0.71,2018
2005,Jesus Wilson,TB,WR,14,NO,1.12,0.7,100.0,7.9,0.0,0,8.0,8.0,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.85,2018
2081,Jesus Wilson,TB,WR,15,BAL,1.28,0.8,100.0,5.9,0.0,0,6.0,6.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.63,2018
2181,Jesus Wilson,TB,WR,16,DAL,1.12,0.7,100.0,4.9,0.0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,2018
2143,Jesus Wilson,TB,WR,17,ATL,0.64,0.4,0.0,5.1,0.0,0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.53,2018
2309,Jesus Wilson,TB,WR,1,SF,0.32,0.2,0.0,3.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,2019
2197,Jesus Wilson,TB,WR,2,CAR,0.48,0.3,0.0,5.2,0.0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.54,2019
2159,Jesus Wilson,TB,WR,4,LAR,1.12,0.7,100.0,5.9,0.0,0,6.0,6.0,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.62,2019
1916,Jesus Wilson,TB,WR,5,NO,2.08,1.3,50.0,14.0,0.0,0,7.0,14.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,1.41,2019
1954,Jesus Wilson,TB,WR,6,CAR,1.92,1.2,50.0,12.7,0.0,0,6.5,13.0,0.0,0.1,0.0,0.0,0.0,0.0,1.3,1.28,2019
1916,JoJo Natson,LAR,WR,6,DEN,0.88,0.5,0.0,5.7,0.1,0,6.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.2,1.2,2018
2168,JoJo Natson,LAR,WR,7,SF,0.52,0.3,0.0,4.8,0.0,0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,2018
2154,JoJo Natson,LAR,WR,8,GB,0.7,0.4,0.0,4.9,0.0,0,5.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.52,2018
2291,JoJo Natson,LAR,WR,9,NO,0.35,0.2,0.0,3.8,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.4,2018
2239,JoJo Natson,LAR,WR,10,SEA,0.35,0.2,0.0,4.2,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.44,2018
2256,JoJo Natson,LAR,WR,11,KC,0.35,0.2,0.0,4.1,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.43,2018
2159,JoJo Natson,LAR,WR,13,DET,0.35,0.2,0.0,4.9,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.51,2018
2318,JoJo Natson,LAR,WR,14,CHI,0.35,0.2,0.0,3.6,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.38,2018
2190,JoJo Natson,LAR,WR,15,PHI,0.35,0.2,0.0,4.6,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.48,2018
2291,JoJo Natson,LAR,WR,16,ARI,0.35,0.2,0.0,3.9,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.4,2018
2339,JoJo Natson,LAR,WR,17,SF,0.17,0.1,0.0,3.5,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.36,2018
2446,JoJo Natson,LAR,WR,1,CAR,0.35,0.2,0.0,4.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,2019
2456,JoJo Natson,LAR,WR,2,NO,0.35,0.2,0.0,4.1,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.02,2019
2411,JoJo Natson,LAR,WR,3,CLE,0.52,0.3,0.0,3.9,0.0,0,4.0,0.0,0.1,0.9,0.0,0.0,0.2,0.2,0.1,0.08,2019
2031,JoJo Natson,LAR,WR,4,TB,0.52,0.3,0.0,5.2,0.1,0,5.0,0.0,0.4,2.7,0.0,0.0,0.2,0.2,1.0,0.99,2019
2322,JoJo Natson,LAR,WR,5,SEA,0.52,0.3,0.0,4.8,0.0,0,5.0,0.0,0.3,2.1,0.0,0.0,0.2,0.2,0.3,0.29,2019
2322,JoJo Natson,LAR,WR,6,SF,0.52,0.3,0.0,4.2,0.0,0,4.0,0.0,0.1,0.7,0.0,0.0,0.1,0.1,0.3,0.29,2019
2337,JoJo Natson,LAR,WR,7,ATL,0.52,0.3,0.0,4.6,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.26,2019
2374,JoJo Natson,LAR,WR,8,CIN,0.35,0.2,0.0,3.2,0.0,0,0.0,0.0,0.1,0.7,0.0,0.0,0.1,0.1,0.2,0.19,2019
2397,JoJo Natson,LAR,WR,10,PIT,0.35,0.2,0.0,3.2,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.13,2019
2416,JoJo Natson,LAR,WR,11,CHI,0.35,0.2,0.0,2.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.07,2019
2374,JoJo Natson,LAR,WR,12,BAL,0.35,0.2,0.0,3.3,0.0,0,0.0,0.0,0.1,0.6,0.0,0.0,0.1,0.1,0.2,0.19,2019
2411,JoJo Natson,LAR,WR,13,ARI,0.35,0.2,0.0,2.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.08,2019
2275,JoJo Natson,LAR,WR,17,ARI,0.7,0.4,0.0,3.8,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.38,2019
1800,Joe Anderson,CHI,WR,1,CIN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,2,MIN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,3,PIT,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,4,DET,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,5,NO,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,6,NYG,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,7,WAS,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1800,Joe Anderson,CHI,WR,9,GB,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1792,Joe Reed,LAC,WR,1,CIN,1.83,1.1,50.0,13.3,0.1,0,6.5,13.0,0.0,0.1,0.0,0.0,0.0,0.0,1.9,1.94,2020
2266,Joe Reed,LAC,WR,2,KC,0.83,0.5,0.0,7.7,0.0,0,8.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.6,0.58,2020
2023,Joe Reed,LAC,WR,3,CAR,1.5,0.9,50.0,11.0,0.0,0,5.5,11.0,0.1,0.6,0.0,0.0,0.0,0.0,1.2,1.16,2020
2375,Joe Reed,LAC,WR,7,JAX,0.5,0.3,0.0,4.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.41,2020
1942,Joe Reed,LAC,WR,8,DEN,1.0,0.6,100.0,8.1,0.1,0,8.0,8.0,0.1,0.5,0.0,0.0,0.0,0.0,1.5,1.46,2020
2310,Joe Reed,LAC,WR,9,LV,0.66,0.4,0.0,4.7,0.0,0,5.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.5,0.52,2020
2323,Joe Reed,LAC,WR,10,MIA,0.5,0.3,0.0,4.4,0.0,0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.5,0.51,2020
2242,Joe Reed,LAC,WR,11,NYJ,0.5,0.3,0.0,5.3,0.0,0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.6,0.62,2020
2299,Joe Reed,LAC,WR,12,BUF,0.5,0.3,0.0,4.5,0.0,0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.5,0.53,2020
2323,Joe Reed,LAC,WR,16,DEN,0.66,0.4,0.0,4.8,0.0,0,5.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.51,2020
1264,John Brown,ARI,WR,1,LAC,3.0,2.0,66.7,28.0,0.0,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2014
1283,John Brown,ARI,WR,2,NYG,3.0,2.0,66.7,27.0,0.0,0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2014
991,John Brown,ARI,WR,3,SF,5.0,3.0,60.0,41.0,0.0,0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.1,2014
961,John Brown,ARI,WR,5,DEN,7.0,4.0,57.1,43.0,0.0,0,6.1,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,2014
1105,John Brown,ARI,WR,6,WAS,5.0,3.0,60.0,35.0,0.0,0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,2014
1236,John Brown,ARI,WR,7,LV,3.0,2.0,66.7,28.0,0.0,0,9.3,14.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9,2.9,2014
1087,John Brown,ARI,WR,8,PHI,5.0,3.0,60.0,36.0,0.0,0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2014
824,John Brown,ARI,WR,9,DAL,5.0,3.0,60.0,51.0,0.0,0,10.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,2014
1170,John Brown,ARI,WR,10,LAR,5.0,3.0,60.0,32.0,0.0,0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,2014
807,John Brown,ARI,WR,11,DET,7.0,4.0,57.1,52.0,0.0,0,7.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,2014
456,John Brown,ARI,WR,12,SEA,7.0,4.0,57.1,56.0,1.0,0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.6,2014
585,John Brown,ARI,WR,13,ATL,9.0,5.0,55.6,75.0,0.0,0,8.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,2014
893,John Brown,ARI,WR,14,KC,5.0,3.0,60.0,47.0,0.0,0,9.4,15.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,2014
1034,John Brown,ARI,WR,15,LAR,5.0,3.0,60.0,39.0,0.0,0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,2014
1321,John Brown,ARI,WR,16,SEA,3.0,2.0,66.7,25.0,0.0,0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2014
1140,John Brown,ARI,WR,17,SF,5.0,3.0,60.0,34.0,0.0,0,6.8,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,2014
535,John Brown,ARI,WR,1,NO,7.0,4.0,57.1,58.0,0.0,0,8.3,14.5,0.0,1.0,0.0,0.0,0.0,0.0,5.9,5.9,2015
572,John Brown,ARI,WR,2,CHI,9.0,5.0,55.6,56.0,0.0,0,6.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,2015
547,John Brown,ARI,WR,3,SF,7.0,4.0,57.1,58.0,0.0,0,8.3,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,2015
560,John Brown,ARI,WR,4,LAR,7.0,4.0,57.1,56.0,0.0,0,8.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,5.7,5.7,2015
355,John Brown,ARI,WR,5,DET,7.0,4.0,57.1,58.0,1.0,0,8.3,14.5,0.0,1.0,0.0,0.0,0.0,0.0,11.9,11.9,2015
282,John Brown,ARI,WR,6,PIT,9.0,5.0,55.6,64.0,1.0,0,7.1,12.8,0.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,2015
201,John Brown,ARI,WR,7,BAL,9.0,5.0,55.6,70.0,1.0,0,7.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,13.1,13.1,2015
535,John Brown,ARI,WR,8,CLE,7.0,4.0,57.1,58.0,0.0,0,8.3,14.5,0.0,1.0,0.0,0.0,0.0,0.0,5.9,5.9,2015
639,John Brown,ARI,WR,10,SEA,7.0,4.0,57.1,52.0,0.0,0,7.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,2015
535,John Brown,ARI,WR,11,CIN,7.0,4.0,57.1,59.0,0.0,0,8.4,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,2015
355,John Brown,ARI,WR,12,SF,7.0,4.0,57.1,58.0,1.0,0,8.3,14.5,0.0,1.0,0.0,0.0,0.0,0.0,11.9,11.9,2015
318,John Brown,ARI,WR,13,LAR,7.0,4.0,57.1,61.0,1.0,0,8.7,15.2,0.0,1.0,0.0,0.0,0.0,0.0,12.2,12.2,2015
258,John Brown,ARI,WR,14,MIN,7.0,4.0,57.1,66.0,1.0,0,9.4,16.5,0.0,1.0,0.0,0.0,0.0,0.0,12.7,12.7,2015
242,John Brown,ARI,WR,15,PHI,7.0,4.0,57.1,67.0,1.0,0,9.6,16.8,0.0,1.0,0.0,0.0,0.0,0.0,12.8,12.8,2015
282,John Brown,ARI,WR,16,GB,7.0,4.0,57.1,64.0,1.0,0,9.1,16.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,2015
535,John Brown,ARI,WR,17,SEA,7.0,4.0,57.1,58.0,0.0,0,8.3,14.5,0.0,1.0,0.0,0.0,0.0,0.0,5.9,5.9,2015
559,John Brown,ARI,WR,1,NE,6.78,3.9,57.1,57.6,0.3,0,8.3,14.5,0.2,0.6,0.0,0.0,0.1,0.1,7.4,7.42,2016
714,John Brown,ARI,WR,2,TB,5.56,3.2,50.0,41.6,0.4,0,7.0,14.0,0.1,0.6,0.0,0.0,0.1,0.1,6.4,6.42,2016
990,John Brown,ARI,WR,3,BUF,3.82,2.2,50.0,37.8,0.2,0,9.5,19.0,0.0,0.1,0.0,0.0,0.1,0.1,4.8,4.79,2016
971,John Brown,ARI,WR,4,LAR,5.39,3.1,60.0,38.6,0.2,0,7.8,13.0,0.1,0.3,0.0,0.0,0.1,0.1,4.9,4.89,2016
737,John Brown,ARI,WR,5,SF,6.96,4.0,57.1,46.8,0.3,0,6.7,11.8,0.0,0.1,0.0,0.0,0.1,0.1,6.3,6.29,2016
606,John Brown,ARI,WR,6,NYJ,6.96,4.0,57.1,53.0,0.3,0,7.6,13.2,0.1,0.1,0.0,0.0,0.0,0.0,7.1,7.11,2016
665,John Brown,ARI,WR,8,CAR,5.56,3.2,50.0,48.8,0.3,0,8.2,16.3,0.0,0.3,0.0,0.0,0.0,0.0,6.7,6.71,2016
607,John Brown,ARI,WR,10,SF,6.78,3.9,57.1,52.9,0.3,0,7.6,13.2,0.0,0.1,0.0,0.0,0.0,0.0,7.1,7.1,2016
833,John Brown,ARI,WR,11,MIN,5.39,3.1,60.0,43.9,0.2,0,8.8,14.7,0.2,0.9,0.0,0.0,0.0,0.0,5.7,5.68,2016
846,John Brown,ARI,WR,12,ATL,4.87,2.8,60.0,37.3,0.3,0,7.4,12.3,0.1,0.6,0.0,0.0,0.0,0.0,5.6,5.59,2016
1015,John Brown,ARI,WR,13,WAS,4.35,2.5,50.0,33.3,0.2,0,8.2,16.5,0.2,1.2,0.0,0.0,0.0,0.0,4.6,4.65,2016
1073,John Brown,ARI,WR,14,MIA,4.0,2.3,50.0,30.7,0.2,0,7.8,15.5,0.1,0.8,0.0,0.0,0.0,0.0,4.4,4.35,2016
1005,John Brown,ARI,WR,15,NO,4.17,2.4,50.0,34.9,0.2,0,8.8,17.5,0.0,0.1,0.0,0.0,0.0,0.0,4.7,4.7,2016
927,John Brown,ARI,WR,16,SEA,4.87,2.8,60.0,38.8,0.2,0,7.8,13.0,0.0,0.1,0.0,0.0,0.0,0.0,5.1,5.09,2016
887,John Brown,ARI,WR,17,LAR,5.39,3.1,60.0,41.1,0.2,0,8.2,13.7,0.0,0.3,0.0,0.0,0.0,0.0,5.3,5.34,2016
521,John Brown,ARI,WR,1,DET,6.26,3.6,66.7,52.7,0.3,0,8.8,13.2,0.1,0.5,0.0,0.0,0.0,0.0,7.1,7.12,2017
865,John Brown,ARI,WR,4,SF,4.87,2.8,60.0,40.5,0.2,0,8.0,13.3,0.2,1.3,0.0,0.0,0.0,0.0,5.4,5.38,2017
706,John Brown,ARI,WR,5,PHI,5.56,3.2,50.0,48.9,0.2,0,8.2,16.3,0.2,1.0,0.0,0.0,0.0,0.0,6.2,6.19,2017
600,John Brown,ARI,WR,6,TB,6.26,3.6,66.7,49.0,0.3,0,8.2,12.2,0.2,0.3,0.0,0.0,0.0,0.0,6.7,6.73,2017
579,John Brown,ARI,WR,7,LAR,6.26,3.6,66.7,50.0,0.3,0,8.3,12.5,0.2,0.3,0.0,0.0,0.0,0.0,6.8,6.83,2017
918,John Brown,ARI,WR,9,SF,4.87,2.8,60.0,39.1,0.2,0,7.8,13.0,0.1,0.2,0.0,0.0,0.0,0.0,5.1,5.13,2017
1127,John Brown,ARI,WR,10,SEA,3.82,2.2,50.0,29.8,0.2,0,7.5,15.0,0.1,0.1,0.0,0.0,0.0,0.0,4.2,4.19,2017
997,John Brown,ARI,WR,11,HOU,4.52,2.6,60.0,35.2,0.2,0,7.0,11.7,0.1,0.2,0.0,0.0,0.0,0.0,4.7,4.74,2017
1198,John Brown,ARI,WR,16,NYG,3.48,2.0,66.7,31.7,0.1,0,10.7,16.0,0.2,1.0,0.0,0.0,0.0,0.0,3.9,3.87,2017
1134,John Brown,ARI,WR,17,SEA,3.82,2.2,50.0,29.2,0.2,0,7.2,14.5,0.1,0.4,0.0,0.0,0.0,0.0,4.2,4.16,2017
956,John Brown,BAL,WR,1,BUF,5.56,3.2,50.0,41.7,0.2,0,7.0,14.0,0.1,0.2,0.0,0.0,0.0,0.0,5.4,5.39,2018
643,John Brown,BAL,WR,2,CIN,6.61,3.8,57.1,49.3,0.3,0,7.0,12.2,0.2,0.4,0.0,0.0,0.0,0.0,6.8,6.77,2018
470,John Brown,BAL,WR,3,DEN,6.61,3.8,57.1,53.3,0.4,0,7.6,13.2,0.2,0.6,0.0,0.0,0.0,0.0,7.8,7.79,2018
372,John Brown,BAL,WR,4,PIT,6.78,3.9,57.1,60.2,0.4,0,8.6,15.0,0.3,0.8,0.0,0.0,0.0,0.0,8.5,8.5,2018
284,John Brown,BAL,WR,5,CLE,6.96,4.0,57.1,61.5,0.5,0,8.9,15.5,0.3,1.0,0.0,0.0,0.0,0.0,9.2,9.25,2018
347,John Brown,BAL,WR,6,TEN,6.78,3.9,57.1,62.6,0.4,0,9.0,15.8,0.2,0.8,0.0,0.0,0.0,0.0,8.7,8.74,2018
307,John Brown,BAL,WR,7,NO,6.96,4.0,57.1,65.4,0.4,0,9.3,16.2,0.3,1.0,0.0,0.0,0.0,0.0,9.0,9.04,2018
307,John Brown,BAL,WR,8,CAR,6.78,3.9,57.1,65.6,0.4,0,9.4,16.5,0.2,0.8,0.0,0.0,0.0,0.0,9.0,9.04,2018
346,John Brown,BAL,WR,9,PIT,6.61,3.8,57.1,63.0,0.4,0,9.0,15.8,0.2,0.5,0.0,0.0,0.0,0.0,8.8,8.75,2018
404,John Brown,BAL,WR,11,CIN,6.61,3.8,57.1,58.2,0.4,0,8.3,14.5,0.2,0.7,0.0,0.0,0.0,0.0,8.3,8.29,2018
791,John Brown,BAL,WR,12,LV,4.52,2.6,60.0,42.1,0.3,0,8.4,14.0,0.2,1.0,0.0,0.0,0.0,0.0,6.1,6.11,2018
895,John Brown,BAL,WR,13,ATL,4.17,2.4,50.0,38.2,0.3,0,9.5,19.0,0.2,0.4,0.0,0.0,0.0,0.0,5.7,5.66,2018
1253,John Brown,BAL,WR,14,KC,2.95,1.7,66.7,27.9,0.2,0,9.3,14.0,0.2,0.3,0.0,0.0,0.0,0.0,4.0,4.02,2018
982,John Brown,BAL,WR,15,TB,4.52,2.6,60.0,39.9,0.2,0,8.0,13.3,0.2,0.4,0.0,0.0,0.0,0.0,5.2,5.23,2018
1281,John Brown,BAL,WR,16,LAC,3.13,1.8,66.7,26.4,0.2,0,8.7,13.0,0.1,0.6,0.0,0.0,0.0,0.0,3.9,3.9,2018
1139,John Brown,BAL,WR,17,CLE,3.48,2.0,66.7,33.1,0.2,0,11.0,16.5,0.2,0.7,0.0,0.0,0.0,0.0,4.6,4.58,2018
682,John Brown,BUF,WR,1,NYJ,5.74,3.3,50.0,51.8,0.3,0,8.7,17.3,0.0,0.1,0.0,0.0,0.0,0.0,7.0,6.99,2019
372,John Brown,BUF,WR,2,NYG,7.3,4.2,57.1,63.9,0.4,0,9.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,8.79,2019
292,John Brown,BUF,WR,3,CIN,7.65,4.4,50.0,68.6,0.4,0,8.6,17.2,0.0,0.1,0.0,0.0,0.0,0.0,9.3,9.27,2019
518,John Brown,BUF,WR,4,NE,6.96,4.0,57.1,59.9,0.3,0,8.6,15.0,0.2,0.5,0.0,0.0,0.0,0.0,7.8,7.84,2019
525,John Brown,BUF,WR,5,TEN,7.3,4.2,57.1,59.7,0.3,0,8.6,15.0,0.1,0.3,0.0,0.0,0.0,0.0,7.8,7.8,2019
304,John Brown,BUF,WR,7,MIA,7.65,4.4,50.0,67.6,0.4,0,8.5,17.0,0.1,0.2,0.0,0.0,0.0,0.0,9.2,9.18,2019
321,John Brown,BUF,WR,8,PHI,8.17,4.7,62.5,66.8,0.4,0,8.4,13.4,0.1,0.2,0.0,0.0,0.0,0.0,9.1,9.1,2019
311,John Brown,BUF,WR,9,WAS,8.52,4.9,55.6,67.4,0.4,0,7.4,13.4,0.1,0.1,0.0,0.0,0.0,0.0,9.2,9.15,2019
400,John Brown,BUF,WR,10,CLE,8.52,4.9,55.6,67.5,0.3,0,7.6,13.6,0.0,0.1,0.0,0.0,0.0,0.0,8.6,8.56,2019
240,John Brown,BUF,WR,11,MIA,8.52,4.9,55.6,72.3,0.4,0,8.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.63,2019
336,John Brown,BUF,WR,12,DEN,8.0,4.6,62.5,66.3,0.4,0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.03,2019
272,John Brown,BUF,WR,13,DAL,8.7,5.0,55.6,70.1,0.4,0,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.41,2019
411,John Brown,BUF,WR,14,BAL,7.48,4.3,57.1,61.1,0.4,0,8.7,15.2,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.51,2019
518,John Brown,BUF,WR,15,PIT,7.48,4.3,57.1,60.4,0.3,0,8.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.84,2019
682,John Brown,BUF,WR,16,NE,7.13,4.1,57.1,57.9,0.2,0,8.3,14.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.99,2019
706,John Brown,BUF,WR,1,NYJ,6.61,3.8,57.1,52.6,0.3,0,7.6,13.2,0.1,0.7,0.0,0.0,0.0,0.0,7.1,7.13,2020
544,John Brown,BUF,WR,2,MIA,6.78,3.9,57.1,56.0,0.4,0,8.0,14.0,0.1,0.6,0.0,0.0,0.0,0.0,8.1,8.06,2020
508,John Brown,BUF,WR,3,LAR,7.3,4.2,57.1,58.3,0.4,0,8.3,14.5,0.1,0.4,0.0,0.0,0.0,0.0,8.3,8.27,2020
473,John Brown,BUF,WR,4,LV,7.13,4.1,57.1,59.9,0.4,0,8.6,15.0,0.2,0.5,0.0,0.0,0.0,0.0,8.4,8.44,2020
650,John Brown,BUF,WR,6,KC,5.74,3.3,50.0,50.1,0.4,0,8.3,16.7,0.1,0.3,0.0,0.0,0.0,0.0,7.4,7.44,2020
