Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year
370,Brandon Aiyuk,SF,WR,18,ARI,6.1,4.5,66.7,59.5,0.4,0,10.0,15.0,0.3,1.6,0.0,0.0,0.0,0.0,8.5,8.51,2022
2245,Brandon Coleman,NO,WR,1,ATL,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
746,Brandon Coleman,NO,WR,1,ARI,5.0,3.0,60.0,46.0,0.0,0,9.2,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.6,2015
699,Brandon Coleman,NO,WR,2,TB,7.0,4.0,57.1,48.0,0.0,0,6.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,2015
971,Brandon Coleman,NO,WR,3,CAR,5.0,3.0,60.0,36.0,0.0,0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2015
1312,Brandon Coleman,NO,WR,4,DAL,3.0,2.0,66.7,25.0,0.0,0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2015
1423,Brandon Coleman,NO,WR,5,PHI,3.0,2.0,66.7,22.0,0.0,0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2015
1025,Brandon Coleman,NO,WR,6,ATL,3.0,2.0,66.7,34.0,0.0,0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,2015
1397,Brandon Coleman,NO,WR,7,IND,3.0,2.0,66.7,23.0,0.0,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2015
1474,Brandon Coleman,NO,WR,8,NYG,3.0,2.0,66.7,20.0,0.0,0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2015
1590,Brandon Coleman,NO,WR,9,TEN,2.0,1.0,50.0,17.0,0.0,0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2015
1550,Brandon Coleman,NO,WR,10,WAS,2.0,1.0,50.0,18.0,0.0,0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2015
1625,Brandon Coleman,NO,WR,12,HOU,2.0,1.0,50.0,16.0,0.0,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,2015
1186,Brandon Coleman,NO,WR,13,CAR,3.0,2.0,66.7,29.0,0.0,0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,2015
1078,Brandon Coleman,NO,WR,14,TB,3.0,2.0,66.7,32.0,0.0,0,10.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,2015
1213,Brandon Coleman,NO,WR,15,DET,3.0,2.0,66.7,28.0,0.0,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2015
1312,Brandon Coleman,NO,WR,16,JAX,3.0,2.0,66.7,25.0,0.0,0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2015
1078,Brandon Coleman,NO,WR,17,ATL,3.0,2.0,66.7,32.0,0.0,0,10.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,2015
1414,Brandon Coleman,NO,WR,1,LV,2.33,1.4,50.0,19.2,0.1,0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.52,2016
1433,Brandon Coleman,NO,WR,2,NYG,1.67,1.0,50.0,18.3,0.1,0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.43,2016
1891,Brandon Coleman,NO,WR,3,ATL,0.33,0.2,0.0,6.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.65,2016
1809,Brandon Coleman,NO,WR,4,LAC,0.5,0.3,0.0,8.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.82,2016
1809,Brandon Coleman,NO,WR,6,CAR,0.5,0.3,0.0,8.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.82,2016
1919,Brandon Coleman,NO,WR,7,KC,0.5,0.3,0.0,6.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.61,2016
1862,Brandon Coleman,NO,WR,8,SEA,0.33,0.2,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2016
1862,Brandon Coleman,NO,WR,9,SF,0.33,0.2,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2016
1840,Brandon Coleman,NO,WR,10,DEN,0.33,0.2,0.0,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,2016
1666,Brandon Coleman,NO,WR,11,CAR,0.83,0.5,0.0,9.9,0.1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.59,2016
1658,Brandon Coleman,NO,WR,12,LAR,0.83,0.5,0.0,10.1,0.1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.61,2016
1649,Brandon Coleman,NO,WR,13,DET,1.16,0.7,100.0,10.4,0.1,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.64,2016
1546,Brandon Coleman,NO,WR,14,TB,1.67,1.0,50.0,14.2,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.02,2016
1550,Brandon Coleman,NO,WR,15,ARI,1.67,1.0,50.0,14.1,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.01,2016
1582,Brandon Coleman,NO,WR,16,TB,1.5,0.9,50.0,13.1,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.91,2016
1554,Brandon Coleman,NO,WR,17,ATL,1.67,1.0,50.0,14.0,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2016
985,Brandon Coleman,NO,WR,1,MIN,4.5,2.7,75.0,35.9,0.2,0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.79,2017
997,Brandon Coleman,NO,WR,2,NE,4.34,2.6,75.0,35.4,0.2,0,8.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.74,2017
918,Brandon Coleman,NO,WR,3,CAR,4.34,2.6,75.0,33.1,0.3,0,8.2,11.0,0.0,0.2,0.0,0.0,0.0,0.0,5.1,5.13,2017
966,Brandon Coleman,NO,WR,4,MIA,4.0,2.4,50.0,31.0,0.3,0,7.8,15.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,2017
1320,Brandon Coleman,NO,WR,6,DET,2.67,1.6,66.7,21.5,0.2,0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.35,2017
1294,Brandon Coleman,NO,WR,7,GB,2.83,1.7,66.7,22.9,0.2,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.49,2017
1454,Brandon Coleman,NO,WR,8,CHI,2.0,1.2,50.0,15.1,0.2,0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.71,2017
1057,Brandon Coleman,NO,WR,9,TB,3.34,2.0,66.7,26.6,0.3,0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.46,2017
1428,Brandon Coleman,NO,WR,10,BUF,2.17,1.3,50.0,16.0,0.2,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2017
1185,Brandon Coleman,NO,WR,11,WAS,3.17,1.9,66.7,27.1,0.2,0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.91,2017
1334,Brandon Coleman,NO,WR,12,LAR,2.33,1.4,50.0,20.7,0.2,0,10.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.27,2017
1633,Brandon Coleman,NO,WR,13,CAR,2.0,1.2,50.0,15.0,0.1,0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,2017
1494,Brandon Coleman,NO,WR,14,ATL,2.5,1.5,100.0,19.6,0.1,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.56,2017
1263,Brandon Coleman,NO,WR,15,NYJ,3.0,1.8,66.7,24.1,0.2,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.61,2017
1254,Brandon Coleman,NO,WR,16,ATL,3.0,1.8,66.7,24.5,0.2,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.65,2017
1440,Brandon Coleman,NO,WR,17,TB,2.67,1.6,66.7,21.5,0.1,0,7.3,11.0,0.0,0.1,0.0,0.0,0.0,0.0,2.8,2.76,2017
1472,Brandon Gibson,MIA,WR,1,CLE,4.0,2.0,50.0,27.0,0.0,12,6.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2013
1196,Brandon Gibson,MIA,WR,2,IND,5.0,3.0,60.0,41.0,0.0,18,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.1,2013
753,Brandon Gibson,MIA,WR,3,ATL,7.0,5.0,71.4,64.0,0.0,28,9.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4,2013
792,Brandon Gibson,MIA,WR,4,NO,7.0,5.0,71.4,62.0,0.0,27,8.9,12.4,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.2,2013
616,Brandon Gibson,MIA,WR,5,BAL,9.0,7.0,77.8,72.0,0.0,32,8.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,2013
678,Brandon Gibson,MIA,WR,7,BUF,7.0,6.0,85.7,68.0,0.0,30,9.7,11.3,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,2013
965,Brandon Gibson,MIA,WR,8,NE,6.0,5.0,83.3,52.0,0.0,23,8.7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,2013
1034,Brandon Gibson,MIA,WR,1,NE,5.0,3.0,60.0,39.0,0.0,0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,2014
1303,Brandon Gibson,MIA,WR,2,BUF,3.0,2.0,66.7,26.0,0.0,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2014
1342,Brandon Gibson,MIA,WR,3,KC,3.0,2.0,66.7,24.0,0.0,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2014
1342,Brandon Gibson,MIA,WR,4,LV,3.0,2.0,66.7,24.0,0.0,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2014
1481,Brandon Gibson,MIA,WR,6,GB,3.0,2.0,66.7,19.0,0.0,0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2014
1693,Brandon Gibson,MIA,WR,8,JAX,2.0,1.0,50.0,12.0,0.0,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2014
1895,Brandon Gibson,MIA,WR,9,LAC,2.0,1.0,50.0,7.0,0.0,0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2014
1693,Brandon Gibson,MIA,WR,10,DET,2.0,1.0,50.0,12.0,0.0,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2014
1740,Brandon Gibson,MIA,WR,11,BUF,2.0,1.0,50.0,11.0,0.0,0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2014
1361,Brandon Gibson,MIA,WR,12,DEN,3.0,2.0,66.7,23.0,0.0,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2014
1361,Brandon Gibson,MIA,WR,13,NYJ,5.0,3.0,60.0,23.0,0.0,0,4.6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2014
1447,Brandon Gibson,MIA,WR,14,BAL,3.0,2.0,66.7,20.0,0.0,0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2014
1526,Brandon Gibson,MIA,WR,15,NE,3.0,2.0,66.7,17.0,0.0,0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2014
1740,Brandon Gibson,MIA,WR,16,MIN,3.0,2.0,66.7,11.0,0.0,0,3.7,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2014
1384,Brandon Gibson,MIA,WR,17,NYJ,3.0,2.0,66.7,22.0,0.0,0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2014
1673,Brandon Johnson,DEN,WR,14,KC,2.4,1.4,50.0,17.0,0.1,0,8.5,17.0,0.02,0.1,0.0,0.0,0.0,0.0,2.3,2.31,2022
1549,Brandon Johnson,DEN,WR,15,ARI,2.9,1.9,66.7,20.7,0.1,0,7.0,10.5,0.1,0.2,0.0,0.0,0.0,0.0,2.7,2.69,2022
2358,Brandon Johnson,DEN,WR,17,KC,0.9,0.6,100.0,5.7,0.0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.57,2022
2432,Brandon Johnson,DEN,WR,18,LAC,0.8,0.4,0.0,4.7,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47,2022
1139,Brandon LaFell,CAR,WR,1,SEA,5.0,3.0,60.0,43.0,0.0,19,8.6,14.3,0.0,1.0,0.0,0.0,0.0,0.0,4.4,4.4,2013
1139,Brandon LaFell,CAR,WR,2,BUF,5.0,3.0,60.0,43.0,0.0,19,8.6,14.3,0.0,1.0,0.0,0.0,0.0,0.0,4.4,4.4,2013
983,Brandon LaFell,CAR,WR,3,NYG,7.0,5.0,71.4,49.0,0.0,22,7.0,9.8,0.0,2.0,0.0,0.0,0.0,0.0,5.1,5.1,2013
1092,Brandon LaFell,CAR,WR,5,ARI,7.0,5.0,71.4,45.0,0.0,20,6.4,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.6,4.6,2013
1027,Brandon LaFell,CAR,WR,6,MIN,7.0,5.0,71.4,49.0,0.0,22,7.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,2013
903,Brandon LaFell,CAR,WR,7,LAR,6.0,4.0,66.7,54.0,0.0,24,9.0,13.5,0.0,2.0,0.0,0.0,0.0,0.0,5.6,5.6,2013
943,Brandon LaFell,CAR,WR,8,TB,6.0,4.0,66.7,52.0,0.0,23,8.7,13.0,0.0,1.0,0.0,0.0,0.0,0.0,5.3,5.3,2013
1070,Brandon LaFell,CAR,WR,9,ATL,5.0,3.0,60.0,46.0,0.0,21,9.2,15.3,0.0,1.0,0.0,0.0,0.0,0.0,4.7,4.7,2013
804,Brandon LaFell,CAR,WR,10,SF,6.0,4.0,66.7,60.0,0.0,27,10.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,6.1,6.1,2013
646,Brandon LaFell,CAR,WR,11,NE,7.0,5.0,71.4,68.0,0.0,30,9.7,13.6,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,2013
700,Brandon LaFell,CAR,WR,12,MIA,9.0,7.0,77.8,67.0,0.0,30,7.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,2013
719,Brandon LaFell,CAR,WR,13,TB,8.0,6.0,75.0,66.0,0.0,29,8.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6,2013
934,Brandon LaFell,CAR,WR,14,NO,8.0,5.0,62.5,54.0,0.0,24,6.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5.4,5.4,2013
943,Brandon LaFell,CAR,WR,15,NYJ,7.0,5.0,71.4,53.0,0.0,24,7.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,2013
1007,Brandon LaFell,CAR,WR,16,NO,6.0,4.0,66.7,49.0,0.0,22,8.2,12.2,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2013
700,Brandon LaFell,CAR,WR,17,ATL,6.0,4.0,66.7,65.0,0.0,29,10.8,16.2,0.0,2.0,0.0,0.0,0.0,0.0,6.7,6.7,2013
1384,Brandon LaFell,NE,WR,1,MIA,1.0,1.0,100.0,22.0,0.0,0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2014
1447,Brandon LaFell,NE,WR,2,MIN,1.0,1.0,100.0,20.0,0.0,0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2014
1594,Brandon LaFell,NE,WR,3,LV,1.0,1.0,100.0,15.0,0.0,0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2014
824,Brandon LaFell,NE,WR,4,KC,7.0,5.0,71.4,51.0,0.0,0,7.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,2014
1105,Brandon LaFell,NE,WR,5,CIN,4.0,3.0,75.0,35.0,0.0,0,8.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,2014
1105,Brandon LaFell,NE,WR,6,BUF,4.0,3.0,75.0,35.0,0.0,0,8.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,2014
728,Brandon LaFell,NE,WR,7,NYJ,6.0,4.0,66.7,57.0,0.0,0,9.5,14.2,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,2014
682,Brandon LaFell,NE,WR,8,CHI,6.0,4.0,66.7,61.0,0.0,0,10.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,2014
371,Brandon LaFell,NE,WR,9,DEN,7.0,5.0,71.4,63.0,1.0,0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,12.3,12.3,2014
358,Brandon LaFell,NE,WR,11,IND,7.0,5.0,71.4,64.0,1.0,0,9.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,2014
470,Brandon LaFell,NE,WR,12,DET,6.0,4.0,66.7,54.0,1.0,0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.4,2014
430,Brandon LaFell,NE,WR,13,GB,7.0,5.0,71.4,58.0,1.0,0,8.3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,2014
348,Brandon LaFell,NE,WR,14,LAC,7.0,5.0,71.4,65.0,1.0,0,9.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,2014
842,Brandon LaFell,NE,WR,15,MIA,6.0,4.0,66.7,50.0,0.0,0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2014
201,Brandon LaFell,NE,WR,16,NYJ,9.0,6.0,66.7,80.0,1.0,0,8.9,13.3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2014
504,Brandon LaFell,NE,WR,17,BUF,6.0,4.0,66.7,49.0,1.0,0,8.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9,2014
2327,Brandon LaFell,NE,WR,1,PIT,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
867,Brandon LaFell,NE,WR,7,NYJ,4.0,3.0,75.0,40.0,0.0,0,10.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2015
763,Brandon LaFell,NE,WR,8,MIA,6.0,4.0,66.7,45.0,0.0,0,7.5,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,2015
623,Brandon LaFell,NE,WR,9,WAS,6.0,4.0,66.7,53.0,0.0,0,8.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,2015
309,Brandon LaFell,NE,WR,10,NYG,7.0,5.0,71.4,63.0,1.0,0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,12.3,12.3,2015
258,Brandon LaFell,NE,WR,11,BUF,7.0,5.0,71.4,67.0,1.0,0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,12.7,12.7,2015
547,Brandon LaFell,NE,WR,12,DEN,7.0,5.0,71.4,58.0,0.0,0,8.3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,2015
242,Brandon LaFell,NE,WR,13,PHI,7.0,5.0,71.4,68.0,1.0,0,9.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,12.8,2015
572,Brandon LaFell,NE,WR,14,HOU,6.0,4.0,66.7,56.0,0.0,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,2015
396,Brandon LaFell,NE,WR,15,TEN,6.0,4.0,66.7,53.0,1.0,0,8.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,11.3,11.3,2015
340,Brandon LaFell,NE,WR,16,NYJ,7.0,5.0,71.4,60.0,1.0,0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2015
699,Brandon LaFell,NE,WR,17,MIA,6.0,4.0,66.7,48.0,0.0,0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,2015
950,Brandon LaFell,CIN,WR,1,NYJ,4.6,3.2,60.0,37.9,0.2,0,7.6,12.7,0.0,0.1,0.0,0.0,0.0,0.0,5.0,5.0,2016
930,Brandon LaFell,CIN,WR,2,PIT,5.47,3.8,80.0,40.7,0.2,0,8.2,10.2,0.1,0.1,0.0,0.0,0.1,0.1,5.1,5.08,2016
1009,Brandon LaFell,CIN,WR,3,DEN,4.32,3.0,75.0,34.5,0.2,0,8.5,11.3,0.1,0.4,0.0,0.0,0.0,0.0,4.7,4.69,2016
726,Brandon LaFell,CIN,WR,4,MIA,4.32,3.0,75.0,45.4,0.3,0,11.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.34,2016
696,Brandon LaFell,CIN,WR,5,DAL,5.47,3.8,80.0,46.1,0.3,0,9.2,11.5,0.1,0.9,0.0,0.0,0.0,0.0,6.5,6.5,2016
834,Brandon LaFell,CIN,WR,6,NE,4.46,3.1,75.0,44.1,0.2,0,11.0,14.7,0.2,0.6,0.0,0.0,0.0,0.0,5.7,5.67,2016
905,Brandon LaFell,CIN,WR,7,CLE,4.32,3.0,75.0,39.9,0.2,0,10.0,13.3,0.1,0.5,0.0,0.0,0.0,0.0,5.2,5.24,2016
659,Brandon LaFell,CIN,WR,8,WAS,5.47,3.8,80.0,49.2,0.3,0,9.8,12.2,0.1,0.3,0.0,0.0,0.0,0.0,6.8,6.75,2016
791,Brandon LaFell,CIN,WR,10,NYG,4.32,3.0,75.0,42.5,0.3,0,10.5,14.0,0.1,-0.6,0.0,0.0,0.0,0.0,6.0,5.99,2016
934,Brandon LaFell,CIN,WR,11,BUF,4.03,2.8,75.0,38.9,0.2,0,9.8,13.0,0.1,-0.2,0.0,0.0,0.0,0.0,5.1,5.07,2016
782,Brandon LaFell,CIN,WR,12,BAL,5.04,3.5,80.0,48.2,0.2,0,9.6,12.0,0.1,0.3,0.0,0.0,0.0,0.0,6.0,6.05,2016
821,Brandon LaFell,CIN,WR,13,PHI,4.89,3.4,60.0,45.1,0.2,0,9.0,15.0,0.1,0.7,0.0,0.0,0.0,0.0,5.8,5.78,2016
512,Brandon LaFell,CIN,WR,14,CLE,5.04,3.5,80.0,53.4,0.4,0,10.6,13.2,0.1,0.6,0.0,0.0,0.0,0.0,7.8,7.8,2016
638,Brandon LaFell,CIN,WR,15,PIT,5.32,3.7,80.0,50.8,0.3,0,10.2,12.8,0.0,0.3,0.0,0.0,0.0,0.0,6.9,6.91,2016
691,Brandon LaFell,CIN,WR,16,HOU,5.76,4.0,66.7,52.9,0.2,0,8.8,13.2,0.1,0.3,0.0,0.0,0.0,0.0,6.5,6.52,2016
392,Brandon LaFell,CIN,WR,17,BAL,6.33,4.4,66.7,62.0,0.4,0,10.3,15.5,0.1,0.4,0.0,0.0,0.0,0.0,8.6,8.64,2016
1161,Brandon LaFell,CIN,WR,1,BAL,3.88,2.7,75.0,34.1,0.1,0,8.5,11.3,0.0,0.1,0.0,0.0,0.0,0.0,4.0,4.02,2017
922,Brandon LaFell,CIN,WR,2,HOU,4.6,3.2,60.0,39.1,0.2,0,7.8,13.0,0.0,0.1,0.0,0.0,0.0,0.0,5.1,5.12,2017
718,Brandon LaFell,CIN,WR,3,GB,4.89,3.4,60.0,43.1,0.3,0,8.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.11,2017
911,Brandon LaFell,CIN,WR,4,CLE,4.17,2.9,75.0,39.6,0.2,0,10.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.16,2017
1084,Brandon LaFell,CIN,WR,5,BUF,3.74,2.6,75.0,31.6,0.2,0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.36,2017
1050,Brandon LaFell,CIN,WR,7,PIT,4.6,3.2,60.0,32.9,0.2,0,6.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.49,2017
929,Brandon LaFell,CIN,WR,8,IND,5.47,3.8,80.0,38.7,0.2,0,7.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.07,2017
1296,Brandon LaFell,CIN,WR,9,JAX,4.6,3.2,60.0,28.8,0.1,0,5.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.48,2017
909,Brandon LaFell,CIN,WR,10,TEN,5.47,3.8,80.0,39.7,0.2,0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.17,2017
951,Brandon LaFell,CIN,WR,11,DEN,4.6,3.2,60.0,37.4,0.2,0,7.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.94,2017
755,Brandon LaFell,CIN,WR,12,CLE,4.89,3.4,60.0,41.3,0.3,0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.93,2017
847,Brandon LaFell,CIN,WR,13,PIT,5.61,3.9,66.7,42.7,0.2,0,7.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.47,2017
761,Brandon LaFell,CIN,WR,14,CHI,4.89,3.4,60.0,41.1,0.3,0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.91,2017
929,Brandon LaFell,CIN,WR,15,MIN,4.89,3.4,60.0,38.7,0.2,0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.07,2017
790,Brandon LaFell,CIN,WR,16,DET,4.75,3.3,60.0,39.8,0.3,0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.78,2017
1115,Brandon LaFell,CIN,WR,17,BAL,3.88,2.7,75.0,30.3,0.2,0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.23,2017
1725,Brandon LaFell,LV,WR,2,DEN,2.01,1.4,50.0,13.9,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.99,2018
1820,Brandon LaFell,LV,WR,3,MIA,1.44,1.0,100.0,10.5,0.1,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.65,2018
1957,Brandon LaFell,LV,WR,8,IND,1.44,1.0,100.0,10.0,0.0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2018
