Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1
1406,A.J. Brown,TEN,WR,1,CLE,3.02,1.9,66.7,23.5,0.1,0,8.0,12.0,0.1,0.1,0.0,0.0,0.0,0.0,3.0,8.14
274,A.J. Brown,TEN,WR,1,DEN,6.51,4.1,57.1,71.0,0.4,0,10.1,17.8,0.4,1.9,0.0,0.0,0.0,0.0,9.7,-4.889999999999999
56,A.J. Brown,TEN,WR,1,ARI,7.1,5.6,85.7,83.1,0.7,0,11.9,13.8,0.02,0.1,0.0,0.0,0.0,0.0,12.5,-3.219999999999997
121,A.J. Brown,PHI,WR,1,DET,6.9,5.1,71.4,75.4,0.6,0,10.7,15.0,0.2,0.9,0.0,0.0,0.0,0.0,11.2,9.170000000000002
783,A.J. Brown,TEN,WR,2,IND,5.56,3.5,66.7,45.8,0.3,0,7.7,11.5,0.1,0.1,0.0,0.0,0.0,0.0,6.4,-4.390000000000001
97,A.J. Brown,TEN,WR,2,SEA,6.9,5.6,85.7,81.9,0.6,0,11.7,13.7,0.02,0.1,0.0,0.0,0.0,0.0,11.8,-10.099999999999998
109,A.J. Brown,PHI,WR,2,MIN,7.3,5.5,85.7,80.3,0.6,0,11.4,13.3,0.2,0.1,0.0,0.0,0.1,0.1,11.4,-5.24
1023,A.J. Brown,TEN,WR,3,JAX,4.61,2.9,60.0,36.7,0.2,0,7.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,-6.369999999999999
132,A.J. Brown,TEN,WR,3,IND,6.6,5.3,71.4,76.5,0.6,0,10.9,15.2,0.1,0.3,0.0,0.0,0.0,0.0,11.3,-16.279999999999998
139,A.J. Brown,PHI,WR,3,WAS,7.5,5.5,75.0,79.0,0.5,0,9.9,13.2,0.3,1.3,0.0,0.0,0.1,0.1,10.8,2.969999999999999
1043,A.J. Brown,TEN,WR,4,ATL,3.97,2.5,50.0,35.7,0.2,0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,17.13
101,A.J. Brown,PHI,WR,4,JAX,7.4,5.7,85.7,79.3,0.6,0,11.3,13.2,0.2,0.8,0.0,0.0,0.0,0.0,11.6,-2.8099999999999987
835,A.J. Brown,TEN,WR,5,BUF,4.45,2.8,75.0,43.0,0.3,0,10.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,-4.199999999999998
835,A.J. Brown,TEN,WR,5,BUF,4.45,2.8,75.0,43.0,0.3,0,10.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,-4.199999999999998
313,A.J. Brown,TEN,WR,5,BUF,7.15,4.5,57.1,67.9,0.4,0,9.7,17.0,0.5,1.9,0.0,0.0,0.0,0.0,9.4,7.319999999999997
313,A.J. Brown,TEN,WR,5,BUF,7.15,4.5,57.1,67.9,0.4,0,9.7,17.0,0.5,1.9,0.0,0.0,0.0,0.0,9.4,7.319999999999997
183,A.J. Brown,TEN,WR,5,JAX,7.0,5.4,71.4,76.3,0.5,0,10.9,15.2,0.17,0.7,0.0,0.0,0.0,0.0,10.7,-9.3
121,A.J. Brown,PHI,WR,5,ARI,7.2,5.6,85.7,81.5,0.5,0,11.7,13.7,0.2,0.8,0.0,0.0,0.0,0.0,11.2,-10.629999999999999
923,A.J. Brown,TEN,WR,6,DEN,4.61,2.9,60.0,42.5,0.2,0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,-4.05
183,A.J. Brown,TEN,WR,6,HOU,7.79,4.9,62.5,71.0,0.5,0,8.9,14.2,0.6,2.0,2.0,0.0,0.0,0.0,10.3,7.6
291,A.J. Brown,TEN,WR,6,BUF,6.3,4.7,83.3,67.7,0.5,0,11.3,13.6,0.1,0.6,0.0,0.0,0.0,0.0,9.8,1.5700000000000003
188,A.J. Brown,PHI,WR,6,DAL,6.7,5.2,71.4,75.0,0.4,0,10.7,15.0,0.2,0.8,0.0,0.0,0.0,0.0,10.0,2.5199999999999996
876,A.J. Brown,TEN,WR,7,LAC,4.61,2.9,60.0,40.7,0.3,0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.4299999999999997
264,A.J. Brown,TEN,WR,7,PIT,7.95,5.0,62.5,73.1,0.4,0,9.1,14.6,0.5,0.6,0.0,0.0,0.0,0.0,9.8,12.530000000000001
138,A.J. Brown,TEN,WR,7,KC,6.8,5.1,71.4,75.1,0.6,0,10.7,15.0,0.2,0.8,0.0,0.0,0.0,0.0,11.2,11.010000000000002
714,A.J. Brown,TEN,WR,8,TB,5.56,3.5,66.7,49.4,0.3,0,8.2,12.2,0.3,0.6,0.0,0.0,0.0,0.0,6.8,-1.1999999999999993
135,A.J. Brown,TEN,WR,8,CIN,7.95,5.0,62.5,77.0,0.5,0,9.6,15.4,0.7,2.0,2.0,0.0,0.0,0.0,10.9,-3.4999999999999982
79,A.J. Brown,TEN,WR,8,IND,7.4,5.8,85.7,84.7,0.6,0,12.1,14.2,0.07,0.3,0.0,0.0,0.0,0.0,12.1,13.600000000000001
138,A.J. Brown,PHI,WR,8,PIT,6.9,5.3,71.4,77.4,0.5,0,11.0,15.4,0.2,1.0,0.0,0.0,0.0,0.0,10.8,23.46
954,A.J. Brown,TEN,WR,9,CAR,4.77,3.0,60.0,39.9,0.2,0,8.0,13.3,0.2,0.4,0.0,0.0,0.0,0.0,5.2,3.869999999999999
177,A.J. Brown,TEN,WR,9,CHI,7.31,4.6,71.4,71.3,0.5,0,10.1,14.2,0.5,1.9,0.0,0.0,0.0,0.0,10.3,5.1800000000000015
95,A.J. Brown,TEN,WR,9,LAR,7.6,5.7,75.0,83.6,0.6,0,10.5,14.0,0.1,0.6,0.0,0.0,0.1,0.1,11.8,-8.52
96,A.J. Brown,PHI,WR,9,HOU,7.9,5.7,75.0,83.4,0.6,0,10.4,13.8,0.4,0.0,0.0,0.0,0.1,0.1,11.7,-1.7400000000000002
598,A.J. Brown,TEN,WR,10,KC,6.2,3.9,66.7,56.2,0.3,0,9.3,14.0,0.1,0.2,0.0,0.0,0.0,0.0,7.4,-8.64
151,A.J. Brown,TEN,WR,10,IND,8.1,5.1,62.5,74.6,0.5,0,9.4,15.0,0.5,2.0,0.0,0.0,0.0,0.0,10.7,-12.66
64,A.J. Brown,TEN,WR,10,NO,7.7,6.0,75.0,87.5,0.6,0,11.0,14.7,0.1,0.5,0.0,0.0,0.0,0.0,12.4,-15.099999999999998
90,A.J. Brown,PHI,WR,10,WAS,8.2,5.6,75.0,83.0,0.6,0,10.4,13.8,0.4,1.8,0.0,0.0,0.1,0.1,11.9,-15.98
210,A.J. Brown,TEN,WR,11,BAL,7.47,4.7,71.4,69.9,0.5,0,10.0,14.0,0.2,1.2,0.0,0.0,0.0,0.0,10.1,1.3899999999999988
62,A.J. Brown,TEN,WR,11,HOU,7.8,5.9,75.0,86.6,0.6,0,10.9,14.5,0.2,1.6,0.0,0.0,0.0,0.0,12.4,-8.52
108,A.J. Brown,PHI,WR,11,IND,7.2,5.4,71.4,77.6,0.6,0,11.1,15.6,0.2,1.2,0.0,0.0,0.0,0.0,11.5,-5.880000000000003
835,A.J. Brown,TEN,WR,12,JAX,4.61,2.9,60.0,42.9,0.3,0,8.6,14.3,0.1,0.1,0.0,0.0,0.0,0.0,6.1,14.5
132,A.J. Brown,TEN,WR,12,IND,7.47,4.7,71.4,71.9,0.6,0,10.3,14.4,0.2,1.2,0.0,0.0,0.0,0.0,10.9,4.190000000000001
110,A.J. Brown,PHI,WR,12,GB,7.2,5.2,71.4,76.9,0.6,0,11.0,15.4,0.3,1.2,0.0,0.0,0.0,0.0,11.4,-2.01
648,A.J. Brown,TEN,WR,13,IND,5.4,3.4,60.0,53.8,0.3,0,10.8,18.0,0.0,0.1,0.0,0.0,0.0,0.0,7.2,-3.09
35,A.J. Brown,TEN,WR,13,CLE,7.95,5.0,62.5,80.2,0.7,0,10.0,16.0,0.3,1.4,0.0,0.0,0.0,0.0,12.4,-4.66
115,A.J. Brown,PHI,WR,13,TEN,7.6,5.5,75.0,79.6,0.6,0,10.0,13.3,0.3,0.0,0.0,0.0,0.1,0.1,11.4,14.84
701,A.J. Brown,TEN,WR,14,LV,5.08,3.2,60.0,51.0,0.3,0,10.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,23.5
85,A.J. Brown,TEN,WR,14,JAX,7.79,4.9,62.5,78.7,0.6,0,9.9,15.8,0.3,1.3,0.0,0.0,0.0,0.0,11.6,7.699999999999999
92,A.J. Brown,PHI,WR,14,NYG,7.6,5.6,75.0,81.1,0.6,0,10.1,13.5,0.2,1.3,0.0,0.0,0.0,0.0,11.8,-0.4399999999999977
235,A.J. Brown,TEN,WR,15,HOU,6.51,4.1,57.1,66.4,0.5,0,9.4,16.5,0.2,0.6,0.0,0.0,0.0,0.0,9.7,11.599999999999998
26,A.J. Brown,TEN,WR,15,DET,8.26,5.2,62.5,85.0,0.7,0,10.6,17.0,0.3,1.3,0.0,0.0,0.0,0.0,12.8,-2.630000000000001
52,A.J. Brown,PHI,WR,15,CHI,8.1,5.8,75.0,84.2,0.7,0,10.5,14.0,0.3,1.4,0.0,0.0,0.0,0.0,12.8,8.540000000000003
145,A.J. Brown,TEN,WR,16,NO,7.31,4.6,71.4,73.8,0.5,0,10.6,14.8,0.2,0.7,0.0,0.0,0.0,0.0,10.4,0.25
78,A.J. Brown,TEN,WR,16,GB,7.79,4.9,62.5,79.3,0.6,0,9.9,15.8,0.3,1.1,0.0,0.0,0.0,0.0,11.6,-8.239999999999998
396,A.J. Brown,TEN,WR,16,SF,6.1,4.6,83.3,65.6,0.4,0,11.0,13.2,0.1,0.5,0.0,0.0,0.0,0.0,9.0,17.89
106,A.J. Brown,PHI,WR,16,DAL,8.0,5.3,62.5,77.7,0.6,0,9.8,15.6,0.2,1.3,0.0,0.0,0.0,0.0,11.5,-0.5
130,A.J. Brown,TEN,WR,17,HOU,7.63,4.8,62.5,74.4,0.5,0,9.2,14.8,0.6,1.9,2.0,0.0,0.0,0.0,10.6,6.969999999999999
130,A.J. Brown,TEN,WR,17,HOU,7.63,4.8,62.5,74.4,0.5,0,9.2,14.8,0.6,1.9,2.0,0.0,0.0,0.0,10.6,6.969999999999999
33,A.J. Brown,TEN,WR,17,HOU,8.26,5.2,62.5,81.9,0.7,0,10.2,16.4,0.3,1.2,0.0,0.0,0.0,0.0,12.5,13.39
33,A.J. Brown,TEN,WR,17,HOU,8.26,5.2,62.5,81.9,0.7,0,10.2,16.4,0.3,1.2,0.0,0.0,0.0,0.0,12.5,13.39
107,A.J. Brown,TEN,WR,17,MIA,8.0,5.6,75.0,80.0,0.6,0,10.0,13.3,0.02,0.1,0.0,0.0,0.0,0.0,11.6,-11.110000000000001
136,A.J. Brown,PHI,WR,17,NO,7.7,5.5,75.0,79.0,0.5,0,9.9,13.2,0.3,1.6,0.0,0.0,0.1,0.1,10.9,3.139999999999997
120,A.J. Brown,TEN,WR,18,HOU,7.2,5.5,85.7,78.3,0.6,0,11.1,13.0,0.1,0.4,0.0,0.0,0.0,0.0,11.5,-0.16999999999999815
74,A.J. Brown,PHI,WR,18,NYG,7.9,5.4,62.5,85.1,0.6,0,10.6,17.0,0.3,1.4,0.0,0.0,0.0,0.0,12.2,-4.149999999999999
124,A.J. Green,CIN,WR,1,CHI,14.0,10.0,71.4,121.0,0.0,54,8.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,12.1,15.100000000000001
91,A.J. Green,CIN,WR,1,BAL,7.0,5.0,71.4,93.0,1.0,0,13.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,15.3,5.300000000000001
91,A.J. Green,CIN,WR,1,BAL,7.0,5.0,71.4,93.0,1.0,0,13.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,15.3,5.300000000000001
62,A.J. Green,CIN,WR,1,BAL,8.15,5.7,75.0,80.9,0.5,0,10.1,13.5,0.0,0.0,0.0,0.0,0.1,0.1,10.9,-4.389999999999999
62,A.J. Green,CIN,WR,1,BAL,8.15,5.7,75.0,80.9,0.5,0,10.1,13.5,0.0,0.0,0.0,0.0,0.1,0.1,10.9,-4.389999999999999
69,A.J. Green,CIN,WR,1,LV,9.0,6.0,66.7,82.0,1.0,0,9.1,13.7,0.0,2.0,0.0,0.0,0.0,0.0,14.4,-9.099999999999998
154,A.J. Green,CIN,WR,1,NYJ,8.0,5.6,75.0,77.9,0.5,0,9.8,13.0,0.0,0.0,0.0,0.0,0.1,0.1,10.6,19.61
123,A.J. Green,CIN,WR,1,IND,8.43,5.9,75.0,85.1,0.5,0,10.6,14.2,0.0,0.0,0.0,0.0,0.1,0.1,11.3,3.789999999999999
478,A.J. Green,CIN,WR,1,LAC,6.0,4.2,66.7,60.1,0.4,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,-2.51
919,A.J. Green,ARI,WR,1,TEN,5.7,3.5,66.7,42.3,0.3,0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.029999999999999
657,A.J. Green,ARI,WR,1,KC,5.8,3.5,66.7,50.8,0.3,0,8.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,-7.079999999999999
265,A.J. Green,CIN,WR,2,PIT,11.0,7.0,63.6,101.0,0.0,45,9.2,14.4,0.0,0.0,0.0,0.0,0.0,0.0,10.1,-7.000000000000002
265,A.J. Green,CIN,WR,2,PIT,11.0,7.0,63.6,101.0,0.0,45,9.2,14.4,0.0,0.0,0.0,0.0,0.0,0.0,10.1,-7.000000000000002
57,A.J. Green,CIN,WR,2,PIT,8.72,6.1,66.7,87.5,0.6,0,9.8,14.7,0.0,0.0,0.0,0.0,0.1,0.1,12.2,-12.649999999999999
57,A.J. Green,CIN,WR,2,PIT,8.72,6.1,66.7,87.5,0.6,0,9.8,14.7,0.0,0.0,0.0,0.0,0.1,0.1,12.2,-12.649999999999999
4,A.J. Green,CIN,WR,2,ATL,10.0,7.0,70.0,118.0,1.0,0,11.8,16.9,0.0,0.0,0.0,0.0,0.0,0.0,17.8,-24.8
430,A.J. Green,CIN,WR,2,LAC,7.0,5.0,71.4,79.0,0.0,0,11.3,15.8,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.5999999999999996
61,A.J. Green,CIN,WR,2,HOU,8.15,5.7,75.0,81.0,0.5,0,10.1,13.5,0.0,0.0,0.0,0.0,0.1,0.1,10.9,-5.099999999999998
206,A.J. Green,CIN,WR,2,BAL,7.57,5.3,62.5,72.5,0.5,0,9.0,14.4,0.0,0.0,0.0,0.0,0.1,0.1,10.0,14.349999999999998
426,A.J. Green,CIN,WR,2,CLE,6.43,4.5,66.7,63.5,0.4,0,10.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,-7.35
981,A.J. Green,ARI,WR,2,MIN,5.3,3.4,60.0,38.9,0.3,0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.3100000000000005
979,A.J. Green,ARI,WR,2,LV,4.9,2.9,60.0,42.3,0.2,0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,-3.7299999999999986
95,A.J. Green,CIN,WR,3,GB,15.0,10.0,66.7,130.0,0.0,58,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-8.4
95,A.J. Green,CIN,WR,3,GB,15.0,10.0,66.7,130.0,0.0,58,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-8.4
25,A.J. Green,CIN,WR,3,GB,9.0,6.3,66.7,89.2,0.5,0,9.9,14.8,0.0,0.0,0.0,0.0,0.0,0.0,11.9,8.880000000000003
25,A.J. Green,CIN,WR,3,GB,9.0,6.3,66.7,89.2,0.5,0,9.9,14.8,0.0,0.0,0.0,0.0,0.0,0.0,11.9,8.880000000000003
552,A.J. Green,CIN,WR,3,TEN,10.0,7.0,70.0,93.0,0.0,0,9.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,-0.10000000000000142
437,A.J. Green,CIN,WR,3,BAL,7.0,5.0,71.4,75.0,0.0,0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,32.2
55,A.J. Green,CIN,WR,3,DEN,8.43,5.9,75.0,81.8,0.7,0,10.2,13.7,0.0,0.0,0.0,0.0,0.1,0.1,12.2,-2.580000000000002
86,A.J. Green,CIN,WR,3,CAR,8.0,5.6,75.0,78.2,0.7,0,9.8,13.0,0.0,0.0,0.0,0.0,0.1,0.1,11.8,-6.819999999999997
450,A.J. Green,CIN,WR,3,PHI,6.72,4.7,71.4,61.6,0.4,0,8.9,12.4,0.0,0.0,0.0,0.0,0.0,0.0,8.6,-4.660000000000002
899,A.J. Green,ARI,WR,3,JAX,5.4,3.3,60.0,43.2,0.3,0,8.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.779999999999999
1017,A.J. Green,ARI,WR,3,LAR,4.4,2.8,75.0,40.1,0.2,0,10.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,5.2,-8.01
228,A.J. Green,CIN,WR,4,CLE,12.0,8.0,66.7,107.0,0.0,48,8.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,10.7,-6.6
228,A.J. Green,CIN,WR,4,CLE,12.0,8.0,66.7,107.0,0.0,48,8.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,10.7,-6.6
8,A.J. Green,CIN,WR,4,CLE,10.01,7.0,70.0,100.0,0.5,0,10.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-2.6999999999999993
8,A.J. Green,CIN,WR,4,CLE,10.01,7.0,70.0,100.0,0.5,0,10.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-2.6999999999999993
56,A.J. Green,CIN,WR,4,KC,9.0,6.0,66.7,85.0,1.0,0,9.4,14.2,0.0,1.0,0.0,0.0,0.0,0.0,14.6,-5.400000000000002
9,A.J. Green,CIN,WR,4,MIA,10.72,7.5,72.7,97.4,0.8,0,8.8,12.1,0.0,0.0,0.0,0.0,0.1,0.1,14.3,11.259999999999998
86,A.J. Green,CIN,WR,4,ATL,8.15,5.7,75.0,78.2,0.7,0,9.8,13.0,0.0,0.0,0.0,0.0,0.1,0.1,11.8,0.08000000000000185
500,A.J. Green,CIN,WR,4,JAX,6.86,4.8,71.4,59.1,0.4,0,8.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,8.3,-11.809999999999999
852,A.J. Green,ARI,WR,4,LAR,5.6,3.3,50.0,45.5,0.3,0,7.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,8.05
234,A.J. Green,CIN,WR,5,NE,15.0,9.0,60.0,106.0,0.0,47,7.1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,10.6,-8.500000000000002
234,A.J. Green,CIN,WR,5,NE,15.0,9.0,60.0,106.0,0.0,47,7.1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,10.6,-8.500000000000002
74,A.J. Green,CIN,WR,5,NE,9.0,6.0,66.7,95.0,1.0,0,10.6,15.8,0.0,0.0,0.0,0.0,0.0,0.0,15.5,-2.3999999999999986
74,A.J. Green,CIN,WR,5,NE,9.0,6.0,66.7,95.0,1.0,0,10.6,15.8,0.0,0.0,0.0,0.0,0.0,0.0,15.5,-2.3999999999999986
130,A.J. Green,CIN,WR,5,SEA,9.0,6.0,66.7,78.0,1.0,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,-6.0
69,A.J. Green,CIN,WR,5,DAL,9.86,6.9,70.0,90.2,0.5,0,9.0,12.9,0.0,0.1,0.0,0.0,0.1,0.1,11.8,-9.93
66,A.J. Green,CIN,WR,5,BUF,8.58,6.0,66.7,84.2,0.4,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,15.079999999999998
105,A.J. Green,CIN,WR,5,MIA,7.57,5.3,62.5,76.2,0.7,0,9.5,15.2,0.0,0.0,0.0,0.0,0.1,0.1,11.6,0.0799999999999983
885,A.J. Green,CIN,WR,5,BAL,5.0,3.5,80.0,44.8,0.3,0,9.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,6.3,-9.78
610,A.J. Green,ARI,WR,5,SF,5.4,3.7,80.0,52.2,0.4,0,10.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,-9.02
1404,A.J. Green,ARI,WR,5,PHI,3.7,2.1,50.0,28.2,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,-0.5199999999999996
275,A.J. Green,CIN,WR,6,BUF,14.0,9.0,64.3,100.0,0.0,45,7.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3000000000000007
275,A.J. Green,CIN,WR,6,BUF,14.0,9.0,64.3,100.0,0.0,45,7.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3000000000000007
66,A.J. Green,CIN,WR,6,BUF,9.0,6.0,66.7,85.0,1.0,0,9.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,14.5,-12.9
66,A.J. Green,CIN,WR,6,BUF,9.0,6.0,66.7,85.0,1.0,0,9.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,14.5,-12.9
138,A.J. Green,CIN,WR,6,NE,8.58,6.0,66.7,79.1,0.5,0,8.8,13.2,0.0,0.3,0.0,0.0,0.1,0.1,10.7,-2.1400000000000006
67,A.J. Green,CIN,WR,6,PIT,8.29,5.8,75.0,81.2,0.7,0,10.1,13.5,0.0,0.0,0.0,0.0,0.1,0.1,12.1,-2.620000000000001
1113,A.J. Green,CIN,WR,6,IND,4.57,3.2,60.0,39.9,0.2,0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,5.2,9.21
839,A.J. Green,ARI,WR,6,CLE,4.9,3.3,60.0,46.2,0.3,0,9.2,15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.18
1176,A.J. Green,ARI,WR,6,SEA,4.0,2.5,50.0,32.6,0.2,0,8.2,16.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,-4.260000000000001
180,A.J. Green,CIN,WR,7,DET,15.0,10.0,66.7,113.0,0.0,50,7.5,11.3,0.0,0.0,0.0,0.0,0.0,0.0,11.3,6.199999999999999
24,A.J. Green,CIN,WR,7,CLE,9.72,6.8,70.0,94.3,0.7,0,9.4,13.4,0.0,0.1,0.0,0.0,0.1,0.1,13.4,10.46
24,A.J. Green,CIN,WR,7,CLE,9.72,6.8,70.0,94.3,0.7,0,9.4,13.4,0.0,0.1,0.0,0.0,0.1,0.1,13.4,10.46
792,A.J. Green,CIN,WR,7,CLE,5.43,3.8,80.0,49.3,0.3,0,9.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.67
792,A.J. Green,CIN,WR,7,CLE,5.43,3.8,80.0,49.3,0.3,0,9.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.67
62,A.J. Green,CIN,WR,7,PIT,7.72,5.4,62.5,78.9,0.5,0,9.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,10.9,-9.19
33,A.J. Green,CIN,WR,7,KC,9.0,6.3,66.7,89.0,0.7,0,9.9,14.8,0.0,0.0,0.0,0.0,0.1,0.1,12.9,-0.6999999999999993
618,A.J. Green,ARI,WR,7,HOU,5.0,3.6,80.0,51.9,0.4,0,10.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,-1.5899999999999999
199,A.J. Green,CIN,WR,8,NYJ,12.0,8.0,66.7,111.0,0.0,50,9.2,13.9,0.0,0.0,0.0,0.0,0.0,0.0,11.1,-4.600000000000001
96,A.J. Green,CIN,WR,8,PIT,9.0,6.0,66.7,81.0,1.0,0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,14.1,8.7
31,A.J. Green,CIN,WR,8,WAS,9.72,6.8,70.0,97.0,0.6,0,9.7,13.9,0.0,0.1,0.0,0.0,0.1,0.1,13.1,0.990000000000002
17,A.J. Green,CIN,WR,8,IND,8.29,5.8,75.0,86.7,0.6,0,10.9,14.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,-6.370000000000001
12,A.J. Green,CIN,WR,8,TB,9.29,6.5,66.7,95.0,0.7,0,10.6,15.8,0.0,0.0,0.0,0.0,0.1,0.1,13.5,-1.5999999999999979
602,A.J. Green,CIN,WR,8,TEN,6.57,4.6,71.4,59.8,0.3,0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,-8.479999999999999
743,A.J. Green,ARI,WR,8,GB,4.9,3.5,80.0,50.8,0.3,0,10.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,-0.379999999999999
1751,A.J. Green,ARI,WR,8,MIN,2.1,1.2,50.0,15.4,0.1,0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-3.34
106,A.J. Green,CIN,WR,9,MIA,11.0,7.0,63.6,126.0,0.0,56,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,4.199999999999999
223,A.J. Green,CIN,WR,9,JAX,7.0,5.0,71.4,77.0,1.0,0,11.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,13.7,-5.6
223,A.J. Green,CIN,WR,9,JAX,7.0,5.0,71.4,77.0,1.0,0,11.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,13.7,-5.6
287,A.J. Green,CIN,WR,9,JAX,6.43,4.5,66.7,62.4,0.4,0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.6,-11.540000000000001
287,A.J. Green,CIN,WR,9,JAX,6.43,4.5,66.7,62.4,0.4,0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.6,-11.540000000000001
83,A.J. Green,CIN,WR,9,CLE,9.0,6.0,66.7,82.0,1.0,0,9.1,13.7,0.0,0.0,0.0,0.0,0.0,0.0,14.2,-10.899999999999999
1810,A.J. Green,ARI,WR,9,SEA,1.8,1.2,50.0,14.1,0.1,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.21
86,A.J. Green,CIN,WR,10,BAL,11.0,7.0,63.6,132.0,0.0,59,12.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,13.2,8.900000000000002
148,A.J. Green,CIN,WR,10,CLE,9.0,6.0,66.7,86.0,1.0,0,9.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,14.6,-15.3
83,A.J. Green,CIN,WR,10,HOU,9.0,6.0,66.7,82.0,1.0,0,9.1,13.7,0.0,0.0,0.0,0.0,0.0,0.0,14.2,-8.5
40,A.J. Green,CIN,WR,10,NYG,8.72,6.1,66.7,85.5,0.7,0,9.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.9499999999999993
91,A.J. Green,CIN,WR,10,TEN,7.15,5.0,71.4,75.0,0.5,0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,7.0
843,A.J. Green,CIN,WR,10,PIT,5.43,3.8,80.0,46.8,0.3,0,9.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,6.5,-10.28
731,A.J. Green,ARI,WR,10,CAR,5.5,4.0,66.7,51.5,0.3,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-9.549999999999999
2184,A.J. Green,ARI,WR,10,LAR,1.2,0.8,100.0,8.8,0.0,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,7.32
