Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1
56,Randall Cobb,GB,WR,4,SF,10.0,6.0,60.0,83.0,1.0,0,8.3,13.8,0.0,3.0,0.0,0.0,0.0,0.0,14.6,-11.200000000000001
842,Randall Cobb,DAL,WR,4,NO,6.53,3.8,57.1,41.8,0.3,0,6.0,10.5,0.2,1.0,0.0,0.0,0.0,0.0,6.1,-2.7799999999999994
802,Randall Cobb,HOU,WR,4,MIN,6.88,4.0,57.1,54.4,0.2,0,7.7,13.5,0.2,0.4,0.0,0.0,0.0,0.0,6.7,-5.08
1330,Randall Cobb,GB,WR,4,PIT,3.5,2.2,50.0,28.3,0.2,0,7.0,14.0,0.05,0.2,0.0,0.0,0.0,0.0,4.0,17.65
1342,Randall Cobb,GB,WR,4,NE,3.3,2.1,66.7,25.8,0.2,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.3199999999999994
155,Randall Cobb,GB,WR,5,DET,11.0,9.0,81.8,106.0,0.0,47,9.6,11.8,2.0,11.0,5.5,0.0,0.0,0.0,11.7,-6.0
207,Randall Cobb,GB,WR,5,MIN,9.0,5.0,55.6,78.0,1.0,0,8.7,15.6,1.0,1.0,1.0,0.0,0.0,0.0,13.9,-6.499999999999998
83,Randall Cobb,GB,WR,5,LAR,10.0,6.0,60.0,80.0,1.0,0,8.0,13.3,0.0,2.0,0.0,0.0,0.0,0.0,14.2,-14.899999999999999
417,Randall Cobb,GB,WR,5,NYG,8.42,4.9,62.5,57.8,0.4,0,7.2,11.6,0.8,2.8,3.0,0.0,0.0,0.0,8.5,6.440000000000001
417,Randall Cobb,GB,WR,5,NYG,8.42,4.9,62.5,57.8,0.4,0,7.2,11.6,0.8,2.8,3.0,0.0,0.0,0.0,8.5,6.440000000000001
1273,Randall Cobb,GB,WR,5,NYG,3.2,2.2,66.7,29.1,0.2,0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,10.589999999999998
1273,Randall Cobb,GB,WR,5,NYG,3.2,2.2,66.7,29.1,0.2,0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,10.589999999999998
312,Randall Cobb,GB,WR,5,DAL,8.94,5.2,55.6,58.1,0.4,0,6.4,11.6,0.5,2.4,0.0,0.0,0.0,0.0,8.4,-6.750000000000002
1047,Randall Cobb,DAL,WR,5,GB,5.33,3.1,60.0,34.9,0.2,0,7.0,11.7,0.2,0.7,0.0,0.0,0.0,0.0,4.8,0.4400000000000013
977,Randall Cobb,HOU,WR,5,JAX,5.67,3.3,50.0,46.4,0.2,0,7.7,15.3,0.1,0.4,0.0,0.0,0.0,0.0,5.9,1.5199999999999996
899,Randall Cobb,GB,WR,5,CIN,4.8,3.6,80.0,42.7,0.3,0,8.6,10.8,0.1,0.5,0.0,0.0,0.0,0.0,6.1,-4.719999999999999
120,Randall Cobb,GB,WR,6,BAL,11.0,8.0,72.7,96.0,0.0,43,8.7,12.0,2.0,27.0,13.5,0.0,0.0,0.0,12.3,-10.999999999999996
266,Randall Cobb,GB,WR,6,MIA,9.0,5.0,55.6,72.0,1.0,0,8.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,13.2,-1.3000000000000007
130,Randall Cobb,GB,WR,6,LAC,10.0,6.0,60.0,77.0,1.0,0,7.7,12.8,0.0,1.0,0.0,0.0,0.0,0.0,13.8,-14.0
310,Randall Cobb,GB,WR,6,DAL,10.14,5.9,60.0,66.4,0.4,0,6.6,11.0,0.5,1.8,0.0,0.0,0.0,0.0,9.2,3.1799999999999997
365,Randall Cobb,GB,WR,6,MIN,8.6,5.0,55.6,56.8,0.4,0,6.3,11.4,0.3,0.3,0.0,0.0,0.0,0.0,8.1,-7.31
904,Randall Cobb,HOU,WR,6,TEN,6.36,3.7,66.7,49.4,0.2,0,8.2,12.2,0.1,0.4,0.0,0.0,0.0,0.0,6.2,0.8200000000000003
1075,Randall Cobb,GB,WR,6,CHI,4.1,3.0,75.0,33.9,0.3,0,8.5,11.3,0.02,0.1,0.0,0.0,0.0,0.0,5.2,-8.2
806,Randall Cobb,GB,WR,6,NYJ,4.6,3.6,80.0,44.2,0.3,0,8.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,-8.02
236,Randall Cobb,GB,WR,7,CAR,10.0,6.0,60.0,76.0,1.0,0,7.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,13.6,4.699999999999996
352,Randall Cobb,GB,WR,7,CHI,8.94,5.2,55.6,62.0,0.4,0,6.9,12.4,0.6,3.3,3.0,0.0,0.0,0.0,8.9,14.47
551,Randall Cobb,GB,WR,7,NO,7.05,4.1,57.1,45.3,0.4,0,6.4,11.2,0.3,0.4,0.0,0.0,0.0,0.0,7.0,-7.57
1142,Randall Cobb,DAL,WR,7,PHI,4.64,2.7,60.0,30.0,0.2,0,6.0,10.0,0.1,0.5,0.0,0.0,0.0,0.0,4.2,-2.05
838,Randall Cobb,HOU,WR,7,GB,6.19,3.6,66.7,46.6,0.3,0,7.8,11.8,0.1,0.4,0.0,0.0,0.0,0.0,6.5,7.4
1262,Randall Cobb,GB,WR,7,WAS,3.7,2.7,75.0,31.0,0.2,0,7.8,10.3,0.02,0.1,0.0,0.0,0.0,0.0,4.3,-1.8099999999999996
188,Randall Cobb,GB,WR,8,NO,10.0,6.0,60.0,81.0,1.0,0,8.1,13.5,0.0,0.0,0.0,0.0,0.0,0.0,14.1,3.5
242,Randall Cobb,GB,WR,8,DEN,9.0,5.0,55.6,67.0,1.0,0,7.4,13.4,0.0,1.0,0.0,0.0,0.0,0.0,12.8,-8.100000000000001
765,Randall Cobb,GB,WR,8,LAR,7.22,4.2,57.1,45.7,0.3,0,6.6,11.5,0.2,0.6,0.0,0.0,0.1,0.1,6.2,-2.629999999999999
679,Randall Cobb,GB,WR,8,ARI,6.0,4.6,83.3,54.1,0.3,0,9.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.690000000000001
201,Randall Cobb,GB,WR,9,CAR,9.0,5.0,55.6,70.0,1.0,0,7.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,13.1,1.7999999999999972
2131,Randall Cobb,GB,WR,9,IND,0.68,0.4,0.0,4.3,0.0,0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,8.56
883,Randall Cobb,GB,WR,9,DET,6.88,4.0,57.1,41.0,0.2,0,5.9,10.2,0.2,0.2,0.0,0.0,0.0,0.0,5.3,1.5799999999999983
606,Randall Cobb,GB,WR,9,NE,7.91,4.6,62.5,51.3,0.3,0,6.4,10.2,0.2,0.5,0.0,0.0,0.0,0.0,7.0,-4.179999999999998
1047,Randall Cobb,DAL,WR,9,NYG,5.33,3.1,60.0,35.2,0.2,0,7.0,11.7,0.1,0.4,0.0,0.0,0.0,0.0,4.8,1.6399999999999997
915,Randall Cobb,HOU,WR,9,JAX,6.36,3.7,66.7,48.8,0.2,0,8.2,12.2,0.1,0.4,0.0,0.0,0.0,0.0,6.1,-4.720000000000001
1379,Randall Cobb,GB,WR,9,KC,3.7,2.3,50.0,25.8,0.2,0,6.5,13.0,0.02,0.1,0.0,0.0,0.0,0.0,3.8,1.9100000000000001
74,Randall Cobb,GB,WR,10,CHI,10.0,6.0,60.0,95.0,1.0,0,9.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,15.5,-4.300000000000001
74,Randall Cobb,GB,WR,10,CHI,10.0,6.0,60.0,95.0,1.0,0,9.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,15.5,-4.300000000000001
778,Randall Cobb,GB,WR,10,CHI,6.88,4.0,57.1,39.7,0.3,0,5.7,10.0,0.3,0.6,0.0,0.0,0.0,0.0,5.8,-0.8300000000000001
778,Randall Cobb,GB,WR,10,CHI,6.88,4.0,57.1,39.7,0.3,0,5.7,10.0,0.3,0.6,0.0,0.0,0.0,0.0,5.8,-0.8300000000000001
130,Randall Cobb,GB,WR,10,DET,10.0,6.0,60.0,76.0,1.0,0,7.6,12.7,0.0,2.0,0.0,0.0,0.0,0.0,13.8,-9.799999999999997
228,Randall Cobb,GB,WR,10,TEN,10.14,5.9,60.0,71.6,0.4,0,7.2,12.0,0.6,2.8,3.0,0.0,0.0,0.0,9.8,-8.640000000000002
1069,Randall Cobb,DAL,WR,10,MIN,5.5,3.2,50.0,33.7,0.2,0,5.7,11.3,0.1,0.3,0.0,0.0,0.0,0.0,4.6,14.8
1002,Randall Cobb,HOU,WR,10,CLE,6.19,3.6,66.7,45.3,0.2,0,7.5,11.2,0.1,0.4,0.0,0.0,0.0,0.0,5.8,-2.2699999999999996
1332,Randall Cobb,GB,WR,10,SEA,3.7,2.5,50.0,28.4,0.2,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.4400000000000004
201,Randall Cobb,GB,WR,11,PHI,9.0,5.0,55.6,80.0,1.0,0,8.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.8999999999999986
188,Randall Cobb,GB,WR,11,MIN,10.0,6.0,60.0,70.0,1.0,0,7.0,11.7,0.0,2.0,0.0,0.0,0.0,0.0,13.2,-8.799999999999999
188,Randall Cobb,GB,WR,11,MIN,10.0,6.0,60.0,70.0,1.0,0,7.0,11.7,0.0,2.0,0.0,0.0,0.0,0.0,13.2,-8.799999999999999
954,Randall Cobb,GB,WR,11,MIN,4.8,3.5,80.0,40.6,0.3,0,8.2,10.2,0.02,0.1,0.0,0.0,0.0,0.0,5.9,-6.870000000000001
954,Randall Cobb,GB,WR,11,MIN,4.8,3.5,80.0,40.6,0.3,0,8.2,10.2,0.02,0.1,0.0,0.0,0.0,0.0,5.9,-6.870000000000001
307,Randall Cobb,GB,WR,11,WAS,9.63,5.6,60.0,65.0,0.4,0,6.5,10.8,0.5,3.3,0.0,0.0,0.0,0.0,9.2,-3.4299999999999997
874,Randall Cobb,GB,WR,11,BAL,6.88,4.0,57.1,39.4,0.2,0,5.6,9.8,0.3,2.1,0.0,0.0,0.0,0.0,5.4,-2.9499999999999993
800,Randall Cobb,DAL,WR,11,DET,6.36,3.7,66.7,44.7,0.3,0,7.5,11.2,0.2,0.5,0.0,0.0,0.0,0.0,6.3,11.48
1079,Randall Cobb,HOU,WR,11,NE,6.02,3.5,66.7,41.5,0.2,0,7.0,10.5,0.1,0.3,0.0,0.0,0.0,0.0,5.4,-0.1800000000000015
1268,Randall Cobb,GB,WR,11,TEN,3.6,2.5,50.0,29.3,0.2,0,7.2,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.67
83,Randall Cobb,GB,WR,12,MIN,12.0,7.0,58.3,93.0,1.0,0,7.8,13.3,1.0,1.0,1.0,0.0,0.0,0.0,15.4,-12.599999999999998
258,Randall Cobb,GB,WR,12,CHI,9.0,5.0,55.6,66.0,1.0,0,7.3,13.2,0.0,1.0,0.0,0.0,0.0,0.0,12.7,-4.299999999999999
523,Randall Cobb,GB,WR,12,PHI,8.42,4.9,62.5,58.7,0.3,0,7.4,11.8,0.5,2.4,0.0,0.0,0.1,0.1,7.7,-2.710000000000001
523,Randall Cobb,GB,WR,12,PHI,8.42,4.9,62.5,58.7,0.3,0,7.4,11.8,0.5,2.4,0.0,0.0,0.1,0.1,7.7,-2.710000000000001
930,Randall Cobb,GB,WR,12,PHI,4.9,3.3,60.0,38.1,0.3,0,7.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.9900000000000002
930,Randall Cobb,GB,WR,12,PHI,4.9,3.3,60.0,38.1,0.3,0,7.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.9900000000000002
891,Randall Cobb,GB,WR,12,PIT,5.67,3.3,50.0,36.6,0.2,0,6.2,12.3,0.7,4.1,4.0,0.0,0.0,0.0,5.3,7.23
824,Randall Cobb,DAL,WR,12,NE,6.19,3.6,66.7,43.4,0.3,0,7.2,10.8,0.1,0.3,0.0,0.0,0.0,0.0,6.2,2.83
1091,Randall Cobb,GB,WR,12,LAR,4.1,2.9,75.0,33.0,0.3,0,8.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,11.5
188,Randall Cobb,GB,WR,13,NE,10.0,6.0,60.0,80.0,1.0,0,8.0,13.3,1.0,1.0,1.0,0.0,0.0,0.0,14.1,-3.8000000000000007
213,Randall Cobb,GB,WR,13,DET,10.0,6.0,60.0,69.0,1.0,0,6.9,11.5,0.0,1.0,0.0,0.0,0.0,0.0,13.0,-6.199999999999999
579,Randall Cobb,GB,WR,13,HOU,8.08,4.7,62.5,52.6,0.3,0,6.6,10.6,0.5,2.3,0.0,0.0,0.0,0.0,7.3,-1.089999999999998
660,Randall Cobb,GB,WR,13,TB,6.7,3.9,57.1,44.4,0.3,0,6.3,11.0,0.7,1.5,2.0,0.0,0.0,0.0,6.4,-10.29
1312,Randall Cobb,GB,WR,13,ARI,4.47,2.6,75.0,27.6,0.2,0,7.0,9.3,0.2,0.2,0.0,0.0,0.1,0.1,3.8,-1.08
706,Randall Cobb,DAL,WR,13,BUF,6.88,4.0,57.1,50.4,0.3,0,7.1,12.5,0.1,0.2,0.0,0.0,0.0,0.0,6.9,-2.5599999999999987
933,Randall Cobb,GB,WR,13,CHI,4.5,3.3,75.0,38.0,0.3,0,9.5,12.7,0.0,0.0,0.0,0.0,0.0,0.0,5.6,-8.899999999999999
154,Randall Cobb,GB,WR,14,ATL,10.0,6.0,60.0,83.0,1.0,0,8.3,13.8,1.0,2.0,2.0,0.0,0.0,0.0,14.5,-10.8
154,Randall Cobb,GB,WR,14,ATL,10.0,6.0,60.0,83.0,1.0,0,8.3,13.8,1.0,2.0,2.0,0.0,0.0,0.0,14.5,-10.8
914,Randall Cobb,GB,WR,14,ATL,6.7,3.9,57.1,39.5,0.3,0,5.7,10.0,0.2,0.3,0.0,0.0,0.1,0.1,5.6,5.620000000000001
914,Randall Cobb,GB,WR,14,ATL,6.7,3.9,57.1,39.5,0.3,0,5.7,10.0,0.2,0.3,0.0,0.0,0.1,0.1,5.6,5.620000000000001
309,Randall Cobb,GB,WR,14,DAL,9.0,5.0,55.6,62.0,1.0,0,6.9,12.4,0.0,1.0,0.0,0.0,0.0,0.0,12.3,-0.3000000000000007
621,Randall Cobb,GB,WR,14,SEA,8.08,4.7,62.5,49.3,0.3,0,6.1,9.8,0.5,2.7,0.0,0.0,0.0,0.0,7.0,-5.3999999999999995
924,Randall Cobb,GB,WR,14,CLE,5.67,3.3,50.0,36.5,0.2,0,6.0,12.0,0.6,2.5,2.0,0.0,0.0,0.0,5.1,3.5
812,Randall Cobb,DAL,WR,14,CHI,5.84,3.4,50.0,44.2,0.3,0,7.3,14.7,0.0,0.1,0.0,0.0,0.0,0.0,6.2,-3.329999999999999
255,Randall Cobb,GB,WR,15,BUF,10.0,6.0,60.0,73.0,1.0,0,7.3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,13.3,-1.1999999999999993
188,Randall Cobb,GB,WR,15,LV,10.0,6.0,60.0,70.0,1.0,0,7.0,11.7,0.0,2.0,0.0,0.0,0.0,0.0,13.2,-8.399999999999999
594,Randall Cobb,GB,WR,15,CHI,7.91,4.6,62.5,50.6,0.3,0,6.4,10.2,0.4,3.2,0.0,0.0,0.0,0.0,7.2,-11.780000000000001
594,Randall Cobb,GB,WR,15,CHI,7.91,4.6,62.5,50.6,0.3,0,6.4,10.2,0.4,3.2,0.0,0.0,0.0,0.0,7.2,-11.780000000000001
728,Randall Cobb,GB,WR,15,CHI,7.91,4.6,62.5,45.6,0.3,0,5.8,9.2,0.2,0.3,0.0,0.0,0.0,0.0,6.4,-4.99
728,Randall Cobb,GB,WR,15,CHI,7.91,4.6,62.5,45.6,0.3,0,5.8,9.2,0.2,0.3,0.0,0.0,0.0,0.0,6.4,-4.99
649,Randall Cobb,GB,WR,15,CAR,7.05,4.1,57.1,44.8,0.3,0,6.4,11.2,0.5,1.7,0.0,0.0,0.0,0.0,6.4,10.85
1238,Randall Cobb,GB,WR,15,LAR,3.9,2.7,75.0,30.4,0.2,0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,-0.7400000000000002
223,Randall Cobb,GB,WR,16,TB,10.0,6.0,60.0,74.0,1.0,0,7.4,12.3,1.0,3.0,3.0,0.0,0.0,0.0,13.7,4.399999999999999
469,Randall Cobb,GB,WR,16,ARI,9.0,5.0,55.6,65.0,0.0,0,7.2,13.0,0.0,2.0,0.0,0.0,0.0,0.0,6.7,-6.999999999999999
643,Randall Cobb,GB,WR,16,MIN,7.39,4.3,57.1,45.1,0.3,0,6.4,11.2,0.5,1.6,0.0,0.0,0.0,0.0,6.5,-5.17
1003,Randall Cobb,DAL,WR,16,PHI,5.16,3.0,60.0,37.3,0.2,0,7.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.370000000000001
1227,Randall Cobb,GB,WR,16,MIA,3.8,2.7,75.0,31.1,0.2,0,7.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,-5.510000000000001
1163,Randall Cobb,GB,WR,17,CHI,6.0,3.0,50.0,36.0,0.0,16,6.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,4.3,12.2
201,Randall Cobb,GB,WR,17,DET,12.0,7.0,58.3,78.0,1.0,0,6.5,11.1,1.0,2.0,2.0,0.0,0.0,0.0,14.0,3.6000000000000014
201,Randall Cobb,GB,WR,17,DET,12.0,7.0,58.3,78.0,1.0,0,6.5,11.1,1.0,2.0,2.0,0.0,0.0,0.0,14.0,3.6000000000000014
201,Randall Cobb,GB,WR,17,DET,12.0,7.0,58.3,78.0,1.0,0,6.5,11.1,1.0,2.0,2.0,0.0,0.0,0.0,14.0,3.6000000000000014
627,Randall Cobb,GB,WR,17,DET,7.39,4.3,57.1,45.4,0.3,0,6.4,11.2,0.6,2.3,2.0,0.0,0.0,0.0,6.6,4.030000000000001
627,Randall Cobb,GB,WR,17,DET,7.39,4.3,57.1,45.4,0.3,0,6.4,11.2,0.6,2.3,2.0,0.0,0.0,0.0,6.6,4.030000000000001
627,Randall Cobb,GB,WR,17,DET,7.39,4.3,57.1,45.4,0.3,0,6.4,11.2,0.6,2.3,2.0,0.0,0.0,0.0,6.6,4.030000000000001
1097,Randall Cobb,GB,WR,17,DET,5.67,3.3,50.0,36.6,0.2,0,6.2,12.3,0.2,0.7,0.0,0.0,0.1,0.1,4.7,-4.53
1097,Randall Cobb,GB,WR,17,DET,5.67,3.3,50.0,36.6,0.2,0,6.2,12.3,0.2,0.7,0.0,0.0,0.1,0.1,4.7,-4.53
1097,Randall Cobb,GB,WR,17,DET,5.67,3.3,50.0,36.6,0.2,0,6.2,12.3,0.2,0.7,0.0,0.0,0.1,0.1,4.7,-4.53
482,Randall Cobb,GB,WR,17,MIN,9.0,5.0,55.6,59.0,0.0,0,6.6,11.8,1.0,6.0,6.0,0.0,0.0,0.0,6.5,-1.5
482,Randall Cobb,GB,WR,17,MIN,9.0,5.0,55.6,59.0,0.0,0,6.6,11.8,1.0,6.0,6.0,0.0,0.0,0.0,6.5,-1.5
1280,Randall Cobb,GB,WR,17,MIN,3.4,2.5,66.7,28.8,0.2,0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,-2.58
1280,Randall Cobb,GB,WR,17,MIN,3.4,2.5,66.7,28.8,0.2,0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,-2.58
895,Randall Cobb,DAL,WR,17,WAS,5.33,3.1,60.0,38.9,0.3,0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.3100000000000005
1304,Randall Cobb,GB,WR,18,DET,3.0,2.3,66.7,27.8,0.2,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.18
1534,Rashad Greene,JAX,WR,1,GB,1.94,1.4,50.0,14.8,0.1,0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-1.58
1143,Rashad Greene,JAX,WR,2,MIA,4.0,3.0,75.0,30.0,0.0,0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.3
1594,Rashad Greene,JAX,WR,2,LAC,1.52,1.1,50.0,12.6,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-1.26
1540,Rashad Greene,JAX,WR,3,BAL,2.64,1.9,66.7,14.4,0.1,0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.94
1724,Rashad Greene,JAX,WR,4,IND,1.39,1.0,100.0,13.2,0.0,0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,-0.5199999999999998
2477,Rashad Greene,JAX,WR,8,PHI,0.13,0.1,0.0,2.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5799999999999998
1758,Rashad Greene,JAX,WR,10,HOU,1.25,0.9,100.0,11.1,0.0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,-2.01
2281,Rashad Greene,JAX,WR,10,IND,0.41,0.3,0.0,4.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3900000000000001
1625,Rashad Greene,JAX,WR,11,TEN,1.0,1.0,100.0,14.0,0.0,0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6,-1.3999999999999997
1820,Rashad Greene,JAX,WR,11,DET,0.97,0.7,100.0,8.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-1.5
1781,Rashad Greene,JAX,WR,12,LAC,1.0,1.0,100.0,10.0,0.0,0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2,2.5
1792,Rashad Greene,JAX,WR,12,BUF,1.8,1.3,50.0,8.9,0.0,0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-2.19
1792,Rashad Greene,JAX,WR,12,BUF,1.8,1.3,50.0,8.9,0.0,0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-2.19
2090,Rashad Greene,JAX,WR,12,BUF,0.55,0.4,0.0,6.1,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.01
2090,Rashad Greene,JAX,WR,12,BUF,0.55,0.4,0.0,6.1,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.01
1272,Rashad Greene,JAX,WR,13,TEN,3.0,2.0,66.7,26.0,0.0,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.9
1849,Rashad Greene,JAX,WR,13,IND,1.25,0.9,100.0,11.6,0.1,0,12.0,12.0,0.0,0.0,0.0,0.0,0.1,0.1,1.6,-2.66
1665,Rashad Greene,JAX,WR,14,IND,1.0,1.0,100.0,15.0,0.0,0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2999999999999998
2239,Rashad Greene,JAX,WR,14,TEN,0.83,0.6,100.0,4.4,0.0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.96
1625,Rashad Greene,JAX,WR,15,ATL,3.0,2.0,66.7,16.0,0.0,0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-2.7
2365,Rashad Greene,JAX,WR,15,WAS,0.83,0.6,100.0,5.4,0.0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,-1.1400000000000001
1590,Rashad Greene,JAX,WR,16,NO,3.0,2.0,66.7,17.0,0.0,0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-2.5
2181,Rashad Greene,JAX,WR,16,MIA,0.83,0.6,100.0,4.9,0.0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.1100000000000003
1665,Rashad Greene,JAX,WR,17,HOU,1.0,1.0,100.0,15.0,0.0,0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.0
2261,Rashad Ross,WAS,WR,2,LAR,1.0,1.0,100.0,1.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-1.1
2261,Rashad Ross,WAS,WR,3,NYG,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.6000000000000005
2261,Rashad Ross,WAS,WR,3,NYG,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
2172,Rashad Ross,WAS,WR,4,PHI,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.1
1975,Rashad Ross,WAS,WR,4,CLE,0.0,0.0,0.0,5.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.54
1911,Rashad Ross,WAS,WR,5,ATL,1.0,1.0,100.0,8.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-1.8
2056,Rashad Ross,WAS,WR,5,BAL,0.0,0.0,0.0,4.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.32
1911,Rashad Ross,WAS,WR,6,NYJ,1.0,1.0,100.0,7.0,0.0,0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8
2016,Rashad Ross,WAS,WR,6,PHI,0.0,0.0,0.0,5.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.51
2034,Rashad Ross,WAS,WR,7,TB,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5
2172,Rashad Ross,WAS,WR,10,NO,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
2303,Rashad Ross,WAS,WR,10,MIN,0.14,0.1,0.0,3.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.43999999999999995
2172,Rashad Ross,WAS,WR,12,NYG,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
2172,Rashad Ross,WAS,WR,13,DAL,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
2172,Rashad Ross,WAS,WR,14,CHI,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.5
2104,Rashad Ross,WAS,WR,15,BUF,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.3
2104,Rashad Ross,WAS,WR,16,PHI,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.3
1850,Rashad Ross,WAS,WR,17,DAL,1.0,1.0,100.0,10.0,0.0,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.1
2346,Rashard Davis,TEN,WR,17,HOU,0.28,0.2,0.0,2.2,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,2.15
1582,Rashard Higgins,CLE,WR,1,PHI,1.73,1.0,50.0,13.1,0.1,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-2.91
