Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
115,Kyle Rudolph,MIN,TE,13,ATL,5,4,80,36,1,16,7.2,9,0,0,0,0,0,0,9.6,9.6
116,Gerald Everett,LAR,TE,2,WAS,3,3,100,95,0,69,31.7,31.7,0,0,0,0,0,0,9.5,9.5
116,Zach Ertz,PHI,TE,3,NYG,10,8,80,55,1,12,5.5,6.9,0,0,0,0,1,1,9.5,9.5
118,O.J. Howard,TB,TE,14,DET,6,4,66.7,54,1,21,9,13.5,0,0,0,0,1,1,9.4,9.4
118,Zach Ertz,PHI,TE,8,SF,6,4,66.7,34,1,14,5.7,8.5,0,0,0,0,0,0,9.4,9.4
118,Jack Doyle,IND,TE,12,TEN,8,7,87.5,94,0,26,11.8,13.4,0,0,0,0,0,0,9.4,9.4
118,Jimmy Graham,SEA,TE,12,SF,6,3,50,34,1,25,5.7,11.3,0,0,0,0,0,0,9.4,9.4
122,Coby Fleener,NO,TE,2,NE,4,3,75,33,1,20,8.2,11,0,0,0,0,0,0,9.3,9.3
122,Cameron Brate,TB,TE,3,MIN,4,4,100,33,1,18,8.2,8.2,0,0,0,0,0,0,9.3,9.3
122,Travis Kelce,KC,TE,7,LV,5,4,80,33,1,10,6.6,8.2,0,0,0,0,0,0,9.3,9.3
122,Zach Ertz,PHI,TE,1,WAS,8,8,100,93,0,23,11.6,11.6,0,0,0,0,0,0,9.3,9.3
122,Eric Ebron,DET,TE,15,CHI,7,5,71.4,33,1,19,4.7,6.6,0,0,0,0,0,0,9.3,9.3
122,Ed Dickson,CAR,TE,10,MIA,5,3,60,33,1,20,6.6,11,0,0,0,0,0,0,9.3,9.3
128,Delanie Walker,TEN,TE,11,PIT,9,6,66.7,92,0,42,10.2,15.3,0,0,0,0,0,0,9.2,9.2
129,Benjamin Watson,BAL,TE,2,CLE,8,8,100,91,0,23,11.4,11.4,0,0,0,0,0,0,9.1,9.1
129,Coby Fleener,NO,TE,11,WAS,5,5,100,91,0,29,18.2,18.2,0,0,0,0,0,0,9.1,9.1
129,Levine Toilolo,ATL,TE,11,SEA,2,2,100,31,1,25,15.5,15.5,0,0,0,0,0,0,9.1,9.1
129,Evan Engram,NYG,TE,10,SF,9,6,66.7,31,1,9,3.4,5.2,0,0,0,0,0,0,9.1,9.1
133,Jonnu Smith,TEN,TE,2,JAX,3,2,66.7,30,1,32,10,15,0,0,0,0,0,0,9,9
133,Hunter Henry,LAC,TE,6,LV,7,5,71.4,90,0,34,12.9,18,0,0,0,0,0,0,9,9
133,Jack Doyle,IND,TE,6,TEN,11,7,63.6,50,1,11,4.5,7.1,0,0,0,0,1,1,9,9
133,O.J. Howard,TB,TE,15,ATL,1,1,100,30,1,30,30,30,0,0,0,0,0,0,9,9
137,Vernon Davis,WAS,TE,4,KC,3,2,66.7,89,0,69,29.7,44.5,0,0,0,0,0,0,8.9,8.9
137,Marcedes Lewis,JAX,TE,7,IND,3,2,66.7,29,1,24,9.7,14.5,0,0,0,0,0,0,8.9,8.9
137,Travis Kelce,KC,TE,11,NYG,14,8,57.1,109,0,32,7.8,13.6,0,0,0,0,0,0,8.9,8.9
137,Austin Seferian-Jenkins,NYJ,TE,5,CLE,8,6,75,29,1,9,3.6,4.8,0,0,0,0,0,0,8.9,8.9
137,Nick Vannett,SEA,TE,12,SF,4,2,50,29,1,17,7.2,14.5,0,0,0,0,0,0,8.9,8.9
142,James Hanna,DAL,TE,4,LAR,1,1,100,28,1,28,28,28,0,0,0,0,0,0,8.8,8.8
143,David Njoku,CLE,TE,2,BAL,4,3,75,27,1,23,6.8,9,0,0,0,0,0,0,8.7,8.7
143,Michael Hoomanawanui,NO,TE,6,DET,3,2,66.7,27,1,25,9,13.5,0,0,0,0,0,0,8.7,8.7
143,Kyle Rudolph,MIN,TE,8,CLE,7,6,85.7,27,1,6,3.9,4.5,0,0,0,0,0,0,8.7,8.7
146,Kyle Rudolph,MIN,TE,1,NO,3,3,100,26,1,15,8.7,8.7,0,0,0,0,0,0,8.6,8.6
146,Devin Funchess,CAR,TE,9,ATL,7,5,71.4,86,0,33,12.3,17.2,0,0,0,0,0,0,8.6,8.6
146,Marcedes Lewis,JAX,TE,11,CLE,2,2,100,26,1,16,13,13,0,0,0,0,0,0,8.6,8.6
146,Darren Fells,DET,TE,6,NO,4,2,50,26,1,22,6.5,13,0,0,0,0,0,0,8.6,8.6
146,Austin Seferian-Jenkins,NYJ,TE,6,NE,11,8,72.7,46,1,12,4.2,5.8,0,0,0,0,1,1,8.6,8.6
146,Jimmy Graham,SEA,TE,13,PHI,4,3,75,26,1,11,6.5,8.7,0,0,0,0,0,0,8.6,8.6
146,Luke Willson,SEA,TE,15,LAR,2,1,50,26,1,26,13,26,0,0,0,0,0,0,8.6,8.6
146,Nick O'Leary,BUF,TE,17,MIA,2,1,50,26,1,26,13,26,0,0,0,0,0,0,8.6,8.6
146,Vernon Davis,WAS,TE,14,LAC,7,2,28.6,26,1,23,3.7,13,0,0,0,0,0,0,8.6,8.6
155,Anthony Fasano,MIA,TE,7,NYJ,4,3,75,25,1,22,6.2,8.3,0,0,0,0,1,0,8.5,8.5
155,Zach Miller,CHI,TE,6,BAL,3,2,66.7,25,1,21,8.3,12.5,0,0,0,0,0,0,8.5,8.5
157,Jonnu Smith,TEN,TE,3,SEA,2,1,50,24,1,24,12,24,0,0,0,0,0,0,8.4,8.4
157,Jeff Heuerman,DEN,TE,6,NYG,2,2,100,24,1,13,12,12,0,0,0,0,0,0,8.4,8.4
157,Benjamin Watson,BAL,TE,13,DET,5,3,60,24,1,18,4.8,8,0,0,0,0,0,0,8.4,8.4
160,Tyler Kroft,CIN,TE,7,PIT,4,4,100,23,1,10,5.8,5.8,0,0,0,0,0,0,8.3,8.3
160,Jermaine Gresham,ARI,TE,9,SF,3,2,66.7,23,1,12,7.7,11.5,0,0,0,0,0,0,8.3,8.3
162,Logan Thomas,BUF,TE,7,TB,1,1,100,22,1,22,22,22,0,0,0,0,0,0,8.2,8.2
163,Zach Ertz,PHI,TE,4,LAC,8,5,62.5,81,0,38,10.1,16.2,0,0,0,0,0,0,8.1,8.1
163,Austin Seferian-Jenkins,NYJ,TE,7,MIA,5,3,60,21,1,10,4.2,7,0,0,0,0,0,0,8.1,8.1
163,Jesse James,PIT,TE,11,TEN,8,5,62.5,21,1,11,2.6,4.2,0,0,0,0,0,0,8.1,8.1
163,Hunter Henry,LAC,TE,13,CLE,9,7,77.8,81,0,25,9,11.6,0,0,0,0,0,0,8.1,8.1
163,Zach Ertz,PHI,TE,16,LV,14,9,64.3,81,0,25,5.8,9,0,0,0,0,0,0,8.1,8.1
163,AJ Derby,DEN,TE,8,KC,4,2,50,21,1,11,5.2,10.5,0,0,0,0,0,0,8.1,8.1
169,Hunter Henry,LAC,TE,2,MIA,7,7,100,80,0,17,11.4,11.4,0,0,0,0,0,0,8,8
169,Rob Gronkowski,NE,TE,4,CAR,5,4,80,80,0,43,16,20,0,0,0,0,0,0,8,8
169,Troy Niklas,ARI,TE,6,TB,2,2,100,20,1,14,10,10,0,0,0,0,0,0,8,8
169,Julius Thomas,MIA,TE,13,DEN,3,3,100,20,1,9,6.7,6.7,0,0,0,0,0,0,8,8
169,Jason Witten,DAL,TE,14,NYG,2,1,50,20,1,20,10,20,0,0,0,0,0,0,8,8
169,Rhett Ellison,NYG,TE,14,DAL,5,4,80,20,1,8,4,5,0,0,0,0,0,0,8,8
169,Eric Tomlinson,NYJ,TE,8,ATL,1,1,100,20,1,20,20,20,0,0,0,0,0,0,8,8
176,Jack Doyle,IND,TE,2,ARI,8,8,100,79,0,15,9.9,9.9,0,0,0,0,0,0,7.9,7.9
176,Tyler Kroft,CIN,TE,9,JAX,2,2,100,79,0,59,39.5,39.5,0,0,0,0,0,0,7.9,7.9
178,Kyle Rudolph,MIN,TE,15,CIN,2,2,100,17,1,16,8.5,8.5,0,0,0,0,0,0,7.7,7.7
178,Delanie Walker,TEN,TE,15,SF,10,5,50,37,1,13,3.7,7.4,0,0,0,0,1,1,7.7,7.7
180,Hunter Henry,LAC,TE,4,PHI,3,2,66.7,16,1,12,5.3,8,0,0,0,0,0,0,7.6,7.6
180,Delanie Walker,TEN,TE,1,LV,9,7,77.8,76,0,23,8.4,10.9,0,0,0,0,0,0,7.6,7.6
180,Phillip Supernaw,TEN,TE,5,MIA,2,2,100,16,1,11,8,8,0,0,0,0,0,0,7.6,7.6
180,Trey Burton,PHI,TE,5,ARI,2,2,100,16,1,15,8,8,0,0,0,0,0,0,7.6,7.6
180,Vance McDonald,PIT,TE,10,IND,2,2,100,16,1,9,8,8,0,0,0,0,0,0,7.6,7.6
180,Vernon Davis,WAS,TE,10,MIN,11,7,63.6,76,0,16,6.9,10.9,0,0,0,0,0,0,7.6,7.6
186,Demetrius Harris,KC,TE,1,NE,2,2,100,15,1,8,7.5,7.5,0,0,0,0,0,0,7.5,7.5
186,Trey Burton,PHI,TE,15,NYG,2,2,100,15,1,13,7.5,7.5,0,0,0,0,0,0,7.5,7.5
188,Travis Kelce,KC,TE,14,LV,13,7,53.8,74,0,20,5.7,10.6,0,0,0,0,0,0,7.4,7.4
188,Eric Ebron,DET,TE,14,TB,11,10,90.9,94,0,21,8.5,9.4,0,0,0,0,1,1,7.4,7.4
188,Tyler Kroft,CIN,TE,12,CLE,4,3,75,14,1,8,3.5,4.7,0,0,0,0,0,0,7.4,7.4
188,Rob Gronkowski,NE,TE,10,DEN,7,4,57.1,74,0,26,10.6,18.5,0,0,0,0,0,0,7.4,7.4
192,Hunter Henry,LAC,TE,7,DEN,5,4,80,73,0,34,14.6,18.2,0,0,0,0,0,0,7.3,7.3
192,Luke Stocker,TB,TE,9,NO,2,2,100,13,1,8,6.5,6.5,0,0,0,0,0,0,7.3,7.3
192,Demetrius Harris,KC,TE,17,DEN,4,3,75,73,0,51,18.2,24.3,0,0,0,0,0,0,7.3,7.3
195,Benjamin Watson,BAL,TE,3,JAX,3,3,100,12,1,6,4,4,0,0,0,0,0,0,7.2,7.2
195,David Njoku,CLE,TE,3,IND,4,2,50,12,1,11,3,6,0,0,0,0,0,0,7.2,7.2
195,Jimmy Graham,SEA,TE,3,TEN,11,7,63.6,72,0,26,6.5,10.3,0,0,0,0,0,0,7.2,7.2
195,Vernon Davis,WAS,TE,9,SEA,9,6,66.7,72,0,23,8,12,0,0,0,0,0,0,7.2,7.2
195,Tyler Kroft,CIN,TE,11,DEN,3,2,66.7,12,1,11,4,6,0,0,0,0,0,0,7.2,7.2
195,Ryan Griffin,HOU,TE,6,CLE,8,3,37.5,52,0,21,6.5,17.3,0,0,0,0,0,0,7.2,7.2
201,Antonio Gates,LAC,TE,2,MIA,4,2,50,11,1,7,2.8,5.5,0,0,0,0,0,0,7.1,7.1
201,Virgil Green,DEN,TE,2,DAL,3,2,66.7,11,1,9,3.7,5.5,0,0,0,0,0,0,7.1,7.1
201,Rhett Ellison,NYG,TE,4,TB,2,2,100,11,1,9,5.5,5.5,0,0,0,0,0,0,7.1,7.1
201,Delanie Walker,TEN,TE,9,BAL,5,5,100,71,0,25,14.2,14.2,0,0,0,0,0,0,7.1,7.1
201,Dwayne Allen,NE,TE,10,DEN,2,1,50,11,1,11,5.5,11,0,0,0,0,0,0,7.1,7.1
206,Jordan Matthews,BUF,TE,4,ATL,2,2,100,10,1,9,5,5,0,0,0,0,0,0,7,7
206,Luke Willson,SEA,TE,9,WAS,2,1,50,10,1,10,5,10,0,0,0,0,0,0,7,7
206,Antonio Gates,LAC,TE,15,KC,3,1,33.3,10,1,10,3.3,10,0,0,0,0,0,0,7,7
209,Seth DeValve,CLE,TE,6,HOU,3,2,66.7,9,1,6,3,4.5,0,0,0,0,0,0,6.9,6.9
210,Devin Funchess,CAR,TE,2,BUF,6,4,66.7,68,0,24,11.3,17,0,0,0,0,0,0,6.8,6.8
210,Tyler Higbee,LAR,TE,9,NYG,2,1,50,8,1,8,4,8,0,0,0,0,0,0,6.8,6.8
210,Jason Witten,DAL,TE,13,WAS,5,1,20,8,1,8,1.6,8,0,0,0,0,0,0,6.8,6.8
210,Charles Clay,BUF,TE,15,MIA,9,5,55.6,68,0,29,7.6,13.6,0,0,0,0,0,0,6.8,6.8
210,Julius Thomas,MIA,TE,10,CAR,5,2,40,8,1,6,1.6,4,0,0,0,0,0,0,6.8,6.8
215,Vernon Davis,WAS,TE,7,PHI,4,4,100,67,0,31,16.8,16.8,0,0,0,0,0,0,6.7,6.7
215,Vernon Davis,WAS,TE,11,NO,6,3,50,67,0,36,11.2,22.3,0,0,0,0,0,0,6.7,6.7
215,Jeremy Sprinkle,WAS,TE,11,NO,1,1,100,7,1,7,7,7,0,0,0,0,0,0,6.7,6.7
215,Gerald Everett,LAR,TE,13,ARI,4,2,50,7,1,6,1.8,3.5,0,0,0,0,0,0,6.7,6.7
215,Nick O'Leary,BUF,TE,10,NO,2,1,50,7,1,7,3.5,7,0,0,0,0,0,0,6.7,6.7
215,Austin Seferian-Jenkins,NYJ,TE,10,TB,9,6,66.7,67,0,28,7.4,11.2,0,0,0,0,0,0,6.7,6.7
221,Luke Willson,SEA,TE,4,IND,1,1,100,6,1,6,6,6,0,0,0,0,0,0,6.6,6.6
221,Marcedes Lewis,JAX,TE,13,IND,5,4,80,46,0,16,9.2,11.5,0,0,0,0,0,0,6.6,6.6
221,Maxx Williams,BAL,TE,16,IND,3,2,66.7,6,1,4,2,3,0,0,0,0,0,0,6.6,6.6
221,Benjamin Watson,BAL,TE,8,MIA,4,2,50,6,1,4,1.5,3,0,0,0,0,0,0,6.6,6.6
225,Brent Celek,PHI,TE,14,LAR,3,1,33.3,5,1,5,1.7,5,0,0,0,0,0,0,6.5,6.5
226,Gerald Everett,LAR,TE,6,JAX,3,1,33.3,4,1,4,1.3,4,0,0,0,0,0,0,6.4,6.4
226,Charles Clay,BUF,TE,17,MIA,8,6,75,64,0,17,8,10.7,0,0,0,0,0,0,6.4,6.4
226,Jack Doyle,IND,TE,14,BUF,3,2,66.7,4,1,3,1.3,2,0,0,0,0,0,0,6.4,6.4
226,Cameron Brate,TB,TE,8,CAR,5,4,80,64,0,23,12.8,16,0,0,0,0,0,0,6.4,6.4
230,Jack Doyle,IND,TE,9,HOU,9,8,88.9,63,0,11,7,7.9,0,0,0,0,0,0,6.3,6.3
230,Rhett Ellison,NYG,TE,17,WAS,6,5,83.3,63,0,17,10.5,12.6,0,0,0,0,0,0,6.3,6.3
230,Jimmy Graham,SEA,TE,16,DAL,1,1,100,3,1,3,3,3,0,0,0,0,0,0,6.3,6.3
230,Stephen Anderson,HOU,TE,5,KC,2,2,100,63,0,42,31.5,31.5,0,0,0,0,0,0,6.3,6.3
230,Delanie Walker,TEN,TE,10,CIN,9,6,66.7,63,0,20,7,10.5,0,0,0,0,0,0,6.3,6.3
235,Adam Shaheen,CHI,TE,3,PIT,1,1,100,2,1,2,2,2,0,0,0,0,0,0,6.2,6.2
235,Ed Dickson,CAR,TE,4,NE,4,3,75,62,0,25,15.5,20.7,0,0,0,0,0,0,6.2,6.2
235,Evan Engram,NYG,TE,4,TB,11,6,54.5,62,0,21,5.6,10.3,0,0,0,0,0,0,6.2,6.2
238,Seth DeValve,CLE,TE,2,BAL,4,2,50,61,0,49,15.2,30.5,0,0,0,0,0,0,6.1,6.1
238,Garrett Celek,SF,TE,3,LAR,2,1,50,1,1,1,0.5,1,0,0,0,0,0,0,6.1,6.1
238,Jordan Matthews,BUF,TE,3,DEN,5,3,60,61,0,28,12.2,20.3,0,0,0,0,0,0,6.1,6.1
238,Jimmy Graham,SEA,TE,4,IND,6,4,66.7,61,0,33,10.2,15.2,0,0,0,0,0,0,6.1,6.1
238,Jordan Matthews,BUF,TE,1,NYJ,3,2,66.7,61,0,47,20.3,30.5,0,0,0,0,0,0,6.1,6.1
238,Benjamin Watson,BAL,TE,17,CIN,10,7,70,61,0,13,6.1,8.7,0,0,0,0,0,0,6.1,6.1
238,C.J. Uzomah,CIN,TE,16,DET,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.1,6.1
238,Xavier Grimble,PIT,TE,12,GB,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.1,6.1
238,David Morgan,MIN,TE,10,WAS,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.1,6.1
247,Cameron Brate,TB,TE,7,BUF,9,6,66.7,60,0,14,6.7,10,0,0,0,0,1,0,6,6
247,Levine Toilolo,ATL,TE,15,TB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6
247,Rhett Ellison,NYG,TE,16,ARI,7,4,57.1,60,0,27,8.6,15,0,0,0,0,0,0,6,6
247,Charles Clay,BUF,TE,12,KC,4,4,100,60,0,33,15,15,0,0,0,0,0,0,6,6
251,Jimmy Graham,SEA,TE,9,WAS,8,5,62.5,59,0,21,7.4,11.8,0,0,0,0,0,0,5.9,5.9
251,Jason Witten,DAL,TE,10,ATL,7,7,100,59,0,21,8.4,8.4,0,0,0,0,0,0,5.9,5.9
253,Devin Funchess,CAR,TE,3,NO,10,4,40,58,0,21,5.8,14.5,0,0,0,0,0,0,5.8,5.8
253,Nick O'Leary,BUF,TE,7,TB,2,2,100,58,0,32,29,29,0,0,0,0,0,0,5.8,5.8
253,David Njoku,CLE,TE,7,TEN,5,2,40,58,0,31,11.6,29,0,0,0,0,0,0,5.8,5.8
253,Julius Thomas,MIA,TE,7,NYJ,4,3,75,58,0,25,14.5,19.3,0,0,0,0,0,0,5.8,5.8
253,Kyle Rudolph,MIN,TE,11,LAR,7,5,71.4,58,0,28,8.3,11.6,0,0,0,0,0,0,5.8,5.8
253,Eric Ebron,DET,TE,8,PIT,6,2,33.3,58,0,44,9.7,29,0,0,0,0,0,0,5.8,5.8
259,Gerald Everett,LAR,TE,9,NYG,2,1,50,44,0,44,22,44,1,13,13,0,0,0,5.7,5.7
259,Clive Walford,LV,TE,13,NYG,4,4,100,57,0,26,14.2,14.2,0,0,0,0,0,0,5.7,5.7
259,Jared Cook,LV,TE,8,BUF,5,4,80,57,0,17,11.4,14.2,0,0,0,0,0,0,5.7,5.7
262,Jared Cook,LV,TE,1,TEN,5,5,100,56,0,22,11.2,11.2,0,0,0,0,0,0,5.6,5.6
263,Josh Hill,NO,TE,11,WAS,1,1,100,3,1,3,3,3,1,-8,-8,0,0,0,5.5,5.5
264,Evan Engram,NYG,TE,14,DAL,7,4,57.1,54,0,35,7.7,13.5,0,0,0,0,0,0,5.4,5.4
264,Nick O'Leary,BUF,TE,5,CIN,6,5,83.3,54,0,19,9,10.8,0,0,0,0,0,0,5.4,5.4
266,Martellus Bennett,GB,TE,5,DAL,3,3,100,53,0,33,17.7,17.7,0,0,0,0,0,0,5.3,5.3
267,George Kittle,SF,TE,15,TEN,5,4,80,52,0,24,10.4,13,0,0,0,0,0,0,5.2,5.2
267,Vance McDonald,PIT,TE,16,HOU,5,4,80,52,0,20,10.4,13,0,0,0,0,0,0,5.2,5.2
267,Vance McDonald,PIT,TE,14,BAL,6,4,66.7,52,0,19,8.7,13,0,0,0,0,0,0,5.2,5.2
267,O.J. Howard,TB,TE,12,ATL,4,3,75,52,0,29,13,17.3,0,0,0,0,0,0,5.2,5.2
267,Julius Thomas,MIA,TE,12,NE,6,5,83.3,52,0,17,8.7,10.4,0,0,0,0,0,0,5.2,5.2
272,Delanie Walker,TEN,TE,4,HOU,7,3,42.9,51,0,21,7.3,17,0,0,0,0,0,0,5.1,5.1
272,Rob Gronkowski,NE,TE,7,ATL,7,3,42.9,51,0,27,7.3,17,0,0,0,0,0,0,5.1,5.1
274,Austin Hooper,ATL,TE,4,BUF,7,5,71.4,50,0,18,7.1,10,0,0,0,0,0,0,5,5
274,Seth DeValve,CLE,TE,10,DET,6,4,66.7,70,0,35,11.7,17.5,0,0,0,0,1,1,5,5
276,Marcedes Lewis,JAX,TE,9,CIN,6,3,50,49,0,37,8.2,16.3,0,0,0,0,0,0,4.9,4.9
276,Eric Ebron,DET,TE,11,CHI,7,4,57.1,49,0,26,7,12.2,0,0,0,0,0,0,4.9,4.9
276,Cameron Brate,TB,TE,15,ATL,5,4,80,49,0,13,9.8,12.2,0,0,0,0,0,0,4.9,4.9
279,Jordan Reed,WAS,TE,2,LAR,6,6,100,48,0,16,8,8,0,0,0,0,1,0,4.8,4.8
279,Austin Hooper,ATL,TE,6,MIA,9,7,77.8,48,0,11,5.3,6.9,0,0,0,0,0,0,4.8,4.8
279,Tyler Higbee,LAR,TE,12,NO,3,3,100,48,0,38,16,16,0,0,0,0,0,0,4.8,4.8
282,Martellus Bennett,GB,TE,2,ATL,11,5,45.5,47,0,18,4.3,9.4,0,0,0,0,0,0,4.7,4.7
282,Jermaine Gresham,ARI,TE,3,DAL,9,5,55.6,47,0,20,5.2,9.4,0,0,0,0,0,0,4.7,4.7
282,Tyler Higbee,LAR,TE,4,DAL,6,3,50,47,0,29,7.8,15.7,0,0,0,0,0,0,4.7,4.7
282,Kyle Rudolph,MIN,TE,6,GB,9,5,55.6,47,0,16,5.2,9.4,0,0,0,0,0,0,4.7,4.7
282,Jack Doyle,IND,TE,15,DEN,8,7,87.5,47,0,15,5.9,6.7,0,0,0,0,0,0,4.7,4.7
282,Jason Witten,DAL,TE,15,LV,5,4,80,47,0,18,9.4,11.8,0,0,0,0,0,0,4.7,4.7
282,David Njoku,CLE,TE,12,CIN,4,4,100,47,0,27,11.8,11.8,0,0,0,0,0,0,4.7,4.7
289,Austin Seferian-Jenkins,NYJ,TE,4,JAX,4,4,100,46,0,27,11.5,11.5,0,0,0,0,0,0,4.6,4.6
289,Jared Cook,LV,TE,4,DEN,8,3,37.5,46,0,28,5.8,15.3,0,0,0,0,0,0,4.6,4.6
289,AJ Derby,DEN,TE,7,LAC,7,6,85.7,66,0,23,9.4,11,0,0,0,0,1,1,4.6,4.6
289,C.J. Fiedorowicz,HOU,TE,1,JAX,4,4,100,46,0,15,11.5,11.5,0,0,0,0,0,0,4.6,4.6
289,Coby Fleener,NO,TE,9,TB,2,2,100,46,0,33,23,23,0,0,0,0,0,0,4.6,4.6
289,George Kittle,SF,TE,6,WAS,8,4,50,46,0,31,5.8,11.5,0,0,0,0,0,0,4.6,4.6
289,Travis Kelce,KC,TE,15,LAC,7,6,85.7,46,0,21,6.6,7.7,0,0,0,0,0,0,4.6,4.6
289,Antonio Gates,LAC,TE,17,LV,6,4,66.7,46,0,20,7.7,11.5,0,0,0,0,0,0,4.6,4.6
289,Tyler Kroft,CIN,TE,8,IND,6,5,83.3,46,0,19,7.7,9.2,0,0,0,0,0,0,4.6,4.6
298,Kyle Rudolph,MIN,TE,2,PIT,6,4,66.7,45,0,27,7.5,11.2,0,0,0,0,0,0,4.5,4.5
298,Evan Engram,NYG,TE,3,PHI,7,5,71.4,45,0,14,6.4,9,0,0,0,0,0,0,4.5,4.5
298,Zach Miller,CHI,TE,4,GB,2,2,100,45,0,29,22.5,22.5,0,0,0,0,0,0,4.5,4.5
298,Vernon Davis,WAS,TE,6,SF,4,3,75,65,0,51,16.2,21.7,0,0,0,0,1,1,4.5,4.5
298,Jimmy Graham,SEA,TE,17,ARI,6,3,50,45,0,21,7.5,15,0,0,0,0,0,0,4.5,4.5
303,Jack Doyle,IND,TE,7,JAX,7,6,85.7,44,0,12,6.3,7.3,0,0,0,0,0,0,4.4,4.4
303,Travis Kelce,KC,TE,1,NE,7,5,71.4,40,0,14,5.7,8,1,4,4,0,0,0,4.4,4.4
303,Evan Engram,NYG,TE,1,DAL,5,4,80,44,0,31,8.8,11,0,0,0,0,0,0,4.4,4.4
303,Virgil Green,DEN,TE,1,LAC,1,1,100,44,0,44,44,44,0,0,0,0,0,0,4.4,4.4
303,Stephen Anderson,HOU,TE,9,IND,6,4,66.7,44,0,16,7.3,11,0,0,0,0,0,0,4.4,4.4
303,Ricky Seals-Jones,ARI,TE,13,LAR,5,2,40,44,0,27,8.8,22,0,0,0,0,0,0,4.4,4.4
303,Jason Witten,DAL,TE,12,LAC,7,7,100,44,0,8,6.3,6.3,0,0,0,0,0,0,4.4,4.4
310,Benjamin Watson,BAL,TE,4,PIT,6,5,83.3,43,0,11,7.2,8.6,0,0,0,0,0,0,4.3,4.3
310,Kyle Rudolph,MIN,TE,7,BAL,7,5,71.4,43,0,19,6.1,8.6,0,0,0,0,0,0,4.3,4.3
310,Delanie Walker,TEN,TE,7,CLE,10,7,70,63,0,16,6.3,9,0,0,0,0,1,1,4.3,4.3
310,Martellus Bennett,GB,TE,1,SEA,6,3,50,43,0,26,7.2,14.3,0,0,0,0,0,0,4.3,4.3
314,Tyler Eifert,CIN,TE,2,HOU,4,3,75,42,0,22,10.5,14,0,0,0,0,0,0,4.2,4.2
314,Zach Miller,CHI,TE,2,TB,9,6,66.7,42,0,12,4.7,7,0,0,0,0,0,0,4.2,4.2
314,Seth DeValve,CLE,TE,1,PIT,5,4,80,42,0,21,8.4,10.5,0,0,0,0,0,0,4.2,4.2
314,Trey Burton,PHI,TE,13,SEA,7,4,57.1,42,0,14,6,10.5,0,0,0,0,0,0,4.2,4.2
314,Delanie Walker,TEN,TE,14,ARI,9,5,55.6,42,0,11,4.7,8.4,0,0,0,0,0,0,4.2,4.2
314,Jesse James,PIT,TE,8,DET,3,2,66.7,42,0,32,14,21,0,0,0,0,0,0,4.2,4.2
320,Devin Funchess,CAR,TE,7,CHI,8,4,50,41,0,20,5.1,10.2,0,0,0,0,0,0,4.1,4.1
320,Jack Doyle,IND,TE,1,LAR,3,2,66.7,41,0,21,13.7,20.5,0,0,0,0,0,0,4.1,4.1
320,Benjamin Watson,BAL,TE,9,TEN,10,7,70,41,0,16,4.1,5.9,0,0,0,0,0,0,4.1,4.1
320,Troy Niklas,ARI,TE,15,WAS,6,3,50,41,0,21,6.8,13.7,0,0,0,0,0,0,4.1,4.1
320,Jack Doyle,IND,TE,16,BAL,10,5,50,41,0,13,4.1,8.2,0,0,0,0,0,0,4.1,4.1
320,Jason Witten,DAL,TE,5,GB,10,8,80,61,0,14,6.1,7.6,0,0,0,0,1,1,4.1,4.1
326,Darren Fells,DET,TE,4,MIN,5,4,80,40,0,10,8,10,0,0,0,0,0,0,4,4
326,Jesse James,PIT,TE,4,BAL,3,3,100,40,0,18,13.3,13.3,0,0,0,0,0,0,4,4
326,Nick Vannett,SEA,TE,13,PHI,3,3,100,40,0,21,13.3,13.3,0,0,0,0,0,0,4,4
326,Benjamin Watson,BAL,TE,16,IND,6,5,83.3,40,0,15,6.7,8,0,0,0,0,0,0,4,4
330,Martellus Bennett,GB,TE,4,CHI,7,6,85.7,39,0,26,5.6,6.5,0,0,0,0,0,0,3.9,3.9
330,Zach Miller,CHI,TE,1,ATL,6,4,66.7,39,0,12,6.5,9.8,0,0,0,0,0,0,3.9,3.9
330,Gerald Everett,LAR,TE,1,IND,1,1,100,39,0,39,39,39,0,0,0,0,0,0,3.9,3.9
330,Brent Celek,PHI,TE,9,DEN,4,3,75,39,0,15,9.8,13,0,0,0,0,0,0,3.9,3.9
330,Jason Witten,DAL,TE,16,SEA,9,5,55.6,39,0,11,4.3,7.8,0,0,0,0,0,0,3.9,3.9
330,Travis Kelce,KC,TE,12,BUF,4,3,75,39,0,25,9.8,13,0,0,0,0,0,0,3.9,3.9
330,Adam Shaheen,CHI,TE,10,GB,2,2,100,39,0,31,19.5,19.5,0,0,0,0,0,0,3.9,3.9
337,Jerell Adams,NYG,TE,2,DET,1,1,100,38,0,38,38,38,0,0,0,0,0,0,3.8,3.8
