Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,Year,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowedByDefenseSpecialTeams,DefFantasyPointsPerGame,DefFantasyPoints,DefRank,DiffPPR1
306,George Kittle,SF,TE,7,DAL,6.14,3.7,66.7,37.8,0.2,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2017,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,,,13,-6.08
358,George Kittle,SF,TE,8,PHI,4.98,3.0,60.0,31.8,0.2,0.0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2017,8.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,24.0,,,8,-3.1800000000000006
385,George Kittle,SF,TE,9,ARI,4.64,2.8,60.0,29.9,0.2,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2017,4.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,,,20,-1.29
499,George Kittle,SF,TE,12,SEA,4.15,2.5,50.0,26.8,0.1,0.0,6.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2017,7.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,28.0,,,6,-3.3800000000000003
505,George Kittle,SF,TE,13,CHI,3.98,2.4,50.0,26.1,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2017,4.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,31.0,,,10,-1.6100000000000003
468,George Kittle,SF,TE,14,HOU,3.48,2.1,66.7,23.8,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2017,7.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,24.0,,,13,-2.6799999999999997
577,George Kittle,SF,TE,15,TEN,2.98,1.8,66.7,19.0,0.1,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2017,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,,,22,4.899999999999999
549,George Kittle,SF,TE,16,JAX,3.48,2.1,66.7,21.8,0.1,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2017,4.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,,,1,8.319999999999999
435,George Kittle,SF,TE,17,LAR,3.98,2.4,50.0,26.6,0.2,0.0,6.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2017,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,17.0,,,3,7.74
225,George Kittle,SF,TE,1,MIN,5.14,3.1,60.0,35.3,0.3,0.0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2018,,2.4705882352941178,5.705882352941177,0.47058823529411764,0.8235294117647058,0.058823529411764705,0.17647058823529413,0.11764705882352941,18.0,,,19,5.57
117,George Kittle,SF,TE,2,DET,6.3,3.8,66.7,49.9,0.3,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2018,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,42.0,,,19,-6.39
115,George Kittle,SF,TE,3,KC,6.47,3.9,66.7,50.7,0.3,0.0,8.5,12.8,0.0,0.1,0.0,0.0,0.0,0.0,6.9,2018,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,,,27,2.120000000000001
183,George Kittle,SF,TE,4,LAC,6.3,3.8,66.7,47.4,0.2,0.0,7.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2018,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,35.0,,,27,14.76
97,George Kittle,SF,TE,5,ARI,6.8,4.1,57.1,53.8,0.3,0.0,7.7,13.5,0.0,0.1,0.0,0.0,0.0,0.0,7.2,2018,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,,,23,2.0100000000000016
102,George Kittle,SF,TE,6,GB,6.97,4.2,57.1,53.1,0.3,0.0,7.6,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.1,2018,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,,,13,-4.3100000000000005
103,George Kittle,SF,TE,7,LAR,7.13,4.3,57.1,52.8,0.3,0.0,7.6,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.1,2018,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,20.0,,,2,9.420000000000002
71,George Kittle,SF,TE,8,ARI,7.47,4.5,57.1,59.4,0.3,0.0,8.4,14.8,0.0,0.1,0.0,0.0,0.0,0.0,7.8,2018,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,33.0,,,12,-1.5500000000000007
56,George Kittle,SF,TE,9,LV,7.3,4.4,57.1,59.2,0.4,0.0,8.4,14.8,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2018,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,,,29,8.08
46,George Kittle,SF,TE,10,NYG,7.63,4.6,62.5,63.2,0.4,0.0,7.9,12.6,0.0,0.1,0.0,0.0,0.0,0.0,8.7,2018,7.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,23.0,,,30,3.9700000000000006
31,George Kittle,SF,TE,12,TB,8.79,5.3,55.6,70.4,0.4,0.0,7.8,14.0,0.0,0.1,0.0,0.0,0.0,0.0,9.4,2018,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,,,30,-2.9499999999999993
33,George Kittle,SF,TE,13,SEA,8.96,5.4,55.6,68.7,0.4,0.0,7.7,13.8,0.0,0.5,0.0,0.0,0.0,0.0,9.3,2018,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,,,11,-1.7200000000000006
37,George Kittle,SF,TE,14,DEN,8.96,5.4,55.6,67.2,0.4,0.0,7.4,13.4,0.0,0.2,0.0,0.0,0.0,0.0,9.1,2018,7.0,4.0,10.0,1.0,2.0,0.0,0.0,0.0,10.0,,,6,19.46
21,George Kittle,SF,TE,15,SEA,9.13,5.5,66.7,75.1,0.4,0.0,8.3,12.5,0.0,0.2,0.0,0.0,0.0,0.0,9.9,2018,3.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,7.0,,,9,-7.33
45,George Kittle,SF,TE,16,CHI,8.79,5.3,55.6,69.8,0.3,0.0,7.8,14.0,0.0,0.1,0.0,0.0,0.0,0.0,8.8,2018,6.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,,,1,0.3100000000000005
17,George Kittle,SF,TE,17,LAR,9.29,5.6,66.7,78.7,0.4,0.0,8.8,13.2,0.0,0.1,0.0,0.0,0.0,0.0,10.3,2018,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,,,3,14.02
26,George Kittle,SF,TE,1,TB,9.13,5.5,66.7,73.2,0.4,0.0,8.1,12.2,0.0,0.2,0.0,0.0,0.0,0.0,9.7,2019,,2.9411764705882355,6.117647058823529,1.588235294117647,0.5294117647058824,0.058823529411764705,0.35294117647058826,0.0,16.294117647058822,,,20,-1.8399999999999999
17,George Kittle,SF,TE,2,CIN,9.62,5.8,60.0,76.2,0.4,0.0,7.6,12.7,0.0,0.1,0.0,0.0,0.0,0.0,10.0,2019,8.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,21.0,,,20,-7.4300000000000015
19,George Kittle,SF,TE,3,PIT,8.63,5.2,55.6,74.5,0.4,0.0,8.2,14.8,0.0,0.1,0.0,0.0,0.0,0.0,9.9,2019,8.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,28.0,,,25,-3.360000000000001
30,George Kittle,SF,TE,5,CLE,8.63,5.2,55.6,70.0,0.4,0.0,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,2019,5.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,25.0,,,14,6.199999999999999
28,George Kittle,SF,TE,6,LAR,8.96,5.4,55.6,71.0,0.4,0.0,7.9,14.2,0.0,0.4,0.0,0.0,0.0,0.0,9.5,2019,6.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,30.0,,,14,3.3599999999999994
36,George Kittle,SF,TE,7,WAS,8.46,5.1,62.5,66.1,0.4,0.0,8.2,13.2,0.1,0.8,0.0,0.0,0.0,0.0,9.1,2019,6.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,,,27,-7.39
39,George Kittle,SF,TE,8,CAR,8.46,5.1,62.5,66.7,0.4,0.0,8.4,13.4,0.2,0.8,0.0,0.0,0.1,0.1,9.0,2019,6.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,27.0,,,3,0.34999999999999964
14,George Kittle,SF,TE,9,ARI,9.79,5.9,60.0,77.6,0.4,0.0,7.8,13.0,0.1,0.7,0.0,0.0,0.0,0.0,10.2,2019,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,31.0,,,28,3.769999999999996
33,George Kittle,SF,TE,12,GB,8.3,5.0,62.5,66.9,0.4,0.0,8.4,13.4,0.0,0.3,0.0,0.0,0.0,0.0,9.1,2019,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,,,22,10.779999999999998
20,George Kittle,SF,TE,13,BAL,8.96,5.4,55.6,73.9,0.4,0.0,8.2,14.8,0.1,0.4,0.0,0.0,0.0,0.0,9.8,2019,4.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,,,5,-11.83
22,George Kittle,SF,TE,14,NO,8.96,5.4,55.6,73.3,0.4,0.0,8.1,14.6,0.0,0.5,0.0,0.0,0.0,0.0,9.8,2019,14.5,9.0,13.0,2.0,1.0,0.0,0.0,0.0,18.0,,,6,3.5199999999999996
13,George Kittle,SF,TE,15,ATL,8.96,5.4,55.6,72.0,0.5,0.0,8.0,14.4,0.0,0.4,0.0,0.0,0.0,0.0,10.2,2019,8.0,5.0,7.0,2.0,1.0,0.0,0.0,0.0,20.0,,,29,10.759999999999998
22,George Kittle,SF,TE,16,LAR,9.46,5.7,66.7,73.0,0.4,0.0,8.1,12.2,0.2,0.8,0.0,0.0,0.0,0.0,9.8,2019,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,,,4,3.419999999999998
18,George Kittle,SF,TE,17,SEA,9.96,6.0,60.0,75.7,0.4,0.0,7.6,12.7,0.1,0.5,0.0,0.0,0.0,0.0,10.0,2019,4.5,2.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,,,11,0.28000000000000114
13,George Kittle,SF,TE,1,ARI,10.45,6.3,60.0,77.0,0.5,0.0,7.7,12.8,0.1,0.3,0.0,0.0,0.0,0.0,10.7,2020,,1.8823529411764706,4.823529411764706,0.5882352941176471,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.058823529411764705,17.41176470588235,,,21,-7.73
34,George Kittle,SF,TE,4,PHI,8.63,5.2,55.6,65.2,0.4,0.0,7.2,13.0,0.1,0.5,0.0,0.0,0.0,0.0,9.0,2020,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,23.0,,,23,25.93
11,George Kittle,SF,TE,5,MIA,10.12,6.1,60.0,78.0,0.5,0.0,7.8,13.0,0.2,1.3,0.0,0.0,0.0,0.0,10.9,2020,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,31.0,,,16,-8.63
17,George Kittle,SF,TE,6,LAR,9.62,5.8,60.0,72.2,0.5,0.0,7.2,12.0,0.1,0.9,0.0,0.0,0.0,0.0,10.3,2020,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,,,9,7.789999999999999
26,George Kittle,SF,TE,7,NE,9.29,5.6,66.7,71.0,0.4,0.0,7.9,11.8,0.1,0.8,0.0,0.0,0.0,0.0,9.6,2020,6.5,2.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,,,7,-4.68
12,George Kittle,SF,TE,8,SEA,9.79,5.9,60.0,77.7,0.5,0.0,7.8,13.0,0.1,0.6,0.0,0.0,0.0,0.0,10.8,2020,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,,,13,-10.83
70,George Kittle,SF,TE,16,ARI,7.3,4.4,57.1,56.4,0.3,0.0,8.0,14.0,0.0,0.2,0.0,0.0,0.0,0.0,7.5,2020,10.5,6.0,9.0,0.0,0.0,1.0,0.0,0.0,26.0,,,13,1.3399999999999999
33,George Kittle,SF,TE,17,SEA,8.96,5.4,55.6,66.3,0.4,0.0,7.3,13.2,0.0,0.1,0.0,0.0,0.0,0.0,9.0,2020,7.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,,,14,-0.6400000000000006
18,George Kittle,SF,TE,1,DET,7.5,5.9,75.0,77.6,0.5,0.0,9.8,13.0,0.02,0.1,0.0,0.0,0.0,0.0,10.8,2021,,2.0588235294117645,5.352941176470588,0.5882352941176471,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.058823529411764705,21.058823529411764,,,22,-4.870000000000001
30,George Kittle,SF,TE,2,PHI,6.6,5.3,71.4,69.9,0.5,0.0,10.0,14.0,0.05,0.2,0.0,0.0,0.0,0.0,10.0,2021,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,,,22,-9.61
55,George Kittle,SF,TE,3,GB,6.2,4.8,83.3,64.3,0.4,0.0,10.7,12.8,0.1,0.3,0.0,0.0,0.0,0.0,8.9,2021,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,17.0,,,32,3.4400000000000013
52,George Kittle,SF,TE,4,SEA,6.6,5.1,71.4,64.8,0.4,0.0,9.3,13.0,0.1,0.4,0.0,0.0,0.0,0.0,8.9,2021,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,,,20,-6.02
136,George Kittle,SF,TE,9,ARI,5.6,4.1,66.7,49.8,0.3,0.0,8.3,12.5,0.1,0.6,0.0,0.0,0.0,0.0,6.8,2021,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,,,1,11.160000000000004
49,George Kittle,SF,TE,10,LAR,7.1,5.2,71.4,66.3,0.4,0.0,9.4,13.2,0.1,0.4,0.0,0.0,0.0,0.0,9.1,2021,4.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,22.0,,,18,1.7300000000000004
37,George Kittle,SF,TE,11,JAX,7.3,5.4,71.4,70.6,0.4,0.0,10.1,14.2,0.1,0.7,0.0,0.0,0.0,0.0,9.5,2021,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,23.0,,,25,-1.5299999999999994
35,George Kittle,SF,TE,12,MIN,6.7,5.2,71.4,66.8,0.5,0.0,9.6,13.4,0.05,0.2,0.0,0.0,0.0,0.0,9.7,2021,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,,,12,-12.599999999999998
32,George Kittle,SF,TE,13,SEA,6.9,5.3,71.4,69.4,0.5,0.0,9.9,13.8,0.02,0.1,0.0,0.0,0.0,0.0,10.0,2021,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,,,25,24.35
22,George Kittle,SF,TE,14,CIN,7.1,5.4,71.4,72.7,0.5,0.0,10.4,14.6,0.1,0.6,0.0,0.0,0.0,0.0,10.3,2021,6.0,4.0,11.0,1.0,2.0,0.0,0.0,0.0,35.0,,,14,18.37
9,George Kittle,SF,TE,15,ATL,7.5,6.1,75.0,79.9,0.6,0.0,10.0,13.3,0.1,0.7,0.0,0.0,0.0,0.0,11.7,2021,7.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,21.0,,,31,-2.4599999999999973
16,George Kittle,SF,TE,16,TEN,8.0,6.1,75.0,81.8,0.5,0.0,10.2,13.7,0.02,0.1,0.0,0.0,0.0,0.0,11.2,2021,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,,,12,-13.19
27,George Kittle,SF,TE,17,HOU,6.6,5.3,71.4,70.2,0.5,0.0,10.0,14.0,0.1,0.8,0.0,0.0,0.0,0.0,10.1,2021,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,29.0,,,25,-10.899999999999999
42,George Kittle,SF,TE,18,LAR,7.4,5.3,71.4,69.5,0.4,0.0,10.0,14.0,0.1,0.6,0.0,0.0,0.0,0.0,9.4,2021,7.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,13.0,,,15,-8.71
37,George Kittle,SF,TE,3,DEN,5.3,4.2,80.0,55.5,0.4,0.0,11.2,14.0,0.02,0.1,0.0,0.0,0.0,0.0,8.0,2022,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,,,21,-5.36
68,George Kittle,SF,TE,4,LAR,5.5,4.3,66.7,53.3,0.3,0.0,8.8,13.2,0.07,0.3,0.0,0.0,0.0,0.0,7.2,2022,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,,,9,-7.0600000000000005
53,George Kittle,SF,TE,5,CAR,5.1,4.1,80.0,50.0,0.4,0.0,10.0,12.5,0.07,0.3,0.0,0.0,0.0,0.0,7.4,2022,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,,,17,-1.8300000000000018
90,George Kittle,SF,TE,6,ATL,5.7,4.3,66.7,50.7,0.3,0.0,8.5,12.8,0.07,0.3,0.0,0.0,0.1,0.1,6.7,2022,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,,,9,5.100000000000001
64,George Kittle,SF,TE,7,KC,5.8,4.7,83.3,54.4,0.3,0.0,9.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2022,6.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,24.0,,,23,9.860000000000001
50,George Kittle,SF,TE,8,LAR,6.0,4.8,83.3,56.6,0.3,0.0,9.5,11.4,0.02,0.1,0.0,0.0,0.0,0.0,7.5,2022,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,,,23,0.6300000000000008
47,George Kittle,SF,TE,10,LAC,5.6,4.2,66.7,51.8,0.4,0.0,8.7,13.0,0.1,0.4,0.0,0.0,0.0,0.0,7.6,2022,4.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,17.0,,,30,-8.72
45,George Kittle,SF,TE,11,ARI,5.5,4.2,66.7,53.0,0.4,0.0,8.8,13.2,0.05,0.2,0.0,0.0,0.0,0.0,7.7,2022,5.0,3.0,12.0,1.0,1.0,0.0,0.0,0.0,17.0,,,8,12.479999999999999
60,George Kittle,SF,TE,12,NO,5.2,4.0,80.0,49.2,0.4,0.0,9.8,12.2,0.02,0.1,0.0,0.0,0.0,0.0,7.3,2022,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,,,21,-5.73
48,George Kittle,SF,TE,13,MIA,5.5,4.2,66.7,51.9,0.4,0.0,8.7,13.0,0.02,0.1,0.0,0.0,0.0,0.0,7.6,2022,7.0,5.0,8.0,2.0,1.0,0.0,1.0,0.0,15.0,,,24,-7.6000000000000005
142,George Kittle,SF,TE,14,TB,4.7,3.5,80.0,42.6,0.3,0.0,8.6,10.8,0.02,0.1,0.0,0.0,0.0,0.0,6.1,2022,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,,,12,-2.7700000000000005
111,George Kittle,SF,TE,15,SEA,5.0,3.8,80.0,45.9,0.3,0.0,9.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2022,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,,,9,15.110000000000001
39,George Kittle,SF,TE,16,WAS,5.1,3.8,80.0,48.8,0.5,0.0,9.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,7.9,2022,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,,,9,18.32
38,George Kittle,SF,TE,17,LV,5.2,4.2,80.0,54.9,0.4,0.0,11.0,13.8,0.02,0.1,0.0,0.0,0.0,0.0,7.9,2022,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,,,31,0.1999999999999993
29,George Kittle,SF,TE,18,ARI,5.2,4.2,80.0,55.6,0.5,0.0,11.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2022,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,20.0,,,11,6.139999999999997
1417,Gerald Christian,BUF,TE,5,LAR,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,4.0,3.0,8.0,3.0,2.0,0.0,0.0,0.0,13.0,,,11,-0.01
670,Gerald Everett,LAR,TE,1,IND,2.4,1.4,50.0,14.2,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2017,,2.176470588235294,4.235294117647059,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,22.647058823529413,,,18,1.4800000000000004
729,Gerald Everett,LAR,TE,2,WAS,1.72,1.0,50.0,11.9,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2017,5.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,24.0,,,18,9.71
512,Gerald Everett,LAR,TE,3,SF,2.75,1.6,66.7,19.4,0.2,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2017,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,,,18,-4.74
564,Gerald Everett,LAR,TE,4,DAL,2.92,1.7,66.7,20.7,0.1,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2017,10.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,,,16,-2.5699999999999994
646,Gerald Everett,LAR,TE,5,SEA,2.23,1.3,50.0,15.0,0.1,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2017,4.0,3.0,12.0,1.0,1.0,0.0,2.0,0.0,16.0,,,23,-1.6000000000000003
715,Gerald Everett,LAR,TE,6,JAX,2.06,1.2,50.0,12.5,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2017,7.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,9.0,,,1,4.3500000000000005
684,Gerald Everett,LAR,TE,7,ARI,2.06,1.2,50.0,13.7,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2017,4.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,,,20,-3.17
611,Gerald Everett,LAR,TE,9,NYG,2.4,1.4,50.0,16.8,0.1,0.0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2017,5.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,10.0,,,25,3.02
575,Gerald Everett,LAR,TE,10,HOU,2.58,1.5,66.7,19.1,0.1,0.0,6.3,9.5,0.0,0.1,0.0,0.0,0.0,0.0,2.5,2017,6.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,20.0,,,15,-4.0200000000000005
651,Gerald Everett,LAR,TE,11,MIN,2.06,1.2,50.0,14.6,0.1,0.0,7.5,15.0,0.0,0.1,0.0,0.0,0.0,0.0,2.1,2017,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,30.0,,,18,-1.47
656,Gerald Everett,LAR,TE,12,NO,2.23,1.3,50.0,14.5,0.1,0.0,7.0,14.0,0.0,0.1,0.0,0.0,0.0,0.0,2.1,2017,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,,,4,-1.4600000000000004
517,Gerald Everett,LAR,TE,13,ARI,2.23,1.3,50.0,19.1,0.2,0.0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2017,8.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,18.0,,,26,4.289999999999999
559,Gerald Everett,LAR,TE,14,PHI,2.06,1.2,50.0,15.0,0.2,0.0,7.5,15.0,0.0,0.1,0.0,0.0,0.0,0.0,2.7,2017,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,,,3,-2.31
544,Gerald Everett,LAR,TE,15,SEA,2.23,1.3,50.0,16.1,0.2,0.0,8.0,16.0,0.0,0.1,0.0,0.0,0.0,0.0,2.8,2017,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,,,7,-4.12
669,Gerald Everett,LAR,TE,16,TEN,2.06,1.2,50.0,14.2,0.1,0.0,7.0,14.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,2017,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,,,20,-3.23
528,Gerald Everett,LAR,TE,17,SF,2.4,1.4,50.0,18.1,0.2,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2017,3.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,31.0,,,31,0.1899999999999995
689,Gerald Everett,LAR,TE,1,LV,2.06,1.2,50.0,13.3,0.1,0.0,6.5,13.0,0.0,0.1,0.0,0.0,0.0,0.0,1.9,2018,,2.4705882352941178,5.705882352941177,0.47058823529411764,0.8235294117647058,0.058823529411764705,0.17647058823529413,0.11764705882352941,18.0,,,19,-3.14
840,Gerald Everett,LAR,TE,2,ARI,1.54,0.9,50.0,9.9,0.1,0.0,5.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,1.6,2018,6.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,24.0,,,19,0.20999999999999996
889,Gerald Everett,LAR,TE,3,LAC,1.37,0.8,100.0,8.4,0.1,0.0,8.0,8.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,2018,8.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,20.0,,,31,-0.95
825,Gerald Everett,LAR,TE,4,MIN,1.54,0.9,50.0,10.3,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2018,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0,,,5,-0.23000000000000043
715,Gerald Everett,LAR,TE,5,SEA,1.89,1.1,50.0,12.9,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2018,10.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,17.0,,,5,2.41
610,Gerald Everett,LAR,TE,6,DEN,2.58,1.5,66.7,16.5,0.1,0.0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2018,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,34.0,,,23,0.6500000000000004
533,Gerald Everett,LAR,TE,7,SF,3.26,1.9,66.7,20.3,0.1,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2018,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,,,30,-4.03
604,Gerald Everett,LAR,TE,8,GB,2.75,1.6,66.7,16.8,0.1,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2018,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,,,13,-0.6800000000000002
629,Gerald Everett,LAR,TE,9,NO,2.4,1.4,50.0,15.8,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2018,5.0,4.0,9.0,1.0,1.0,0.0,1.0,0.0,20.0,,,30,4.22
563,Gerald Everett,LAR,TE,10,SEA,2.92,1.7,66.7,18.9,0.1,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2018,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,,,5,5.3100000000000005
