Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,Year,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowedByDefenseSpecialTeams,DefFantasyPointsPerGame,DefFantasyPoints,DefRank,DiffPPR1
661,AJ Derby,NE,TE,1,ARI,1.89,1.4,50.0,14.3,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2016,,2.0588235294117645,5.411764705882353,0.47058823529411764,0.5882352941176471,0.0,0.0,0.0,21.941176470588236,,,17,-3.43
1381,AJ Derby,DEN,TE,9,LV,0.13,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2016,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,,,20,-0.19
1111,AJ Derby,DEN,TE,10,NO,0.54,0.4,0.0,4.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2016,0.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,23.0,,,31,3.39
666,AJ Derby,DEN,TE,12,KC,1.89,1.4,50.0,13.9,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2016,7.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,19.0,,,2,4.91
484,AJ Derby,DEN,TE,13,JAX,2.83,2.1,66.7,22.8,0.2,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2016,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,,,32,-4.28
484,AJ Derby,DEN,TE,14,TEN,2.97,2.2,66.7,22.8,0.2,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2016,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,24.0,,,22,5.019999999999999
376,AJ Derby,DEN,TE,15,NE,4.72,3.5,80.0,31.4,0.2,0.0,6.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2016,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,23.0,,,13,-0.33999999999999986
691,AJ Derby,DEN,TE,1,LAC,2.16,1.6,100.0,15.6,0.1,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2017,,2.176470588235294,4.235294117647059,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,22.647058823529413,,,18,2.64
609,AJ Derby,DEN,TE,2,DAL,2.43,1.8,100.0,18.9,0.1,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.1,0.1,2.3,2017,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,,,18,-4.29
644,AJ Derby,DEN,TE,3,BUF,2.16,1.6,100.0,17.2,0.1,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.1,0.1,2.1,2017,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,,,10,-2.42
651,AJ Derby,DEN,TE,4,LV,2.02,1.5,100.0,16.7,0.1,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.1,0.1,2.1,2017,5.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,27.0,,,22,13.73
493,AJ Derby,DEN,TE,6,NYG,2.97,2.2,66.7,23.8,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.1,0.1,3.4,2017,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,27.0,,,30,-3.7800000000000002
456,AJ Derby,DEN,TE,7,LAC,3.24,2.4,66.7,26.4,0.2,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.1,0.1,3.6,2017,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,,,18,6.359999999999999
488,AJ Derby,DEN,TE,8,KC,3.78,2.8,75.0,30.2,0.1,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.1,0.1,3.4,2017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,,11,3.6799999999999997
547,AJ Derby,DEN,TE,9,PHI,3.1,2.3,66.7,23.9,0.1,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.1,0.1,2.8,2017,9.0,4.0,12.0,2.0,0.0,0.0,1.0,0.0,10.0,,,10,-3.189999999999999
446,AJ Derby,DEN,TE,10,NE,3.37,2.5,66.7,27.4,0.2,0.0,9.0,13.5,0.0,0.0,0.0,0.0,0.1,0.1,3.7,2017,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,,,28,-5.239999999999999
606,AJ Derby,MIA,TE,16,KC,2.43,1.8,100.0,19.1,0.1,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.1,0.1,2.3,2017,4.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,13.0,,,25,-2.2100000000000004
455,AJ Derby,MIA,TE,17,BUF,3.1,2.3,66.7,24.5,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2017,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,37.0,,,13,-4.050000000000001
700,AJ Derby,MIA,TE,1,TEN,1.62,1.2,50.0,13.2,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2018,,2.4705882352941178,5.705882352941177,0.47058823529411764,0.8235294117647058,0.058823529411764705,0.17647058823529413,0.11764705882352941,18.0,,,19,-3.12
758,AJ Derby,MIA,TE,2,NYJ,1.48,1.1,100.0,12.0,0.1,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2018,2.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,11.0,,,19,6.0
598,AJ Derby,MIA,TE,3,LV,2.02,1.5,100.0,17.0,0.1,0.0,8.5,8.5,0.0,0.1,0.0,0.0,0.0,0.0,2.3,2018,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,20.0,,,29,-1.2100000000000004
872,AJ Derby,MIA,TE,10,GB,1.08,0.8,100.0,9.0,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2018,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,,,17,-4.440892098500626e-16
729,Adam Shaheen,CHI,TE,1,ATL,2.0,1.2,50.0,11.9,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2017,,2.176470588235294,4.235294117647059,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,22.647058823529413,,,18,-2.99
1030,Adam Shaheen,CHI,TE,2,TB,1.0,0.6,100.0,5.9,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2017,,2.235294117647059,4.705882352941177,1.0,0.7058823529411765,0.058823529411764705,0.23529411764705882,0.0,20.764705882352942,,,30,-1.19
1060,Adam Shaheen,CHI,TE,3,PIT,0.66,0.4,0.0,5.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2017,4.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,,,5,6.28
896,Adam Shaheen,CHI,TE,4,GB,1.0,0.6,100.0,7.1,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2017,10.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,,,20,-1.9100000000000001
1023,Adam Shaheen,CHI,TE,5,MIN,0.83,0.5,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2017,9.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,,,26,-1.1
1238,Adam Shaheen,CHI,TE,6,BAL,0.5,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2017,5.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,17.0,,,4,-0.6
888,Adam Shaheen,CHI,TE,7,CAR,1.16,0.7,100.0,7.5,0.1,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2017,8.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,28.0,,,13,-2.05
907,Adam Shaheen,CHI,TE,8,NO,1.0,0.6,100.0,6.8,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2017,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,,,5,-1.8800000000000001
762,Adam Shaheen,CHI,TE,10,GB,1.67,1.0,50.0,11.0,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2017,10.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,,,19,3.2
651,Adam Shaheen,CHI,TE,11,DET,2.33,1.4,50.0,14.7,0.1,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2017,6.0,4.0,11.0,1.0,1.0,0.0,1.0,0.0,24.0,,,7,10.629999999999999
642,Adam Shaheen,CHI,TE,12,PHI,2.5,1.5,100.0,15.3,0.1,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2017,7.0,4.0,7.0,3.0,1.0,0.0,1.0,0.0,9.0,,,7,-2.53
634,Adam Shaheen,CHI,TE,13,SF,2.5,1.5,100.0,15.7,0.1,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2017,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,24.0,,,31,-3.67
717,Adam Shaheen,CHI,TE,14,CIN,2.0,1.2,50.0,12.4,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2017,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,23.0,,,14,11.36
918,Adam Shaheen,CHI,TE,13,NYG,1.0,0.6,100.0,7.5,0.1,0.0,8.0,8.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,2018,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,,,29,6.54
795,Adam Shaheen,CHI,TE,14,LAR,1.67,1.0,50.0,11.1,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2018,10.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,16.0,,,2,-2.71
844,Adam Shaheen,CHI,TE,15,GB,1.5,0.9,50.0,9.8,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2018,5.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,20.0,,,17,3.4200000000000004
758,Adam Shaheen,CHI,TE,16,SF,1.67,1.0,50.0,12.0,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2018,6.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,,,30,-1.4
781,Adam Shaheen,CHI,TE,17,MIN,1.67,1.0,50.0,11.6,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2018,12.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,,,4,-2.76
396,Adam Shaheen,CHI,TE,1,GB,3.67,2.2,50.0,24.7,0.2,0.0,6.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2019,,2.9411764705882355,6.117647058823529,1.588235294117647,0.5294117647058824,0.058823529411764705,0.35294117647058826,0.0,16.294117647058822,,,20,-4.27
670,Adam Shaheen,CHI,TE,2,DEN,1.67,1.0,50.0,13.9,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,20,2.41
775,Adam Shaheen,CHI,TE,3,WAS,1.83,1.1,50.0,10.3,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2019,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,31.0,,,28,-1.0300000000000005
953,Adam Shaheen,CHI,TE,4,MIN,1.83,1.1,50.0,10.1,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,14.0,,,6,1.1899999999999995
717,Adam Shaheen,CHI,TE,5,LV,2.0,1.2,50.0,12.3,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2019,7.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,24.0,,,29,-3.0300000000000002
749,Adam Shaheen,CHI,TE,7,NO,1.67,1.0,50.0,11.0,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2019,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,,,11,1.7000000000000002
724,Adam Shaheen,CHI,TE,8,LAC,2.0,1.2,50.0,12.0,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2019,5.5,2.0,5.0,1.0,0.0,0.0,0.0,0.0,23.0,,,17,-3.0
749,Adam Shaheen,CHI,TE,9,PHI,1.83,1.1,50.0,11.0,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2019,6.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,13.0,,,13,-2.8000000000000003
831,Adam Shaheen,MIA,TE,1,NE,1.67,1.0,50.0,10.1,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2020,,1.8823529411764706,4.823529411764706,0.5882352941176471,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.058823529411764705,17.41176470588235,,,21,-2.6100000000000003
1190,Adam Shaheen,MIA,TE,2,BUF,0.5,0.3,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2020,8.5,3.0,5.0,1.0,1.0,0.0,0.0,0.0,17.0,,,21,0.5899999999999999
894,Adam Shaheen,MIA,TE,3,JAX,1.33,0.8,100.0,8.6,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,,,12,-2.2600000000000002
1154,Adam Shaheen,MIA,TE,4,SEA,0.83,0.5,0.0,5.7,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2020,6.0,2.0,11.0,2.0,1.0,1.0,0.0,0.0,31.0,,,17,-1.07
1134,Adam Shaheen,MIA,TE,5,SF,1.16,0.7,100.0,6.1,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2020,7.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,19.0,,,6,5.99
955,Adam Shaheen,MIA,TE,6,NYJ,1.16,0.7,100.0,7.2,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2020,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,,,20,12.08
773,Adam Shaheen,MIA,TE,8,LAR,1.83,1.1,50.0,11.2,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2020,5.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,,,9,-2.8200000000000003
820,Adam Shaheen,MIA,TE,9,ARI,1.67,1.0,50.0,10.3,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2020,7.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0,10.0,,,12,-2.63
799,Adam Shaheen,MIA,TE,10,LAC,2.0,1.2,50.0,10.6,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2020,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,31.0,,,19,0.03999999999999959
831,Adam Shaheen,MIA,TE,11,DEN,1.83,1.1,50.0,10.1,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,19,-2.71
894,Adam Shaheen,MIA,TE,12,NYJ,1.5,0.9,50.0,8.6,0.1,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,13.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,28.0,,,27,5.34
665,Adam Shaheen,MIA,TE,13,CIN,1.5,0.9,50.0,9.1,0.2,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2020,6.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,19.0,,,32,-3.01
888,Adam Shaheen,MIA,TE,14,KC,1.5,0.9,50.0,8.7,0.1,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,2.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,16.0,,,8,2.2299999999999995
554,Adam Shaheen,MIA,TE,15,NE,2.67,1.6,66.7,16.5,0.2,0.0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2020,4.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,,,7,-1.9500000000000002
814,Adam Shaheen,MIA,TE,16,LV,1.67,1.0,50.0,10.4,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2020,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,,,31,-1.34
883,Adam Shaheen,MIA,TE,17,BUF,1.5,0.9,50.0,8.8,0.1,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,5.5,3.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,,,15,0.8200000000000003
1063,Adam Shaheen,MIA,TE,2,BUF,1.4,0.6,100.0,5.9,0.1,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2021,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,,,22,-1.7900000000000003
1573,Adam Shaheen,MIA,TE,3,LV,1.1,0.3,0.0,3.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2021,4.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,,,11,-0.6499999999999999
1337,Adam Shaheen,MIA,TE,4,IND,1.0,0.3,0.0,3.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2021,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,25.0,,,13,-0.6799999999999999
1330,Adam Shaheen,MIA,TE,5,TB,0.9,0.4,0.0,3.9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2021,6.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,17.0,,,12,2.71
1289,Adam Shaheen,MIA,TE,7,ATL,0.9,0.5,0.0,4.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2021,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,,,30,5.37
1218,Adam Shaheen,MIA,TE,8,BUF,0.8,0.6,100.0,5.3,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2021,3.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,20.0,,,1,0.6700000000000002
1101,Adam Shaheen,MIA,TE,9,HOU,0.8,0.7,100.0,7.8,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2021,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,,,28,0.6200000000000001
881,Adam Shaheen,MIA,TE,10,BAL,1.7,1.1,50.0,10.5,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2021,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,,,22,3.6500000000000004
865,Adam Shaheen,MIA,TE,11,NYJ,1.6,1.1,50.0,11.0,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2021,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,45.0,,,31,0.09999999999999964
1136,Adam Shaheen,MIA,TE,16,NO,1.1,0.7,100.0,6.6,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2021,6.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,,11,-1.3599999999999999
1143,Adam Shaheen,MIA,TE,17,TEN,1.2,0.6,100.0,6.4,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2021,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,17.0,,,13,-1.24
1190,Adam Shaheen,MIA,TE,18,NE,1.2,0.6,100.0,5.7,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2021,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,,,2,-1.17
955,Adam Trautman,NO,TE,1,TB,1.15,0.8,100.0,7.2,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2020,,1.8823529411764706,4.823529411764706,0.5882352941176471,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.058823529411764705,17.41176470588235,,,21,-2.12
1101,Adam Trautman,NO,TE,2,LV,1.15,0.8,100.0,6.9,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2020,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,,,21,1.21
1144,Adam Trautman,NO,TE,3,GB,0.72,0.5,0.0,5.9,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2020,4.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,21.0,,,13,2.6100000000000003
443,Adam Trautman,NO,TE,4,DET,3.16,2.2,66.7,24.9,0.2,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2020,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,,,32,-5.890000000000001
991,Adam Trautman,NO,TE,7,CAR,1.0,0.7,100.0,6.3,0.1,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2020,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,23.0,,,21,-1.9300000000000002
888,Adam Trautman,NO,TE,8,CHI,1.29,0.9,100.0,8.7,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,11.5,1.0,5.0,0.0,1.0,0.0,1.0,0.0,24.0,,,11,-2.37
1091,Adam Trautman,NO,TE,9,TB,0.86,0.6,100.0,7.3,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2020,5.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,23.0,,,2,11.57
959,Adam Trautman,NO,TE,10,SF,1.15,0.8,100.0,7.1,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2020,3.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,,,18,-2.1100000000000003
1105,Adam Trautman,NO,TE,11,ATL,0.86,0.6,100.0,6.7,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2020,6.5,3.0,6.0,1.0,0.0,0.0,0.0,0.0,17.0,,,28,1.63
971,Adam Trautman,NO,TE,12,DEN,1.0,0.7,100.0,6.8,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2020,6.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,13.0,,,21,-0.17999999999999994
862,Adam Trautman,NO,TE,13,ATL,1.15,0.8,100.0,9.2,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,8.0,5.0,6.0,1.0,4.0,0.0,1.0,0.0,6.0,,,28,1.5799999999999996
950,Adam Trautman,NO,TE,14,PHI,1.0,0.7,100.0,7.3,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2020,3.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,30.0,,,11,0.16999999999999993
747,Adam Trautman,NO,TE,15,KC,1.72,1.2,50.0,12.1,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2020,9.0,4.0,8.0,1.0,0.0,1.0,0.0,1.0,27.0,,,10,-3.01
727,Adam Trautman,NO,TE,16,MIN,1.87,1.3,50.0,12.7,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2020,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,33.0,,,25,3.33
662,Adam Trautman,NO,TE,17,CAR,2.16,1.5,100.0,15.2,0.1,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2020,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,13.0,,,19,-2.12
487,Adam Trautman,NO,TE,1,GB,3.0,2.2,66.7,24.2,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2021,,2.0588235294117645,5.352941176470588,0.5882352941176471,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.058823529411764705,21.058823529411764,,,22,-1.0200000000000005
317,Adam Trautman,NO,TE,2,CAR,4.4,3.1,75.0,31.4,0.3,0.0,7.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2021,6.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,14.0,,,22,-8.04
518,Adam Trautman,NO,TE,3,NE,3.0,2.1,66.7,22.0,0.2,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2021,6.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,,,14,-5.5
532,Adam Trautman,NO,TE,4,NYG,2.8,2.1,66.7,21.4,0.2,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2021,4.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,17.0,,,27,-4.14
805,Adam Trautman,NO,TE,5,WAS,2.1,1.4,50.0,13.5,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2021,5.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,30.0,,,32,2.9499999999999997
535,Adam Trautman,NO,TE,7,SEA,2.9,1.9,66.7,21.2,0.2,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2021,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,,,25,1.379999999999999
641,Adam Trautman,NO,TE,8,TB,2.5,1.8,100.0,19.1,0.1,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2021,5.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,3.0,,,9,-1.9100000000000006
616,Adam Trautman,NO,TE,9,ATL,2.7,2.0,66.7,20.5,0.1,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2021,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,,,32,4.049999999999999
529,Adam Trautman,NO,TE,10,TEN,4.2,2.8,75.0,29.6,0.1,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.1,0.1,3.4,2021,4.0,5.0,11.0,2.0,0.0,0.0,1.0,0.0,16.0,,,11,1.8399999999999999
367,Adam Trautman,NO,TE,11,PHI,4.5,3.2,75.0,32.1,0.2,0.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2021,4.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,13.0,,,18,9.190000000000001
