PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
David Montgomery,DET,RB,4,GB,0,0,0,15.44,64.32,0.53,1.86,16.49,0.09,0,0,0,32,121,0,2,20,0,11.8,13.66,12.73,14.1,16.1,15.1,0,0,0,16.56,56.68,-0.53,0.14,3.51,-0.09,2.3,2.44,2.37
Aaron Jones,GB,RB,4,DET,0,0,0,12.78,63.85,0.39,2.61,20.18,0.12,0,0,0,5,18,0,1,-4,0,11.46,14.07,12.76,1.4,2.4,1.9,0,0,0,-7.78,-45.85,-0.39,-1.61,-24.18,-0.12,-10.06,-11.67,-10.86
Jahmyr Gibbs,DET,RB,4,GB,0,0,0,9.12,41.94,0.3,3.01,23.38,0.15,0,0,0,8,40,0,4,11,0,9.23,12.24,10.74,5.1,9.1,7.1,0,0,0,-1.12,-1.94,-0.3,0.99,-12.38,-0.15,-4.13,-3.14,-3.64
AJ Dillon,GB,RB,4,DET,0,0,0,9.62,42,0.27,1.02,8.57,0.04,0,0,0,5,11,0,0,0,0,6.92,7.94,7.43,1.1,1.1,1.1,0,0,0,-4.62,-31,-0.27,-1.02,-8.57,-0.04,-5.82,-6.84,-6.33
Derrick Henry,TEN,RB,4,CIN,0,0,0,19.95,90.83,0.63,1.54,13.05,0.06,2,1,0,22,122,0,1,11,0,14.53,16.07,15.3,17.38,18.38,17.88,2,1,0,2.05,31.17,-0.63,-0.54,-2.05,-0.06,2.85,2.31,2.58
Zack Moss,IND,RB,4,LA,0,0,0,20.33,90.01,0.49,1.5,11.12,0.08,0,0,0,18,70,0,0,0,0,13.53,15.03,14.28,7,7,7,0,0,0,-2.33,-20.01,-0.49,-1.5,-11.12,-0.08,-6.53,-8.03,-7.28
Miles Sanders,CAR,RB,4,MIN,0,0,0,16.62,80.35,0.47,2.3,15.19,0.1,0,0,0,13,19,0,3,13,0,12.97,15.27,14.12,3.2,6.2,4.7,0,0,0,-3.62,-61.35,-0.47,0.7,-2.19,-0.1,-9.77,-9.07,-9.42
Travis Etienne,JAC,RB,4,ATL,0,0,0,17.05,77.95,0.44,2.53,18.95,0.12,0,0,0,20,55,0,3,17,0,13.05,15.58,14.32,7.2,10.2,8.7,0,0,0,2.95,-22.95,-0.44,0.47,-1.95,-0.12,-5.85,-5.38,-5.62
Bijan Robinson,ATL,RB,4,JAC,0,0,0,14.2,61.79,0.42,4.12,29.3,0.17,0,0,0,14,105,0,5,32,0,12.65,16.77,14.71,13.7,18.7,16.2,0,0,0,-0.2,43.21,-0.42,0.88,2.7,-0.17,1.05,1.93,1.49
Kyren Williams,LA,RB,4,IND,0,0,0,17.45,74.9,0.5,2.14,14.3,0.1,0,0,0,25,103,0,3,24,0,12.52,14.66,13.59,12.7,15.7,14.2,0,0,0,7.55,28.1,-0.5,0.86,9.7,-0.1,0.18,1.04,0.61
