Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
819,Jordan Howard,PHI,RB,9,LAC,7.4,29.0,4.1,0.3,0.7,0.3,1.2,0.0,0.1,0.1,4.6,4.62
2057,Jordan Howard,NO,RB,9,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Jordan Howard,CHI,RB,10,TB,15.1,67.1,4.5,0.5,3.01,2.2,18.5,0.1,0.1,0.1,12.0,11.96
102,Jordan Howard,CHI,RB,10,GB,20.5,89.1,4.4,0.5,1.5,1.1,9.4,0.1,0.1,0.1,13.2,13.25
253,Jordan Howard,CHI,RB,10,DET,15.5,64.0,4.0,0.6,1.64,1.2,9.5,0.0,0.1,0.1,10.8,10.75
598,Jordan Howard,PHI,RB,10,DEN,11.3,45.7,4.2,0.4,0.6,0.3,2.1,0.0,0.1,0.1,7.0,6.98
932,Jordan Howard,NO,RB,10,PIT,0.1,19.9,0.0,0.2,0.5,0.0,2.8,0.0,0.0,0.0,3.5,3.47
270,Jordan Howard,CHI,RB,11,NYG,15.5,67.4,4.2,0.4,3.15,2.3,18.3,0.0,0.1,0.1,10.8,10.77
141,Jordan Howard,CHI,RB,11,DET,20.5,83.2,4.2,0.4,1.64,1.2,9.5,0.1,0.1,0.1,12.1,12.07
481,Jordan Howard,CHI,RB,11,MIN,13.5,49.8,3.6,0.4,1.78,1.3,9.6,0.0,0.1,0.1,8.1,8.14
1918,Jordan Howard,PHI,RB,11,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Jordan Howard,PHI,RB,11,NO,7.2,26.7,3.9,0.3,0.7,0.2,1.3,0.0,0.1,0.1,4.4,4.4
259,Jordan Howard,CHI,RB,12,TEN,15.8,67.6,4.2,0.3,3.15,2.3,19.2,0.1,0.1,0.1,10.9,10.88
349,Jordan Howard,CHI,RB,12,PHI,17.1,65.6,3.9,0.3,1.64,1.2,9.0,0.0,0.1,0.1,9.1,9.06
298,Jordan Howard,CHI,RB,12,DET,16.5,65.1,4.1,0.5,1.5,1.1,9.8,0.0,0.1,0.1,10.3,10.29
2011,Jordan Howard,PHI,RB,12,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Jordan Howard,CHI,RB,13,SF,18.6,88.2,4.6,0.6,3.28,2.4,20.4,0.1,0.1,0.1,14.9,14.86
79,Jordan Howard,CHI,RB,13,SF,21.1,88.3,4.2,0.6,1.64,1.2,9.5,0.1,0.1,0.1,13.8,13.78
370,Jordan Howard,CHI,RB,13,NYG,14.7,58.0,3.9,0.5,1.5,1.1,8.8,0.0,0.1,0.1,9.5,9.48
1298,Jordan Howard,PHI,RB,13,GB,1.7,7.4,3.5,0.1,0.13,0.1,0.3,0.0,0.0,0.0,1.4,1.37
119,Jordan Howard,CHI,RB,14,DET,17.1,73.8,4.4,0.5,3.56,2.6,21.7,0.1,0.1,0.1,13.0,12.95
238,Jordan Howard,CHI,RB,14,CIN,17.1,71.6,4.2,0.4,1.64,1.2,8.7,0.0,0.0,0.0,10.4,10.43
386,Jordan Howard,CHI,RB,14,LAR,14.4,57.0,4.1,0.5,1.91,1.4,8.3,0.0,0.1,0.1,9.3,9.33
1045,Jordan Howard,PHI,RB,14,NO,4.8,15.6,3.2,0.2,0.27,0.2,0.8,0.0,0.0,0.0,2.8,2.84
133,Jordan Howard,CHI,RB,15,GB,17.6,78.4,4.3,0.4,3.28,2.4,20.3,0.1,0.1,0.1,12.7,12.67
144,Jordan Howard,CHI,RB,15,DET,17.7,79.7,4.4,0.5,1.78,1.3,10.7,0.0,0.0,0.0,12.0,12.04
393,Jordan Howard,CHI,RB,15,GB,15.4,63.5,4.3,0.4,1.5,1.1,7.3,0.0,0.1,0.1,9.3,9.28
1345,Jordan Howard,PHI,RB,15,ARI,1.8,6.0,3.0,0.1,0.13,0.1,0.4,0.0,0.0,0.0,1.2,1.24
755,Jordan Howard,PHI,RB,15,WAS,8.0,33.0,4.1,0.3,0.8,0.3,1.4,0.0,0.0,0.0,5.2,5.24
70,Jordan Howard,CHI,RB,16,WAS,19.3,85.8,4.5,0.6,3.69,2.7,22.3,0.1,0.2,0.2,14.6,14.61
125,Jordan Howard,CHI,RB,16,CLE,18.8,78.0,4.1,0.6,1.78,1.3,10.8,0.0,0.0,0.0,12.5,12.48
358,Jordan Howard,CHI,RB,16,SF,15.8,59.7,3.8,0.5,1.64,1.2,8.3,0.0,0.1,0.1,9.6,9.6
1282,Jordan Howard,PHI,RB,16,DAL,1.66,8.0,4.0,0.1,0.13,0.1,0.3,0.0,0.0,0.0,1.4,1.43
679,Jordan Howard,PHI,RB,16,NYG,9.4,40.7,4.6,0.3,0.6,0.3,2.0,0.0,0.1,0.1,5.9,5.87
167,Jordan Howard,CHI,RB,17,MIN,17.1,78.6,4.6,0.3,3.69,2.7,21.0,0.1,0.1,0.1,12.2,12.16
398,Jordan Howard,CHI,RB,17,MIN,15.4,59.6,4.0,0.3,2.05,1.5,11.0,0.0,0.1,0.1,8.7,8.66
459,Jordan Howard,CHI,RB,17,MIN,14.2,53.3,3.8,0.4,1.78,1.3,8.9,0.0,0.1,0.1,8.4,8.42
776,Jordan Howard,PHI,RB,17,NYG,6.1,28.5,4.7,0.2,1.09,0.8,5.1,0.0,0.0,0.0,4.6,4.56
1009,Jordan Howard,PHI,RB,17,WAS,3.8,15.0,3.8,0.2,0.82,0.6,3.4,0.0,0.0,0.0,3.0,3.04
547,Jordan Howard,PHI,RB,17,WAS,12.6,50.0,3.8,0.4,0.8,0.7,4.3,0.0,0.1,0.1,7.6,7.63
1503,Jordan Howard,PHI,RB,18,DAL,1.9,9.2,4.5,0.0,0.2,0.0,0.4,0.0,0.1,0.1,0.8,0.76
1326,Jordan Mason,SF,RB,1,CHI,1.7,7.4,3.5,0.1,0.2,0.2,1.7,0.0,0.0,0.0,1.5,1.51
1057,Jordan Mason,SF,RB,2,SEA,3.5,14.0,3.5,0.1,1.1,0.7,5.4,0.0,0.0,0.0,2.5,2.54
1043,Jordan Mason,SF,RB,3,DEN,4.2,16.5,4.0,0.1,1.2,0.7,3.8,0.0,0.0,0.0,2.6,2.63
1102,Jordan Mason,SF,RB,4,LAR,4.0,15.5,4.0,0.1,0.9,0.4,4.2,0.0,0.1,0.1,2.4,2.37
1068,Jordan Mason,SF,RB,5,CAR,3.8,14.6,3.8,0.1,0.8,0.8,6.3,0.0,0.1,0.1,2.5,2.49
1732,Jordan Mason,SF,RB,6,ATL,0.9,4.0,4.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.5,0.5
2057,Jordan Mason,SF,RB,7,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,Jordan Mason,SF,RB,8,LAR,1.2,3.7,4.0,0.1,0.1,0.1,1.1,0.0,0.0,0.0,1.1,1.08
1352,Jordan Mason,SF,RB,10,LAC,1.7,6.3,3.0,0.1,0.2,0.1,1.7,0.0,0.0,0.0,1.4,1.4
1447,Jordan Mason,SF,RB,11,ARI,1.2,4.0,4.0,0.1,0.1,0.1,1.2,0.0,0.0,0.0,1.1,1.12
1459,Jordan Mason,SF,RB,12,NO,1.0,4.3,4.0,0.1,0.1,0.1,0.6,0.0,0.0,0.0,1.1,1.09
1006,Jordan Mason,SF,RB,13,MIA,5.8,21.5,3.7,0.1,0.9,0.3,2.7,0.0,0.1,0.1,2.8,2.82
873,Jordan Mason,SF,RB,14,TB,7.0,25.3,3.6,0.2,0.8,0.2,1.7,0.0,0.0,0.0,3.9,3.9
808,Jordan Mason,SF,RB,15,SEA,8.2,33.6,4.2,0.2,0.8,0.2,1.8,0.0,0.1,0.1,4.5,4.54
958,Jordan Mason,SF,RB,16,WAS,6.3,26.7,4.5,0.1,0.7,0.2,1.7,0.0,0.1,0.1,3.2,3.24
1026,Jordan Mason,SF,RB,17,LV,4.5,19.8,5.0,0.1,0.5,0.2,1.4,0.0,0.0,0.0,2.7,2.72
1128,Jordan Mason,SF,RB,18,ARI,3.3,15.3,5.0,0.1,0.6,0.2,1.3,0.0,0.0,0.0,2.3,2.26
1184,Jordan Scarlett,CAR,RB,1,LAR,1.6,9.3,4.5,0.1,0.14,0.1,0.9,0.0,0.0,0.0,1.6,1.62
1541,Jordan Scarlett,CAR,RB,2,TB,1.0,5.0,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.55
1567,Jordan Scarlett,CAR,RB,3,ARI,1.0,4.7,5.0,0.0,0.14,0.1,0.5,0.0,0.0,0.0,0.5,0.52
1581,Jordan Scarlett,CAR,RB,4,HOU,1.1,4.3,4.0,0.0,0.14,0.1,0.8,0.0,0.0,0.0,0.5,0.51
1499,Jordan Scarlett,CAR,RB,5,JAX,1.3,5.1,5.0,0.0,0.43,0.3,1.0,0.0,0.0,0.0,0.6,0.61
1812,Jordan Scarlett,CAR,RB,6,TB,0.6,1.8,2.0,0.0,0.28,0.2,0.5,0.0,0.0,0.0,0.2,0.23
1802,Jordan Scarlett,CAR,RB,8,SF,0.6,1.8,2.0,0.0,0.28,0.2,0.6,0.0,0.0,0.0,0.2,0.24
1442,Jordan Scarlett,CAR,RB,9,TEN,1.7,5.1,2.5,0.0,0.57,0.4,1.8,0.0,0.0,0.0,0.7,0.69
1511,Jordan Scarlett,CAR,RB,10,GB,1.2,4.6,5.0,0.0,0.57,0.4,1.4,0.0,0.0,0.0,0.6,0.6
1661,Jordan Scarlett,CAR,RB,11,ATL,0.8,3.0,3.0,0.0,0.43,0.3,1.2,0.0,0.0,0.0,0.4,0.42
1733,Jordan Scarlett,CAR,RB,12,NO,0.8,2.5,2.0,0.0,0.43,0.3,0.8,0.0,0.0,0.0,0.3,0.33
1087,Jordan Todman,JAX,RB,1,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Jordan Todman,JAX,RB,1,PHI,4.0,15.0,3.8,0.0,3.0,2.0,15.0,0.0,0.0,0.0,3.0,3.0
1871,Jordan Todman,CAR,RB,1,JAX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1277,Jordan Todman,IND,RB,1,DET,2.0,8.0,4.0,0.0,0.84,0.6,3.9,0.0,0.1,0.1,1.0,0.99
1812,Jordan Todman,HOU,RB,1,JAX,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.08
1087,Jordan Todman,JAX,RB,2,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,Jordan Todman,JAX,RB,2,WAS,3.0,11.0,3.7,0.0,3.0,2.0,9.0,0.0,0.0,0.0,2.0,2.0
1333,Jordan Todman,PIT,RB,2,SF,1.0,5.0,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0
1448,Jordan Todman,IND,RB,2,DEN,0.7,3.1,3.0,0.0,0.28,0.2,1.1,0.0,0.0,0.0,0.4,0.42
1820,Jordan Todman,HOU,RB,2,CIN,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.07
852,Jordan Todman,JAX,RB,3,SEA,5.0,16.0,3.2,0.0,5.0,4.0,18.0,0.0,0.0,0.0,3.4,3.4
1112,Jordan Todman,JAX,RB,3,IND,2.0,9.0,4.5,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.5,1.5
1333,Jordan Todman,PIT,RB,3,LAR,1.0,6.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0
1588,Jordan Todman,IND,RB,3,LAC,0.3,1.6,0.0,0.0,0.14,0.1,1.0,0.0,0.0,0.0,0.3,0.26
1775,Jordan Todman,HOU,RB,3,NE,0.2,0.7,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.11
1087,Jordan Todman,JAX,RB,4,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,Jordan Todman,JAX,RB,4,LAC,1.0,4.0,4.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.1,1.1
1777,Jordan Todman,PIT,RB,4,BAL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
1475,Jordan Todman,IND,RB,4,JAX,0.5,2.1,0.0,0.0,0.28,0.2,1.7,0.0,0.0,0.0,0.4,0.38
1799,Jordan Todman,HOU,RB,4,TEN,0.1,0.5,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.09
1087,Jordan Todman,JAX,RB,5,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,Jordan Todman,JAX,RB,5,PIT,1.0,5.0,5.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.5,1.5
1871,Jordan Todman,PIT,RB,5,LAC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
1801,Jordan Todman,IND,RB,5,CHI,0.1,0.5,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.09
1681,Jordan Todman,HOU,RB,5,KC,0.4,1.4,0.0,0.0,0.14,0.1,0.5,0.0,0.0,0.0,0.2,0.19
1087,Jordan Todman,JAX,RB,6,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,Jordan Todman,JAX,RB,6,TEN,2.0,10.0,5.0,0.0,4.0,3.0,19.0,0.0,0.0,0.0,2.9,2.9
1777,Jordan Todman,PIT,RB,6,ARI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2
1810,Jordan Todman,IND,RB,6,HOU,0.1,0.4,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.08
1857,Jordan Todman,HOU,RB,6,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Jordan Todman,JAX,RB,7,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,Jordan Todman,JAX,RB,7,CLE,2.0,8.0,4.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.8,1.8
1871,Jordan Todman,PIT,RB,7,KC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
1839,Jordan Todman,IND,RB,7,TEN,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04
1087,Jordan Todman,JAX,RB,8,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,Jordan Todman,JAX,RB,8,MIA,1.0,5.0,5.0,0.0,4.0,3.0,16.0,0.0,0.0,0.0,2.1,2.1
1871,Jordan Todman,PIT,RB,8,CIN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
1839,Jordan Todman,IND,RB,8,KC,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04
1841,Jordan Todman,HOU,RB,8,SEA,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
1112,Jordan Todman,JAX,RB,9,CIN,1.0,5.0,5.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.5,1.5
1140,Jordan Todman,PIT,RB,9,LV,3.0,13.0,4.3,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.7,1.7
1830,Jordan Todman,IND,RB,9,GB,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05
1841,Jordan Todman,HOU,RB,9,IND,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
1087,Jordan Todman,JAX,RB,10,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,Jordan Todman,JAX,RB,10,DAL,1.0,4.0,4.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.4,1.4
1140,Jordan Todman,PIT,RB,10,CLE,3.0,13.0,4.3,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.7,1.7
1855,Jordan Todman,HOU,RB,10,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01
1087,Jordan Todman,JAX,RB,11,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,Jordan Todman,IND,RB,11,TEN,0.1,0.6,0.0,0.0,0.14,0.1,0.5,0.0,0.0,0.0,0.1,0.11
1841,Jordan Todman,HOU,RB,11,ARI,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
1087,Jordan Todman,JAX,RB,12,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,Jordan Todman,JAX,RB,12,IND,1.0,5.0,5.0,0.0,4.0,3.0,19.0,0.0,0.0,0.0,2.4,2.4
1227,Jordan Todman,PIT,RB,12,SEA,2.0,10.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.4,1.4
1827,Jordan Todman,IND,RB,12,PIT,0.1,0.4,0.0,0.0,0.14,0.1,0.2,0.0,0.0,0.0,0.1,0.06
1857,Jordan Todman,HOU,RB,12,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,Jordan Todman,JAX,RB,13,CLE,5.0,17.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7
1173,Jordan Todman,JAX,RB,13,NYG,1.0,3.0,3.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,1.2,1.2
1679,Jordan Todman,IND,RB,13,NYJ,0.4,1.6,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.2,0.2
1841,Jordan Todman,HOU,RB,13,TEN,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
974,Jordan Todman,JAX,RB,14,HOU,5.0,20.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.3,2.3
1173,Jordan Todman,JAX,RB,14,HOU,1.0,2.0,2.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,1.2,1.2
1753,Jordan Todman,IND,RB,14,HOU,0.2,1.0,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.14
1235,Jordan Todman,HOU,RB,14,SF,2.0,8.2,4.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.4,1.43
642,Jordan Todman,JAX,RB,15,BUF,11.0,39.0,3.5,0.0,2.0,2.0,14.0,0.0,0.0,0.0,5.3,5.3
1065,Jordan Todman,JAX,RB,15,BAL,1.0,4.0,4.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,1.8,1.8
1794,Jordan Todman,IND,RB,15,MIN,0.1,0.6,0.0,0.0,0.14,0.1,0.4,0.0,0.0,0.0,0.1,0.1
1841,Jordan Todman,HOU,RB,15,JAX,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
472,Jordan Todman,JAX,RB,16,TEN,14.0,53.0,3.8,0.0,3.0,2.0,21.0,0.0,0.0,0.0,7.4,7.4
996,Jordan Todman,JAX,RB,16,TEN,2.0,8.0,4.0,0.0,3.0,2.0,15.0,0.0,0.0,0.0,2.3,2.3
1780,Jordan Todman,IND,RB,16,LV,0.2,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.12
1841,Jordan Todman,HOU,RB,16,PIT,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02
777,Jordan Todman,JAX,RB,17,IND,8.0,28.0,3.5,0.0,2.0,1.0,13.0,0.0,0.0,0.0,4.1,4.1
784,Jordan Todman,JAX,RB,17,HOU,3.0,13.0,4.3,0.0,4.0,3.0,23.0,0.0,0.0,0.0,3.6,3.6
1801,Jordan Todman,IND,RB,17,JAX,0.1,0.7,0.0,0.0,0.14,0.1,0.2,0.0,0.0,0.0,0.1,0.09
589,Jordan Wilkins,IND,RB,1,CIN,9.8,39.4,3.9,0.2,2.16,1.6,13.6,0.1,0.1,0.1,6.9,6.9
1275,Jordan Wilkins,IND,RB,1,LAC,2.5,12.4,6.0,0.0,0.27,0.2,1.8,0.0,0.1,0.1,1.2,1.22
1545,Jordan Wilkins,IND,RB,1,JAX,1.1,5.7,6.0,0.0,0.4,0.3,1.2,0.0,0.0,0.0,0.7,0.69
1409,Jordan Wilkins,IND,RB,1,SEA,1.3,6.2,6.0,0.0,0.5,0.4,3.9,0.0,0.0,0.0,1.0,1.01
697,Jordan Wilkins,IND,RB,2,WAS,7.4,31.6,4.6,0.2,2.16,1.6,14.2,0.0,0.1,0.1,5.6,5.58
1428,Jordan Wilkins,IND,RB,2,TEN,1.1,5.7,6.0,0.0,0.27,0.2,1.4,0.0,0.0,0.0,0.7,0.71
1085,Jordan Wilkins,IND,RB,2,MIN,3.47,16.7,5.7,0.1,0.67,0.5,3.5,0.0,0.0,0.0,2.6,2.62
1432,Jordan Wilkins,IND,RB,2,LAR,1.2,5.7,6.0,0.0,0.5,0.0,3.4,0.0,0.0,0.0,0.9,0.91
453,Jordan Wilkins,IND,RB,3,PHI,12.2,45.4,3.8,0.3,3.37,2.5,17.5,0.1,0.1,0.1,8.5,8.49
759,Jordan Wilkins,IND,RB,3,ATL,6.5,34.8,5.8,0.2,0.54,0.4,2.6,0.0,0.1,0.1,4.7,4.74
1082,Jordan Wilkins,IND,RB,3,NYJ,3.3,17.9,6.0,0.1,0.4,0.3,2.4,0.0,0.0,0.0,2.6,2.63
1527,Jordan Wilkins,IND,RB,3,TEN,1.4,4.5,4.0,0.0,0.4,0.0,2.5,0.0,0.0,0.0,0.7,0.7
559,Jordan Wilkins,IND,RB,4,HOU,11.6,41.8,3.5,0.3,2.7,2.0,14.9,0.0,0.1,0.1,7.3,7.27
1019,Jordan Wilkins,IND,RB,4,LV,3.91,18.8,4.8,0.1,0.54,0.4,2.7,0.0,0.1,0.1,2.6,2.55
893,Jordan Wilkins,IND,RB,4,CHI,4.5,24.1,6.0,0.2,0.54,0.4,2.6,0.0,0.0,0.0,3.9,3.87
1710,Jordan Wilkins,IND,RB,4,MIA,0.7,3.0,3.0,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.4,0.42
680,Jordan Wilkins,IND,RB,5,NE,9.1,36.2,4.0,0.2,2.02,1.5,11.1,0.0,0.1,0.1,5.7,5.73
932,Jordan Wilkins,IND,RB,5,KC,4.2,23.6,6.0,0.1,0.81,0.6,4.3,0.0,0.1,0.1,3.2,3.19
969,Jordan Wilkins,IND,RB,5,CLE,4.4,22.7,5.8,0.1,0.67,0.5,3.4,0.0,0.0,0.0,3.2,3.21
2091,Jordan Wilkins,IND,RB,5,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,Jordan Wilkins,IND,RB,6,NYJ,5.6,21.8,3.7,0.1,1.62,1.2,8.0,0.0,0.1,0.1,3.4,3.38
1035,Jordan Wilkins,IND,RB,6,CIN,4.1,21.4,5.2,0.1,0.27,0.2,1.6,0.0,0.0,0.0,2.9,2.9
2091,Jordan Wilkins,IND,RB,6,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,Jordan Wilkins,IND,RB,7,BUF,2.6,10.7,3.7,0.1,0.81,0.6,4.0,0.0,0.0,0.0,2.1,2.07
1065,Jordan Wilkins,IND,RB,7,HOU,3.1,16.3,5.3,0.1,0.54,0.4,2.8,0.0,0.1,0.1,2.3,2.31
1061,Jordan Wilkins,IND,RB,8,LV,3.5,15.9,4.0,0.1,0.81,0.6,3.9,0.0,0.1,0.1,2.4,2.38
1047,Jordan Wilkins,IND,RB,8,DEN,3.7,17.2,4.2,0.1,0.54,0.4,2.9,0.0,0.1,0.1,2.4,2.41
1045,Jordan Wilkins,IND,RB,8,DET,4.2,20.9,5.2,0.1,0.27,0.2,1.5,0.0,0.0,0.0,2.8,2.84
1106,Jordan Wilkins,IND,RB,9,PIT,3.2,14.6,5.0,0.1,0.54,0.4,2.7,0.0,0.1,0.1,2.1,2.13
636,Jordan Wilkins,IND,RB,9,BAL,9.5,43.4,4.3,0.2,1.08,0.8,7.7,0.0,0.1,0.1,6.1,6.11
1442,Jordan Wilkins,IND,RB,9,NE,2.5,8.1,4.0,0.0,1.4,0.5,3.2,0.0,0.0,0.0,1.1,1.13
1147,Jordan Wilkins,IND,RB,10,JAX,2.1,9.7,5.0,0.1,0.4,0.3,3.0,0.0,0.0,0.0,1.9,1.87
882,Jordan Wilkins,IND,RB,10,MIA,4.0,19.9,5.0,0.2,0.67,0.5,3.9,0.0,0.0,0.0,3.6,3.58
653,Jordan Wilkins,IND,RB,10,TEN,8.9,42.1,4.7,0.2,1.21,0.9,7.5,0.0,0.1,0.1,6.0,5.96
1313,Jordan Wilkins,IND,RB,10,LV,2.4,9.1,4.5,0.0,1.3,1.0,6.3,0.0,0.0,0.0,1.5,1.54
1138,Jordan Wilkins,IND,RB,11,TEN,2.8,12.8,4.3,0.1,0.4,0.3,2.4,0.0,0.1,0.1,1.9,1.92
1918,Jordan Wilkins,IND,RB,11,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,Jordan Wilkins,IND,RB,11,GB,7.9,35.2,4.4,0.3,0.94,0.7,5.0,0.0,0.1,0.1,5.6,5.62
1580,Jordan Wilkins,IND,RB,11,PHI,1.0,4.5,4.0,0.0,1.0,0.5,2.8,0.0,0.0,0.0,0.7,0.73
1025,Jordan Wilkins,IND,RB,12,MIA,3.4,18.2,6.0,0.1,0.67,0.5,3.8,0.0,0.1,0.1,2.6,2.6
747,Jordan Wilkins,IND,RB,12,HOU,7.5,33.4,4.1,0.2,1.21,0.9,5.5,0.0,0.1,0.1,4.9,4.89
458,Jordan Wilkins,IND,RB,12,TEN,12.5,53.4,4.4,0.4,1.62,1.2,8.5,0.0,0.1,0.1,8.4,8.39
1719,Jordan Wilkins,IND,RB,12,PIT,0.6,2.7,3.0,0.0,0.7,0.4,2.5,0.0,0.0,0.0,0.5,0.52
1032,Jordan Wilkins,IND,RB,13,JAX,3.6,16.1,4.0,0.1,1.08,0.8,5.4,0.0,0.1,0.1,2.6,2.55
970,Jordan Wilkins,IND,RB,13,TEN,4.4,18.8,4.8,0.1,0.81,0.6,4.2,0.0,0.0,0.0,2.9,2.9
822,Jordan Wilkins,IND,RB,13,HOU,5.9,27.3,4.5,0.2,1.08,0.8,5.5,0.0,0.0,0.0,4.5,4.48
1547,Jordan Wilkins,IND,RB,13,DAL,0.9,4.4,4.0,0.0,0.7,0.7,3.8,0.0,0.0,0.0,0.8,0.82
1188,Jordan Wilkins,IND,RB,14,HOU,2.0,9.7,5.0,0.1,0.4,0.3,3.8,0.0,0.2,0.2,1.6,1.55
988,Jordan Wilkins,IND,RB,14,TB,3.8,16.9,4.2,0.1,1.08,0.8,5.2,0.0,0.0,0.0,2.8,2.81
907,Jordan Wilkins,IND,RB,14,LV,5.5,24.4,4.0,0.1,1.48,1.1,7.2,0.0,0.0,0.0,3.8,3.76
