Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
2091,A.J. Rose,MIN,RB,1,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,2,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,3,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,5,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,6,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,8,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,A.J. Rose,MIN,RB,9,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,AJ Dillon,GB,RB,1,MIN,5.0,17.7,3.6,0.1,0.99,0.7,4.0,0.0,0.0,0.0,2.8,2.77
756,AJ Dillon,GB,RB,1,NO,9.0,36.6,4.1,0.2,1.1,0.8,5.7,0.0,0.1,0.1,5.2,5.23
404,AJ Dillon,GB,RB,1,MIN,11.6,52.3,4.3,0.4,3.0,2.1,16.2,0.1,0.1,0.1,9.6,9.65
1183,AJ Dillon,GB,RB,2,DET,2.4,11.6,6.0,0.1,0.42,0.3,2.4,0.0,0.0,0.0,2.0,2.0
689,AJ Dillon,GB,RB,2,DET,9.3,41.9,4.7,0.2,1.3,0.9,5.8,0.0,0.1,0.1,5.8,5.77
343,AJ Dillon,GB,RB,2,CHI,13.1,57.3,4.4,0.4,3.2,2.4,18.7,0.1,0.1,0.1,10.4,10.4
1170,AJ Dillon,GB,RB,3,NO,3.4,12.9,4.3,0.1,0.42,0.3,1.9,0.0,0.0,0.0,2.1,2.08
808,AJ Dillon,GB,RB,3,SF,7.3,30.9,4.4,0.2,1.2,0.9,6.0,0.0,0.1,0.1,4.7,4.69
423,AJ Dillon,GB,RB,3,TB,12.8,54.6,4.2,0.3,3.6,2.4,18.1,0.1,0.1,0.1,9.5,9.47
1282,AJ Dillon,GB,RB,4,ATL,2.0,7.5,4.0,0.1,0.14,0.1,0.8,0.0,0.0,0.0,1.4,1.43
772,AJ Dillon,GB,RB,4,PIT,7.6,32.9,4.1,0.2,1.2,1.0,5.8,0.0,0.0,0.0,5.1,5.07
356,AJ Dillon,GB,RB,4,NE,13.0,55.7,4.3,0.4,3.3,2.4,19.3,0.1,0.1,0.1,10.3,10.3
728,AJ Dillon,GB,RB,5,CIN,8.5,37.9,4.8,0.2,1.3,1.0,6.5,0.0,0.1,0.1,5.4,5.44
361,AJ Dillon,GB,RB,5,NYG,13.2,57.5,4.5,0.4,2.8,2.1,16.7,0.1,0.1,0.1,10.2,10.22
1315,AJ Dillon,GB,RB,6,TB,2.0,6.7,3.5,0.1,0.14,0.1,0.6,0.0,0.0,0.0,1.3,1.33
728,AJ Dillon,GB,RB,6,CHI,8.0,34.4,4.2,0.2,2.0,1.5,10.0,0.0,0.1,0.1,5.4,5.44
434,AJ Dillon,GB,RB,6,NYJ,12.3,51.7,4.3,0.4,2.6,1.9,14.0,0.1,0.1,0.1,9.4,9.37
551,AJ Dillon,GB,RB,7,HOU,8.8,35.9,4.0,0.3,1.98,1.4,12.8,0.1,0.1,0.1,7.1,7.07
596,AJ Dillon,GB,RB,7,WAS,9.5,43.4,4.3,0.2,1.9,1.5,10.7,0.1,0.1,0.1,7.0,7.01
489,AJ Dillon,GB,RB,7,WAS,12.2,51.4,4.2,0.3,2.8,2.2,14.6,0.1,0.1,0.1,8.8,8.8
897,AJ Dillon,GB,RB,8,MIN,5.4,22.3,4.4,0.2,0.85,0.6,4.2,0.0,0.0,0.0,3.8,3.85
656,AJ Dillon,GB,RB,8,ARI,7.7,34.9,4.4,0.2,1.9,1.6,10.9,0.1,0.1,0.1,6.2,6.18
646,AJ Dillon,GB,RB,8,BUF,9.7,38.3,3.8,0.2,2.6,1.7,12.0,0.1,0.1,0.1,6.6,6.63
586,AJ Dillon,GB,RB,9,KC,10.4,47.3,4.7,0.3,1.9,1.3,8.2,0.0,0.1,0.1,7.2,7.15
607,AJ Dillon,GB,RB,9,DET,9.9,43.9,4.4,0.3,2.4,1.6,11.9,0.0,0.1,0.1,7.2,7.18
1805,AJ Dillon,GB,RB,10,JAX,0.5,1.9,0.0,0.0,0.14,0.1,0.6,0.0,0.0,0.0,0.2,0.25
539,AJ Dillon,GB,RB,10,SEA,9.8,45.0,4.5,0.3,2.3,1.6,10.7,0.1,0.1,0.1,7.8,7.77
591,AJ Dillon,GB,RB,10,DAL,10.4,44.9,4.5,0.3,2.5,1.8,13.1,0.0,0.1,0.1,7.4,7.4
1645,AJ Dillon,GB,RB,11,IND,1.0,3.6,4.0,0.0,0.28,0.2,1.1,0.0,0.0,0.0,0.5,0.47
77,AJ Dillon,GB,RB,11,MIN,18.0,82.6,4.6,0.6,3.7,3.0,22.5,0.1,0.1,0.1,14.5,14.51
636,AJ Dillon,GB,RB,11,TEN,10.4,41.0,4.1,0.2,2.1,1.4,10.4,0.1,0.1,0.1,6.7,6.74
1645,AJ Dillon,GB,RB,12,CHI,1.1,3.5,4.0,0.0,0.56,0.4,1.2,0.0,0.0,0.0,0.5,0.47
438,AJ Dillon,GB,RB,12,LAR,12.2,52.7,4.4,0.3,2.7,2.2,16.9,0.1,0.1,0.1,9.2,9.16
692,AJ Dillon,GB,RB,12,PHI,9.4,40.7,4.6,0.2,2.0,1.2,8.3,0.0,0.1,0.1,5.9,5.9
1838,AJ Dillon,GB,RB,13,PHI,0.5,1.6,0.0,0.0,0.28,0.2,0.6,0.0,0.0,0.0,0.2,0.22
584,AJ Dillon,GB,RB,13,CHI,10.5,47.2,4.7,0.3,2.2,1.7,12.1,0.0,0.1,0.1,7.5,7.53
1373,AJ Dillon,GB,RB,14,DET,1.5,10.4,5.0,0.0,0.42,0.3,1.2,0.0,0.0,0.0,1.2,1.16
358,AJ Dillon,GB,RB,14,CHI,12.2,54.9,4.6,0.3,2.6,2.1,18.5,0.2,0.1,0.1,10.1,10.14
1404,AJ Dillon,GB,RB,15,CAR,1.5,9.1,4.5,0.0,0.28,0.2,1.3,0.0,0.0,0.0,1.0,1.04
419,AJ Dillon,GB,RB,15,BAL,13.8,55.7,4.0,0.3,2.4,1.8,16.3,0.1,0.1,0.1,9.4,9.4
522,AJ Dillon,GB,RB,15,LAR,11.4,48.5,4.4,0.3,2.6,1.8,12.2,0.1,0.1,0.1,8.3,8.27
969,AJ Dillon,GB,RB,16,TEN,5.4,21.5,4.4,0.1,0.85,0.6,4.6,0.0,0.0,0.0,3.2,3.21
425,AJ Dillon,GB,RB,16,CLE,12.4,50.7,4.2,0.4,2.4,1.7,14.5,0.1,0.1,0.1,9.3,9.32
588,AJ Dillon,GB,RB,16,MIA,10.2,45.2,4.5,0.3,2.8,1.8,13.1,0.0,0.1,0.1,7.4,7.43
1019,AJ Dillon,GB,RB,17,CHI,4.2,21.2,5.2,0.1,0.56,0.4,2.8,0.0,0.0,0.0,3.0,3.0
481,AJ Dillon,GB,RB,17,MIN,12.2,50.3,4.2,0.3,2.4,1.8,13.6,0.1,0.1,0.1,8.6,8.59
375,AJ Dillon,GB,RB,17,MIN,12.6,53.2,4.1,0.5,3.0,2.1,12.6,0.1,0.1,0.1,10.0,9.98
531,AJ Dillon,GB,RB,18,DET,11.4,45.6,4.2,0.3,2.1,1.3,11.0,0.1,0.1,0.1,7.9,7.86
419,AJ Dillon,GB,RB,18,DET,11.1,47.6,4.4,0.5,2.8,2.0,13.4,0.1,0.1,0.1,9.5,9.5
1855,Aaron Green,LAR,RB,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Aaron Green,LAR,RB,2,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Aaron Green,LAR,RB,3,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Aaron Green,LAR,RB,4,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Aaron Green,LAR,RB,5,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Aaron Green,LAR,RB,7,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,Aaron Green,DAL,RB,13,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Aaron Jones,GB,RB,1,CHI,12.8,59.8,4.6,0.4,3.67,2.7,21.1,0.1,0.1,0.1,10.9,10.89
166,Aaron Jones,GB,RB,1,MIN,14.7,64.4,4.3,0.6,3.94,2.9,24.5,0.1,0.1,0.1,12.9,12.89
123,Aaron Jones,GB,RB,1,NO,14.8,69.8,4.7,0.6,4.5,3.4,25.5,0.1,0.1,0.1,13.5,13.53
186,Aaron Jones,GB,RB,1,MIN,12.1,57.9,4.8,0.4,5.4,4.3,31.1,0.2,0.1,0.1,12.3,12.3
1354,Aaron Jones,GB,RB,2,ATL,1.0,4.2,4.0,0.0,0.4,0.3,2.6,0.0,0.0,0.0,0.7,0.68
1840,Aaron Jones,GB,RB,2,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Aaron Jones,GB,RB,2,MIN,13.7,61.4,4.4,0.4,2.85,2.1,16.3,0.1,0.1,0.1,10.6,10.57
151,Aaron Jones,GB,RB,2,DET,14.2,64.0,4.6,0.6,4.21,3.1,27.7,0.1,0.1,0.1,13.2,13.17
57,Aaron Jones,GB,RB,2,DET,14.7,76.9,5.1,0.7,4.4,3.4,27.5,0.1,0.1,0.1,15.0,15.04
161,Aaron Jones,GB,RB,2,CHI,11.9,58.5,4.8,0.4,5.0,3.9,28.8,0.3,0.1,0.1,12.7,12.73
1338,Aaron Jones,GB,RB,3,CIN,1.2,4.9,5.0,0.0,0.4,0.3,2.3,0.0,0.0,0.0,0.7,0.72
808,Aaron Jones,GB,RB,3,WAS,6.0,27.4,4.5,0.2,1.36,1.0,6.8,0.0,0.0,0.0,4.6,4.62
151,Aaron Jones,GB,RB,3,DEN,15.8,71.5,4.5,0.6,3.67,2.7,20.7,0.1,0.1,0.1,13.2,13.22
56,Aaron Jones,GB,RB,3,NO,14.2,64.8,4.6,0.7,5.16,3.8,31.8,0.2,0.1,0.1,14.9,14.86
105,Aaron Jones,GB,RB,3,SF,14.8,68.8,4.6,0.5,4.6,3.9,29.7,0.2,0.1,0.1,13.8,13.85
255,Aaron Jones,GB,RB,3,TB,11.7,57.7,4.8,0.3,4.8,3.7,28.0,0.2,0.1,0.1,11.4,11.37
1338,Aaron Jones,GB,RB,4,CHI,1.1,4.4,4.0,0.0,0.4,0.3,2.8,0.0,0.0,0.0,0.7,0.72
628,Aaron Jones,GB,RB,4,BUF,8.9,39.3,4.3,0.3,1.63,1.2,8.6,0.0,0.1,0.1,6.4,6.39
242,Aaron Jones,GB,RB,4,PHI,13.3,58.6,4.5,0.6,2.99,2.2,17.0,0.1,0.1,0.1,11.6,11.56
33,Aaron Jones,GB,RB,4,ATL,14.6,69.5,4.7,0.9,4.48,3.3,29.1,0.2,0.1,0.1,16.3,16.26
41,Aaron Jones,GB,RB,4,PIT,15.0,70.3,4.7,0.7,4.2,3.4,27.8,0.3,0.1,0.1,15.6,15.61
143,Aaron Jones,GB,RB,4,NE,12.2,61.2,5.1,0.4,4.5,3.7,28.7,0.3,0.1,0.1,13.0,12.99
481,Aaron Jones,GB,RB,5,DAL,9.0,38.8,4.3,0.3,2.72,2.0,16.3,0.1,0.1,0.1,7.7,7.71
374,Aaron Jones,GB,RB,5,DET,10.3,53.2,5.3,0.4,2.44,1.8,13.1,0.1,0.1,0.1,9.4,9.43
199,Aaron Jones,GB,RB,5,DAL,14.8,66.7,4.5,0.5,4.48,3.3,23.4,0.1,0.1,0.1,12.4,12.41
70,Aaron Jones,GB,RB,5,CIN,14.5,68.4,4.9,0.7,4.1,3.3,26.9,0.2,0.1,0.1,14.7,14.73
172,Aaron Jones,GB,RB,5,NYG,12.9,67.0,5.2,0.4,4.2,3.3,25.1,0.2,0.1,0.1,12.6,12.61
503,Aaron Jones,GB,RB,6,MIN,10.7,44.4,4.0,0.2,2.58,1.9,15.1,0.1,0.1,0.1,7.6,7.55
456,Aaron Jones,GB,RB,6,SF,9.5,45.0,4.5,0.4,2.04,1.5,11.6,0.1,0.1,0.1,8.5,8.46
113,Aaron Jones,GB,RB,6,DET,14.9,69.5,4.7,0.7,4.21,3.1,24.9,0.1,0.1,0.1,14.0,14.04
74,Aaron Jones,GB,RB,6,TB,14.9,60.2,4.0,0.7,4.89,3.6,32.9,0.2,0.1,0.1,14.5,14.51
94,Aaron Jones,GB,RB,6,CHI,14.3,67.2,4.8,0.6,4.3,3.4,27.7,0.2,0.1,0.1,14.1,14.09
141,Aaron Jones,GB,RB,6,NYJ,12.9,66.8,5.2,0.5,4.2,3.2,23.2,0.2,0.1,0.1,13.0,13.0
543,Aaron Jones,GB,RB,7,NO,10.5,43.1,4.3,0.3,2.17,1.6,12.9,0.0,0.1,0.1,7.2,7.2
184,Aaron Jones,GB,RB,7,LV,12.3,55.7,4.7,0.7,4.35,3.2,25.1,0.1,0.1,0.1,12.7,12.68
2011,Aaron Jones,GB,RB,7,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Aaron Jones,GB,RB,7,WAS,14.5,70.4,5.0,0.7,4.4,3.6,28.8,0.3,0.1,0.1,15.7,15.72
214,Aaron Jones,GB,RB,7,WAS,12.7,62.2,4.8,0.4,4.0,3.1,22.1,0.2,0.1,0.1,11.8,11.83
591,Aaron Jones,GB,RB,8,LAR,8.3,41.8,5.2,0.3,1.9,1.4,10.9,0.0,0.1,0.1,6.9,6.87
126,Aaron Jones,GB,RB,8,KC,13.6,66.1,4.7,0.7,4.35,3.2,26.1,0.1,0.1,0.1,13.8,13.82
68,Aaron Jones,GB,RB,8,ARI,13.2,63.9,4.9,0.6,4.9,4.2,31.5,0.3,0.1,0.1,14.7,14.74
290,Aaron Jones,GB,RB,8,BUF,12.0,54.0,4.5,0.3,5.2,4.0,27.4,0.2,0.1,0.1,10.9,10.94
234,Aaron Jones,GB,RB,9,DET,15.1,60.5,4.0,0.5,2.72,2.0,16.1,0.0,0.1,0.1,10.5,10.46
311,Aaron Jones,GB,RB,9,NE,11.8,57.9,4.8,0.4,2.72,2.0,14.9,0.1,0.1,0.1,10.1,10.08
74,Aaron Jones,GB,RB,9,LAC,13.6,64.1,4.6,0.7,5.16,3.8,34.4,0.2,0.1,0.1,15.0,15.05
160,Aaron Jones,GB,RB,9,SF,12.9,59.4,4.5,0.6,3.94,2.9,24.5,0.2,0.1,0.1,13.0,12.99
82,Aaron Jones,GB,RB,9,KC,14.7,70.3,4.7,0.6,4.5,3.8,27.5,0.2,0.1,0.1,14.4,14.38
83,Aaron Jones,GB,RB,9,DET,14.1,72.1,5.1,0.5,4.6,3.8,28.6,0.2,0.1,0.1,14.1,14.07
492,Aaron Jones,GB,RB,10,CHI,11.0,47.2,4.3,0.3,2.44,1.8,12.8,0.0,0.1,0.1,7.6,7.6
180,Aaron Jones,GB,RB,10,MIA,13.5,68.2,4.9,0.5,2.99,2.2,17.2,0.1,0.1,0.1,11.9,11.94
92,Aaron Jones,GB,RB,10,CAR,13.2,62.4,4.8,0.7,4.76,3.5,30.1,0.2,0.1,0.1,14.4,14.45
31,Aaron Jones,GB,RB,10,JAX,15.8,76.8,4.8,0.8,4.62,3.4,29.2,0.2,0.1,0.1,16.4,16.4
81,Aaron Jones,GB,RB,10,SEA,13.3,64.0,4.9,0.6,4.8,3.8,27.9,0.3,0.1,0.1,14.4,14.39
275,Aaron Jones,GB,RB,10,DAL,12.1,59.7,5.0,0.3,4.1,3.2,23.5,0.2,0.1,0.1,11.1,11.12
150,Aaron Jones,GB,RB,11,SEA,14.4,74.0,5.3,0.5,3.26,2.4,18.3,0.1,0.1,0.1,12.6,12.63
115,Aaron Jones,GB,RB,11,IND,14.0,62.0,4.4,0.6,5.16,3.8,29.5,0.2,0.1,0.1,13.8,13.75
234,Aaron Jones,GB,RB,11,TEN,13.9,64.6,4.6,0.3,4.4,3.4,23.5,0.2,0.1,0.1,11.6,11.61
1857,Aaron Jones,GB,RB,12,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Aaron Jones,GB,RB,12,MIN,13.9,65.1,4.6,0.5,4.08,3.0,23.8,0.1,0.1,0.1,12.3,12.29
189,Aaron Jones,GB,RB,12,SF,12.3,58.0,4.8,0.6,4.35,3.2,27.8,0.1,0.1,0.1,12.6,12.58
119,Aaron Jones,GB,RB,12,CHI,13.9,63.8,4.6,0.6,4.76,3.5,27.2,0.2,0.1,0.1,13.7,13.7
454,Aaron Jones,GB,RB,12,LAR,9.4,41.7,4.7,0.4,3.5,2.4,17.7,0.1,0.0,0.0,8.9,8.94
226,Aaron Jones,GB,RB,12,PHI,13.5,67.7,4.9,0.4,4.4,3.5,21.1,0.1,0.1,0.1,11.7,11.68
832,Aaron Jones,GB,RB,13,TB,5.8,26.3,4.3,0.2,1.36,1.0,8.1,0.0,0.0,0.0,4.6,4.64
82,Aaron Jones,GB,RB,13,ARI,14.8,77.2,5.1,0.7,3.8,2.8,23.1,0.1,0.1,0.1,14.6,14.63
108,Aaron Jones,GB,RB,13,NYG,13.9,63.1,4.5,0.7,3.94,2.9,26.6,0.2,0.1,0.1,14.2,14.17
116,Aaron Jones,GB,RB,13,PHI,14.1,65.0,4.6,0.6,4.48,3.3,26.3,0.2,0.1,0.1,13.7,13.73
169,Aaron Jones,GB,RB,13,CHI,13.7,69.0,4.9,0.4,4.1,3.3,23.5,0.2,0.1,0.1,12.6,12.65
716,Aaron Jones,GB,RB,14,CLE,9.0,33.8,3.8,0.2,1.9,1.4,10.5,0.0,0.0,0.0,5.6,5.63
104,Aaron Jones,GB,RB,14,ATL,13.8,73.9,5.3,0.6,4.62,3.4,24.9,0.1,0.1,0.1,13.9,13.88
147,Aaron Jones,GB,RB,14,WAS,13.3,61.4,4.7,0.6,3.94,2.9,25.6,0.2,0.1,0.1,13.3,13.3
43,Aaron Jones,GB,RB,14,DET,15.3,74.3,4.9,0.7,5.03,3.7,29.8,0.2,0.1,0.1,15.6,15.61
193,Aaron Jones,GB,RB,14,CHI,12.4,58.4,4.8,0.5,4.1,3.2,25.4,0.2,0.1,0.1,12.4,12.38
1006,Aaron Jones,GB,RB,15,CAR,4.7,19.1,3.8,0.1,1.36,1.0,7.2,0.0,0.0,0.0,3.2,3.23
187,Aaron Jones,GB,RB,15,CHI,14.2,61.3,4.4,0.5,3.94,2.9,23.3,0.1,0.1,0.1,11.9,11.86
130,Aaron Jones,GB,RB,15,CHI,13.9,62.8,4.5,0.6,4.48,3.3,28.6,0.2,0.1,0.1,13.7,13.74
107,Aaron Jones,GB,RB,15,CAR,14.8,73.4,4.9,0.6,4.35,3.2,25.2,0.1,0.1,0.1,13.9,13.86
256,Aaron Jones,GB,RB,15,BAL,10.6,48.0,4.4,0.4,4.4,3.4,28.1,0.3,0.1,0.1,11.6,11.61
210,Aaron Jones,GB,RB,15,LAR,13.6,62.3,4.4,0.4,4.3,3.3,22.6,0.2,0.1,0.1,11.9,11.89
794,Aaron Jones,GB,RB,16,MIN,7.3,28.6,4.1,0.2,1.63,1.2,8.9,0.0,0.0,0.0,5.0,4.95
1840,Aaron Jones,GB,RB,16,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Aaron Jones,GB,RB,16,MIN,13.0,60.1,4.6,0.5,4.08,3.0,25.7,0.1,0.1,0.1,12.0,11.98
39,Aaron Jones,GB,RB,16,TEN,16.7,80.4,4.7,0.7,4.89,3.6,27.2,0.2,0.1,0.1,16.0,15.96
190,Aaron Jones,GB,RB,16,CLE,11.6,52.8,4.4,0.5,4.3,3.3,25.8,0.3,0.1,0.1,12.5,12.46
198,Aaron Jones,GB,RB,16,MIA,13.2,61.5,4.8,0.4,4.6,3.6,25.3,0.2,0.1,0.1,12.1,12.08
31,Aaron Jones,GB,RB,17,DET,18.5,78.3,4.3,0.8,4.62,3.4,28.2,0.2,0.1,0.1,16.4,16.45
171,Aaron Jones,GB,RB,17,CHI,14.4,69.8,5.0,0.5,4.35,3.2,24.6,0.1,0.1,0.1,12.8,12.84
157,Aaron Jones,GB,RB,17,MIN,12.3,59.9,5.0,0.5,4.6,3.4,23.9,0.3,0.1,0.1,13.0,12.98
396,Aaron Jones,GB,RB,17,MIN,11.7,50.2,4.2,0.3,4.4,3.4,19.3,0.2,0.1,0.1,9.8,9.75
237,Aaron Jones,GB,RB,18,DET,12.6,60.8,4.7,0.4,4.4,3.4,20.9,0.2,0.1,0.1,11.6,11.57
1920,Aaron Ripkowski,GB,FB,1,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,Aaron Ripkowski,GB,FB,1,JAX,0.4,1.5,0.0,0.0,0.39,0.3,3.0,0.0,0.0,0.0,0.4,0.45
1229,Aaron Ripkowski,GB,FB,1,SEA,1.5,5.9,3.0,0.1,0.93,0.7,4.9,0.0,0.1,0.1,1.5,1.48
1588,Aaron Ripkowski,GB,FB,2,MIN,0.2,0.8,0.0,0.0,0.39,0.3,1.8,0.0,0.0,0.0,0.3,0.26
1347,Aaron Ripkowski,GB,FB,2,ATL,0.8,3.7,4.0,0.0,0.53,0.4,3.3,0.0,0.0,0.0,0.7,0.7
1541,Aaron Ripkowski,GB,FB,3,DET,0.3,1.0,0.0,0.0,0.26,0.2,2.1,0.0,0.0,0.0,0.3,0.31
1323,Aaron Ripkowski,GB,FB,3,CIN,0.8,4.0,4.0,0.0,0.66,0.5,3.6,0.0,0.0,0.0,0.8,0.76
1920,Aaron Ripkowski,GB,FB,4,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Aaron Ripkowski,GB,FB,4,CHI,0.7,3.0,3.0,0.0,0.39,0.3,2.4,0.0,0.0,0.0,0.5,0.54
1920,Aaron Ripkowski,GB,FB,5,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,Aaron Ripkowski,GB,FB,5,NYG,0.3,0.9,0.0,0.0,0.26,0.2,2.5,0.0,0.0,0.0,0.3,0.34
1319,Aaron Ripkowski,GB,FB,5,DAL,0.8,3.3,3.0,0.0,0.79,0.6,4.4,0.0,0.0,0.0,0.8,0.77
1920,Aaron Ripkowski,GB,FB,6,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,Aaron Ripkowski,GB,FB,6,DAL,1.5,5.5,3.0,0.1,0.66,0.5,3.4,0.0,0.0,0.0,1.5,1.49
1514,Aaron Ripkowski,GB,FB,6,MIN,0.2,1.0,0.0,0.0,0.39,0.3,2.1,0.0,0.0,0.0,0.3,0.31
1330,Aaron Ripkowski,GB,FB,7,CHI,1.1,4.1,4.0,0.0,0.66,0.5,3.6,0.0,0.0,0.0,0.8,0.77
1491,Aaron Ripkowski,GB,FB,7,NO,0.2,1.3,0.0,0.0,0.26,0.2,2.1,0.0,0.0,0.0,0.3,0.34
1920,Aaron Ripkowski,GB,FB,8,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,Aaron Ripkowski,GB,FB,8,ATL,1.1,4.3,4.0,0.0,0.79,0.6,4.6,0.1,0.0,0.0,1.5,1.49
1920,Aaron Ripkowski,GB,FB,9,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Aaron Ripkowski,GB,FB,9,IND,6.0,25.2,4.2,0.2,1.19,0.9,7.1,0.1,0.0,0.0,5.0,5.03
1525,Aaron Ripkowski,GB,FB,9,DET,0.3,1.1,0.0,0.0,0.26,0.2,1.9,0.0,0.0,0.0,0.3,0.3
1871,Aaron Ripkowski,GB,FB,10,DET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1285,Aaron Ripkowski,GB,FB,10,TEN,1.4,5.7,6.0,0.0,0.66,0.5,3.8,0.0,0.0,0.0,1.0,0.95
1546,Aaron Ripkowski,GB,FB,10,CHI,0.2,1.1,0.0,0.0,0.26,0.2,1.7,0.0,0.0,0.0,0.3,0.28
1871,Aaron Ripkowski,GB,FB,11,MIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1336,Aaron Ripkowski,GB,FB,11,WAS,1.1,5.3,5.0,0.0,0.39,0.3,2.0,0.0,0.0,0.0,0.7,0.73
978,Aaron Ripkowski,GB,FB,11,BAL,3.4,13.9,4.7,0.1,1.59,1.2,8.5,0.1,0.0,0.0,3.4,3.44
1871,Aaron Ripkowski,GB,FB,12,CHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1343,Aaron Ripkowski,GB,FB,12,PHI,1.0,4.9,5.0,0.0,0.39,0.3,1.9,0.0,0.0,0.0,0.7,0.68
1280,Aaron Ripkowski,GB,FB,12,PIT,1.0,3.9,4.0,0.0,1.33,1.0,6.5,0.0,0.0,0.0,1.0,1.04
1338,Aaron Ripkowski,GB,FB,13,HOU,1.2,5.0,5.0,0.0,0.39,0.3,2.1,0.0,0.0,0.0,0.7,0.71
1294,Aaron Ripkowski,GB,FB,13,TB,0.8,3.2,3.0,0.0,0.93,0.7,6.0,0.0,0.0,0.0,0.9,0.92
1871,Aaron Ripkowski,GB,FB,14,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1336,Aaron Ripkowski,GB,FB,14,SEA,1.0,4.0,4.0,0.0,0.53,0.4,3.3,0.0,0.0,0.0,0.7,0.73
1455,Aaron Ripkowski,GB,FB,14,CLE,0.2,1.1,0.0,0.0,0.66,0.5,3.2,0.0,0.0,0.0,0.4,0.43
1125,Aaron Ripkowski,GB,FB,15,CHI,2.1,8.5,4.0,0.1,0.93,0.7,4.4,0.0,0.0,0.0,1.9,1.89
1431,Aaron Ripkowski,GB,FB,15,CAR,0.2,1.0,0.0,0.0,0.66,0.5,3.8,0.0,0.0,0.0,0.5,0.48
1149,Aaron Ripkowski,GB,FB,16,MIN,1.7,7.1,3.5,0.1,0.79,0.6,4.5,0.0,0.0,0.0,1.8,1.76
1466,Aaron Ripkowski,GB,FB,16,MIN,0.2,0.8,0.0,0.0,0.66,0.5,3.2,0.0,0.0,0.0,0.4,0.4
1871,Aaron Ripkowski,GB,FB,17,MIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1
1185,Aaron Ripkowski,GB,FB,17,DET,1.3,5.1,5.0,0.1,0.93,0.7,4.6,0.0,0.0,0.0,1.6,1.57
