Rank,Name,Team,Position,Week,Opponent,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,ReceivingTargets,ProjRecCount,ProjRecYd,ProjRecTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1,Year
1060,AJ Dillon,GB,RB,1,MIN,5.0,17.7,3.6,0.1,0.99,0.7,4.0,0.0,0.0,0.0,2.8,-2.0700000000000003,2020
1183,AJ Dillon,GB,RB,2,DET,2.4,11.6,6.0,0.1,0.42,0.3,2.4,0.0,0.0,0.0,2.0,-0.5999999999999999,2020
1170,AJ Dillon,GB,RB,3,NO,3.4,12.9,4.3,0.1,0.42,0.3,1.9,0.0,0.0,0.0,2.1,-2.38,2020
1282,AJ Dillon,GB,RB,4,ATL,2.0,7.5,4.0,0.1,0.14,0.1,0.8,0.0,0.0,0.0,1.4,-1.2300000000000002,2020
1315,AJ Dillon,GB,RB,6,TB,2.0,6.7,3.5,0.1,0.14,0.1,0.6,0.0,0.0,0.0,1.3,1.67,2020
551,AJ Dillon,GB,RB,7,HOU,8.8,35.9,4.0,0.3,1.98,1.4,12.8,0.1,0.1,0.1,7.1,-7.5699999999999985,2020
897,AJ Dillon,GB,RB,8,MIN,5.4,22.3,4.4,0.2,0.85,0.6,4.2,0.0,0.0,0.0,3.8,0.25,2020
1373,AJ Dillon,GB,RB,14,DET,1.5,10.4,5.0,0.0,0.42,0.3,1.2,0.0,0.0,0.0,1.2,-1.46,2020
1404,AJ Dillon,GB,RB,15,CAR,1.5,9.1,4.5,0.0,0.28,0.2,1.3,0.0,0.0,0.0,1.0,0.5600000000000003,2020
969,AJ Dillon,GB,RB,16,TEN,5.4,21.5,4.4,0.1,0.85,0.6,4.6,0.0,0.0,0.0,3.2,22.09,2020
1019,AJ Dillon,GB,RB,17,CHI,4.2,21.2,5.2,0.1,0.56,0.4,2.8,0.0,0.0,0.0,3.0,-3.1,2020
756,AJ Dillon,GB,RB,1,NO,9.0,36.6,4.1,0.2,1.1,0.8,5.7,0.0,0.1,0.1,5.2,-2.630000000000001,2021
689,AJ Dillon,GB,RB,2,DET,9.3,41.9,4.7,0.2,1.3,0.9,5.8,0.0,0.1,0.1,5.8,-3.2700000000000005,2021
808,AJ Dillon,GB,RB,3,SF,7.3,30.9,4.4,0.2,1.2,0.9,6.0,0.0,0.1,0.1,4.7,-1.1900000000000004,2021
772,AJ Dillon,GB,RB,4,PIT,7.6,32.9,4.1,0.2,1.2,1.0,5.8,0.0,0.0,0.0,5.1,4.629999999999999,2021
728,AJ Dillon,GB,RB,5,CIN,8.5,37.9,4.8,0.2,1.3,1.0,6.5,0.0,0.1,0.1,5.4,11.259999999999998,2021
728,AJ Dillon,GB,RB,6,CHI,8.0,34.4,4.2,0.2,2.0,1.5,10.0,0.0,0.1,0.1,5.4,-1.2400000000000002,2021
596,AJ Dillon,GB,RB,7,WAS,9.5,43.4,4.3,0.2,1.9,1.5,10.7,0.1,0.1,0.1,7.0,-6.910000000000001,2021
656,AJ Dillon,GB,RB,8,ARI,7.7,34.9,4.4,0.2,1.9,1.6,10.9,0.1,0.1,0.1,6.2,-0.17999999999999883,2021
586,AJ Dillon,GB,RB,9,KC,10.4,47.3,4.7,0.3,1.9,1.3,8.2,0.0,0.1,0.1,7.2,4.350000000000001,2021
539,AJ Dillon,GB,RB,10,SEA,9.8,45.0,4.5,0.3,2.3,1.6,10.7,0.1,0.1,0.1,7.8,17.23,2021
77,AJ Dillon,GB,RB,11,MIN,18.0,82.6,4.6,0.6,3.7,3.0,22.5,0.1,0.1,0.1,14.5,-2.01,2021
438,AJ Dillon,GB,RB,12,LAR,12.2,52.7,4.4,0.3,2.7,2.2,16.9,0.1,0.1,0.1,9.2,8.440000000000001,2021
358,AJ Dillon,GB,RB,14,CHI,12.2,54.9,4.6,0.3,2.6,2.1,18.5,0.2,0.1,0.1,10.1,-5.34,2021
419,AJ Dillon,GB,RB,15,BAL,13.8,55.7,4.0,0.3,2.4,1.8,16.3,0.1,0.1,0.1,9.4,-0.9000000000000004,2021
425,AJ Dillon,GB,RB,16,CLE,12.4,50.7,4.2,0.4,2.4,1.7,14.5,0.1,0.1,0.1,9.3,-2.619999999999999,2021
481,AJ Dillon,GB,RB,17,MIN,12.2,50.3,4.2,0.3,2.4,1.8,13.6,0.1,0.1,0.1,8.6,11.710000000000003,2021
531,AJ Dillon,GB,RB,18,DET,11.4,45.6,4.2,0.3,2.1,1.3,11.0,0.1,0.1,0.1,7.9,-1.6599999999999993,2021
404,AJ Dillon,GB,RB,1,MIN,11.6,52.3,4.3,0.4,3.0,2.1,16.2,0.1,0.1,0.1,9.6,8.150000000000002,2022
343,AJ Dillon,GB,RB,2,CHI,13.1,57.3,4.4,0.4,3.2,2.4,18.7,0.1,0.1,0.1,10.4,-5.299999999999999,2022
423,AJ Dillon,GB,RB,3,TB,12.8,54.6,4.2,0.3,3.6,2.4,18.1,0.1,0.1,0.1,9.5,-6.2700000000000005,2022
356,AJ Dillon,GB,RB,4,NE,13.0,55.7,4.3,0.4,3.3,2.4,19.3,0.1,0.1,0.1,10.3,-3.5,2022
361,AJ Dillon,GB,RB,5,NYG,13.2,57.5,4.5,0.4,2.8,2.1,16.7,0.1,0.1,0.1,10.2,-9.12,2022
434,AJ Dillon,GB,RB,6,NYJ,12.3,51.7,4.3,0.4,2.6,1.9,14.0,0.1,0.1,0.1,9.4,-2.2700000000000014,2022
489,AJ Dillon,GB,RB,7,WAS,12.2,51.4,4.2,0.3,2.8,2.2,14.6,0.1,0.1,0.1,8.8,-9.7,2022
646,AJ Dillon,GB,RB,8,BUF,9.7,38.3,3.8,0.2,2.6,1.7,12.0,0.1,0.1,0.1,6.6,-1.2299999999999986,2022
607,AJ Dillon,GB,RB,9,DET,9.9,43.9,4.4,0.3,2.4,1.6,11.9,0.0,0.1,0.1,7.2,-2.5799999999999983,2022
591,AJ Dillon,GB,RB,10,DAL,10.4,44.9,4.5,0.3,2.5,1.8,13.1,0.0,0.1,0.1,7.4,-2.9000000000000004,2022
636,AJ Dillon,GB,RB,11,TEN,10.4,41.0,4.1,0.2,2.1,1.4,10.4,0.1,0.1,0.1,6.7,-5.04,2022
692,AJ Dillon,GB,RB,12,PHI,9.4,40.7,4.6,0.2,2.0,1.2,8.3,0.0,0.1,0.1,5.9,10.5,2022
584,AJ Dillon,GB,RB,13,CHI,10.5,47.2,4.7,0.3,2.2,1.7,12.1,0.0,0.1,0.1,7.5,11.470000000000002,2022
522,AJ Dillon,GB,RB,15,LAR,11.4,48.5,4.4,0.3,2.6,1.8,12.2,0.1,0.1,0.1,8.3,11.830000000000002,2022
588,AJ Dillon,GB,RB,16,MIA,10.2,45.2,4.5,0.3,2.8,1.8,13.1,0.0,0.1,0.1,7.4,3.3699999999999974,2022
375,AJ Dillon,GB,RB,17,MIN,12.6,53.2,4.1,0.5,3.0,2.1,12.6,0.1,0.1,0.1,10.0,-2.1799999999999997,2022
419,AJ Dillon,GB,RB,18,DET,11.1,47.6,4.4,0.5,2.8,2.0,13.4,0.1,0.1,0.1,9.5,-8.399999999999999,2022
1354,Aaron Jones,GB,RB,2,ATL,1.0,4.2,4.0,0.0,0.4,0.3,2.6,0.0,0.0,0.0,0.7,-0.98,2017
1338,Aaron Jones,GB,RB,3,CIN,1.2,4.9,5.0,0.0,0.4,0.3,2.3,0.0,0.0,0.0,0.7,-1.02,2017
1338,Aaron Jones,GB,RB,4,CHI,1.1,4.4,4.0,0.0,0.4,0.3,2.8,0.0,0.0,0.0,0.7,9.88,2017
481,Aaron Jones,GB,RB,5,DAL,9.0,38.8,4.3,0.3,2.72,2.0,16.3,0.1,0.1,0.1,7.7,10.489999999999998,2017
503,Aaron Jones,GB,RB,6,MIN,10.7,44.4,4.0,0.2,2.58,1.9,15.1,0.1,0.1,0.1,7.6,-4.449999999999999,2017
543,Aaron Jones,GB,RB,7,NO,10.5,43.1,4.3,0.3,2.17,1.6,12.9,0.0,0.1,0.1,7.2,13.8,2017
234,Aaron Jones,GB,RB,9,DET,15.1,60.5,4.0,0.5,2.72,2.0,16.1,0.0,0.1,0.1,10.5,-9.56,2017
492,Aaron Jones,GB,RB,10,CHI,11.0,47.2,4.3,0.3,2.44,1.8,12.8,0.0,0.1,0.1,7.6,-7.3999999999999995,2017
832,Aaron Jones,GB,RB,13,TB,5.8,26.3,4.3,0.2,1.36,1.0,8.1,0.0,0.0,0.0,4.6,2.3600000000000003,2017
716,Aaron Jones,GB,RB,14,CLE,9.0,33.8,3.8,0.2,1.9,1.4,10.5,0.0,0.0,0.0,5.6,-7.23,2017
1006,Aaron Jones,GB,RB,15,CAR,4.7,19.1,3.8,0.1,1.36,1.0,7.2,0.0,0.0,0.0,3.2,2.0699999999999994,2017
794,Aaron Jones,GB,RB,16,MIN,7.3,28.6,4.1,0.2,1.63,1.2,8.9,0.0,0.0,0.0,5.0,-4.8500000000000005,2017
808,Aaron Jones,GB,RB,3,WAS,6.0,27.4,4.5,0.2,1.36,1.0,6.8,0.0,0.0,0.0,4.6,0.08000000000000096,2018
628,Aaron Jones,GB,RB,4,BUF,8.9,39.3,4.3,0.3,1.63,1.2,8.6,0.0,0.1,0.1,6.4,7.409999999999999,2018
374,Aaron Jones,GB,RB,5,DET,10.3,53.2,5.3,0.4,2.44,1.8,13.1,0.1,0.1,0.1,9.4,-3.530000000000001,2018
456,Aaron Jones,GB,RB,6,SF,9.5,45.0,4.5,0.4,2.04,1.5,11.6,0.1,0.1,0.1,8.5,-6.0600000000000005,2018
591,Aaron Jones,GB,RB,8,LAR,8.3,41.8,5.2,0.3,1.9,1.4,10.9,0.0,0.1,0.1,6.9,8.130000000000003,2018
311,Aaron Jones,GB,RB,9,NE,11.8,57.9,4.8,0.4,2.72,2.0,14.9,0.1,0.1,0.1,10.1,-1.7800000000000011,2018
180,Aaron Jones,GB,RB,10,MIA,13.5,68.2,4.9,0.5,2.99,2.2,17.2,0.1,0.1,0.1,11.9,17.860000000000003,2018
150,Aaron Jones,GB,RB,11,SEA,14.4,74.0,5.3,0.5,3.26,2.4,18.3,0.1,0.1,0.1,12.6,12.07,2018
168,Aaron Jones,GB,RB,12,MIN,13.9,65.1,4.6,0.5,4.08,3.0,23.8,0.1,0.1,0.1,12.3,2.8100000000000023,2018
82,Aaron Jones,GB,RB,13,ARI,14.8,77.2,5.1,0.7,3.8,2.8,23.1,0.1,0.1,0.1,14.6,-2.4299999999999997,2018
104,Aaron Jones,GB,RB,14,ATL,13.8,73.9,5.3,0.6,4.62,3.4,24.9,0.1,0.1,0.1,13.9,2.120000000000001,2018
187,Aaron Jones,GB,RB,15,CHI,14.2,61.3,4.4,0.5,3.94,2.9,23.3,0.1,0.1,0.1,11.9,-14.159999999999998,2018
304,Aaron Jones,GB,RB,1,CHI,12.8,59.8,4.6,0.4,3.67,2.7,21.1,0.1,0.1,0.1,10.9,-8.889999999999999,2019
324,Aaron Jones,GB,RB,2,MIN,13.7,61.4,4.4,0.4,2.85,2.1,16.3,0.1,0.1,0.1,10.6,12.13,2019
151,Aaron Jones,GB,RB,3,DEN,15.8,71.5,4.5,0.6,3.67,2.7,20.7,0.1,0.1,0.1,13.2,-0.8199999999999967,2019
242,Aaron Jones,GB,RB,4,PHI,13.3,58.6,4.5,0.6,2.99,2.2,17.0,0.1,0.1,0.1,11.6,3.8400000000000016,2019
199,Aaron Jones,GB,RB,5,DAL,14.8,66.7,4.5,0.5,4.48,3.3,23.4,0.1,0.1,0.1,12.4,33.290000000000006,2019
113,Aaron Jones,GB,RB,6,DET,14.9,69.5,4.7,0.7,4.21,3.1,24.9,0.1,0.1,0.1,14.0,-7.339999999999996,2019
184,Aaron Jones,GB,RB,7,LV,12.3,55.7,4.7,0.7,4.35,3.2,25.1,0.1,0.1,0.1,12.7,2.2200000000000024,2019
126,Aaron Jones,GB,RB,8,KC,13.6,66.1,4.7,0.7,4.35,3.2,26.1,0.1,0.1,0.1,13.8,24.380000000000003,2019
74,Aaron Jones,GB,RB,9,LAC,13.6,64.1,4.6,0.7,5.16,3.8,34.4,0.2,0.1,0.1,15.0,-15.15,2019
92,Aaron Jones,GB,RB,10,CAR,13.2,62.4,4.8,0.7,4.76,3.5,30.1,0.2,0.1,0.1,14.4,9.149999999999999,2019
189,Aaron Jones,GB,RB,12,SF,12.3,58.0,4.8,0.6,4.35,3.2,27.8,0.1,0.1,0.1,12.6,-12.179999999999996,2019
108,Aaron Jones,GB,RB,13,NYG,13.9,63.1,4.5,0.7,3.94,2.9,26.6,0.2,0.1,0.1,14.2,-10.17,2019
147,Aaron Jones,GB,RB,14,WAS,13.3,61.4,4.7,0.6,3.94,2.9,25.6,0.2,0.1,0.1,13.3,14.8,2019
130,Aaron Jones,GB,RB,15,CHI,13.9,62.8,4.5,0.6,4.48,3.3,28.6,0.2,0.1,0.1,13.7,-0.13999999999999702,2019
226,Aaron Jones,GB,RB,16,MIN,13.0,60.1,4.6,0.5,4.08,3.0,25.7,0.1,0.1,0.1,12.0,14.82,2019
31,Aaron Jones,GB,RB,17,DET,18.5,78.3,4.3,0.8,4.62,3.4,28.2,0.2,0.1,0.1,16.4,-3.75,2019
166,Aaron Jones,GB,RB,1,MIN,14.7,64.4,4.3,0.6,3.94,2.9,24.5,0.1,0.1,0.1,12.9,1.610000000000003,2020
151,Aaron Jones,GB,RB,2,DET,14.2,64.0,4.6,0.6,4.21,3.1,27.7,0.1,0.1,0.1,13.2,29.129999999999995,2020
56,Aaron Jones,GB,RB,3,NO,14.2,64.8,4.6,0.7,5.16,3.8,31.8,0.2,0.1,0.1,14.9,-2.259999999999998,2020
33,Aaron Jones,GB,RB,4,ATL,14.6,69.5,4.7,0.9,4.48,3.3,29.1,0.2,0.1,0.1,16.3,2.34,2020
74,Aaron Jones,GB,RB,6,TB,14.9,60.2,4.0,0.7,4.89,3.6,32.9,0.2,0.1,0.1,14.5,-5.209999999999999,2020
160,Aaron Jones,GB,RB,9,SF,12.9,59.4,4.5,0.6,3.94,2.9,24.5,0.2,0.1,0.1,13.0,-3.1899999999999995,2020
31,Aaron Jones,GB,RB,10,JAX,15.8,76.8,4.8,0.8,4.62,3.4,29.2,0.2,0.1,0.1,16.4,-5.5,2020
115,Aaron Jones,GB,RB,11,IND,14.0,62.0,4.4,0.6,5.16,3.8,29.5,0.2,0.1,0.1,13.8,-0.6499999999999986,2020
119,Aaron Jones,GB,RB,12,CHI,13.9,63.8,4.6,0.6,4.76,3.5,27.2,0.2,0.1,0.1,13.7,-7.399999999999999,2020
116,Aaron Jones,GB,RB,13,PHI,14.1,65.0,4.6,0.6,4.48,3.3,26.3,0.2,0.1,0.1,13.7,6.570000000000004,2020
43,Aaron Jones,GB,RB,14,DET,15.3,74.3,4.9,0.7,5.03,3.7,29.8,0.2,0.1,0.1,15.6,-10.009999999999998,2020
107,Aaron Jones,GB,RB,15,CAR,14.8,73.4,4.9,0.6,4.35,3.2,25.2,0.1,0.1,0.1,13.9,7.539999999999999,2020
39,Aaron Jones,GB,RB,16,TEN,16.7,80.4,4.7,0.7,4.89,3.6,27.2,0.2,0.1,0.1,16.0,-6.959999999999997,2020
171,Aaron Jones,GB,RB,17,CHI,14.4,69.8,5.0,0.5,4.35,3.2,24.6,0.1,0.1,0.1,12.8,2.2600000000000016,2020
123,Aaron Jones,GB,RB,1,NO,14.8,69.8,4.7,0.6,4.5,3.4,25.5,0.1,0.1,0.1,13.5,-12.93,2021
57,Aaron Jones,GB,RB,2,DET,14.7,76.9,5.1,0.7,4.4,3.4,27.5,0.1,0.1,0.1,15.0,22.86,2021
105,Aaron Jones,GB,RB,3,SF,14.8,68.8,4.6,0.5,4.6,3.9,29.7,0.2,0.1,0.1,13.8,-0.3500000000000014,2021
41,Aaron Jones,GB,RB,4,PIT,15.0,70.3,4.7,0.7,4.2,3.4,27.8,0.3,0.1,0.1,15.6,-6.310000000000002,2021
70,Aaron Jones,GB,RB,5,CIN,14.5,68.4,4.9,0.7,4.1,3.3,26.9,0.2,0.1,0.1,14.7,-3.33,2021
94,Aaron Jones,GB,RB,6,CHI,14.3,67.2,4.8,0.6,4.3,3.4,27.7,0.2,0.1,0.1,14.1,3.3099999999999987,2021
39,Aaron Jones,GB,RB,7,WAS,14.5,70.4,5.0,0.7,4.4,3.6,28.8,0.3,0.1,0.1,15.7,-10.62,2021
68,Aaron Jones,GB,RB,8,ARI,13.2,63.9,4.9,0.6,4.9,4.2,31.5,0.3,0.1,0.1,14.7,4.860000000000003,2021
82,Aaron Jones,GB,RB,9,KC,14.7,70.3,4.7,0.6,4.5,3.8,27.5,0.2,0.1,0.1,14.4,-13.079999999999998,2021
81,Aaron Jones,GB,RB,10,SEA,13.3,64.0,4.9,0.6,4.8,3.8,27.9,0.3,0.1,0.1,14.4,-5.790000000000001,2021
454,Aaron Jones,GB,RB,12,LAR,9.4,41.7,4.7,0.4,3.5,2.4,17.7,0.1,0.0,0.0,8.9,-9.04,2021
193,Aaron Jones,GB,RB,14,CHI,12.4,58.4,4.8,0.5,4.1,3.2,25.4,0.2,0.1,0.1,12.4,5.720000000000002,2021
256,Aaron Jones,GB,RB,15,BAL,10.6,48.0,4.4,0.4,4.4,3.4,28.1,0.3,0.1,0.1,11.6,-0.20999999999999908,2021
190,Aaron Jones,GB,RB,16,CLE,11.6,52.8,4.4,0.5,4.3,3.3,25.8,0.3,0.1,0.1,12.5,-2.26,2021
157,Aaron Jones,GB,RB,17,MIN,12.3,59.9,5.0,0.5,4.6,3.4,23.9,0.3,0.1,0.1,13.0,-0.9800000000000022,2021
186,Aaron Jones,GB,RB,1,MIN,12.1,57.9,4.8,0.4,5.4,4.3,31.1,0.2,0.1,0.1,12.3,-6.199999999999999,2022
161,Aaron Jones,GB,RB,2,CHI,11.9,58.5,4.8,0.4,5.0,3.9,28.8,0.3,0.1,0.1,12.7,15.170000000000002,2022
255,Aaron Jones,GB,RB,3,TB,11.7,57.7,4.8,0.3,4.8,3.7,28.0,0.2,0.1,0.1,11.4,-7.57,2022
143,Aaron Jones,GB,RB,4,NE,12.2,61.2,5.1,0.4,4.5,3.7,28.7,0.3,0.1,0.1,13.0,-2.3900000000000006,2022
172,Aaron Jones,GB,RB,5,NYG,12.9,67.0,5.2,0.4,4.2,3.3,25.1,0.2,0.1,0.1,12.6,-6.110000000000003,2022
141,Aaron Jones,GB,RB,6,NYJ,12.9,66.8,5.2,0.5,4.2,3.2,23.2,0.2,0.1,0.1,13.0,-8.999999999999998,2022
214,Aaron Jones,GB,RB,7,WAS,12.7,62.2,4.8,0.4,4.0,3.1,22.1,0.2,0.1,0.1,11.8,13.469999999999999,2022
290,Aaron Jones,GB,RB,8,BUF,12.0,54.0,4.5,0.3,5.2,4.0,27.4,0.2,0.1,0.1,10.9,4.5600000000000005,2022
83,Aaron Jones,GB,RB,9,DET,14.1,72.1,5.1,0.5,4.6,3.8,28.6,0.2,0.1,0.1,14.1,-11.569999999999997,2022
275,Aaron Jones,GB,RB,10,DAL,12.1,59.7,5.0,0.3,4.1,3.2,23.5,0.2,0.1,0.1,11.1,9.08,2022
234,Aaron Jones,GB,RB,11,TEN,13.9,64.6,4.6,0.3,4.4,3.4,23.5,0.2,0.1,0.1,11.6,-3.209999999999999,2022
226,Aaron Jones,GB,RB,12,PHI,13.5,67.7,4.9,0.4,4.4,3.5,21.1,0.1,0.1,0.1,11.7,3.519999999999996,2022
169,Aaron Jones,GB,RB,13,CHI,13.7,69.0,4.9,0.4,4.1,3.3,23.5,0.2,0.1,0.1,12.6,-6.150000000000002,2022
210,Aaron Jones,GB,RB,15,LAR,13.6,62.3,4.4,0.4,4.3,3.3,22.6,0.2,0.1,0.1,11.9,7.210000000000003,2022
198,Aaron Jones,GB,RB,16,MIA,13.2,61.5,4.8,0.4,4.6,3.6,25.3,0.2,0.1,0.1,12.1,-10.480000000000002,2022
396,Aaron Jones,GB,RB,17,MIN,11.7,50.2,4.2,0.3,4.4,3.4,19.3,0.2,0.1,0.1,9.8,-0.05000000000000249,2022
237,Aaron Jones,GB,RB,18,DET,12.6,60.8,4.7,0.4,4.4,3.4,20.9,0.2,0.1,0.1,11.6,-5.370000000000001,2022
1871,Aaron Ripkowski,GB,FB,10,DET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2015
1871,Aaron Ripkowski,GB,FB,11,MIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2015
1871,Aaron Ripkowski,GB,FB,12,CHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2015
1871,Aaron Ripkowski,GB,FB,14,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2015
1871,Aaron Ripkowski,GB,FB,17,MIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.1,2015
1426,Aaron Ripkowski,GB,FB,1,JAX,0.4,1.5,0.0,0.0,0.39,0.3,3.0,0.0,0.0,0.0,0.4,-0.75,2016
1588,Aaron Ripkowski,GB,FB,2,MIN,0.2,0.8,0.0,0.0,0.39,0.3,1.8,0.0,0.0,0.0,0.3,-0.56,2016
1541,Aaron Ripkowski,GB,FB,3,DET,0.3,1.0,0.0,0.0,0.26,0.2,2.1,0.0,0.0,0.0,0.3,-0.51,2016
1515,Aaron Ripkowski,GB,FB,5,NYG,0.3,0.9,0.0,0.0,0.26,0.2,2.5,0.0,0.0,0.0,0.3,1.16,2016
1199,Aaron Ripkowski,GB,FB,6,DAL,1.5,5.5,3.0,0.1,0.66,0.5,3.4,0.0,0.0,0.0,1.5,-0.7900000000000003,2016
1330,Aaron Ripkowski,GB,FB,7,CHI,1.1,4.1,4.0,0.0,0.66,0.5,3.6,0.0,0.0,0.0,0.8,1.33,2016
1199,Aaron Ripkowski,GB,FB,8,ATL,1.1,4.3,4.0,0.0,0.79,0.6,4.6,0.1,0.0,0.0,1.5,2.210000000000001,2016
709,Aaron Ripkowski,GB,FB,9,IND,6.0,25.2,4.2,0.2,1.19,0.9,7.1,0.1,0.0,0.0,5.0,-4.23,2016
1285,Aaron Ripkowski,GB,FB,10,TEN,1.4,5.7,6.0,0.0,0.66,0.5,3.8,0.0,0.0,0.0,1.0,-1.4500000000000002,2016
1336,Aaron Ripkowski,GB,FB,11,WAS,1.1,5.3,5.0,0.0,0.39,0.3,2.0,0.0,0.0,0.0,0.7,-0.13,2016
1343,Aaron Ripkowski,GB,FB,12,PHI,1.0,4.9,5.0,0.0,0.39,0.3,1.9,0.0,0.0,0.0,0.7,8.62,2016
1338,Aaron Ripkowski,GB,FB,13,HOU,1.2,5.0,5.0,0.0,0.39,0.3,2.1,0.0,0.0,0.0,0.7,7.790000000000001,2016
1336,Aaron Ripkowski,GB,FB,14,SEA,1.0,4.0,4.0,0.0,0.53,0.4,3.3,0.0,0.0,0.0,0.7,-0.9299999999999999,2016
1125,Aaron Ripkowski,GB,FB,15,CHI,2.1,8.5,4.0,0.1,0.93,0.7,4.4,0.0,0.0,0.0,1.9,-2.5900000000000003,2016
1149,Aaron Ripkowski,GB,FB,16,MIN,1.7,7.1,3.5,0.1,0.79,0.6,4.5,0.0,0.0,0.0,1.8,-2.3600000000000003,2016
1185,Aaron Ripkowski,GB,FB,17,DET,1.3,5.1,5.0,0.1,0.93,0.7,4.6,0.0,0.0,0.0,1.6,13.33,2016
1229,Aaron Ripkowski,GB,FB,1,SEA,1.5,5.9,3.0,0.1,0.93,0.7,4.9,0.0,0.1,0.1,1.5,-2.3800000000000003,2017
1347,Aaron Ripkowski,GB,FB,2,ATL,0.8,3.7,4.0,0.0,0.53,0.4,3.3,0.0,0.0,0.0,0.7,0.09999999999999987,2017
1323,Aaron Ripkowski,GB,FB,3,CIN,0.8,4.0,4.0,0.0,0.66,0.5,3.6,0.0,0.0,0.0,0.8,-1.26,2017
1403,Aaron Ripkowski,GB,FB,4,CHI,0.7,3.0,3.0,0.0,0.39,0.3,2.4,0.0,0.0,0.0,0.5,1.1600000000000001,2017
1319,Aaron Ripkowski,GB,FB,5,DAL,0.8,3.3,3.0,0.0,0.79,0.6,4.4,0.0,0.0,0.0,0.8,-1.1700000000000002,2017
1514,Aaron Ripkowski,GB,FB,6,MIN,0.2,1.0,0.0,0.0,0.39,0.3,2.1,0.0,0.0,0.0,0.3,0.3899999999999999,2017
1491,Aaron Ripkowski,GB,FB,7,NO,0.2,1.3,0.0,0.0,0.26,0.2,2.1,0.0,0.0,0.0,0.3,-0.54,2017
1525,Aaron Ripkowski,GB,FB,9,DET,0.3,1.1,0.0,0.0,0.26,0.2,1.9,0.0,0.0,0.0,0.3,1.4,2017
1546,Aaron Ripkowski,GB,FB,10,CHI,0.2,1.1,0.0,0.0,0.26,0.2,1.7,0.0,0.0,0.0,0.3,2.02,2017
978,Aaron Ripkowski,GB,FB,11,BAL,3.4,13.9,4.7,0.1,1.59,1.2,8.5,0.1,0.0,0.0,3.4,-3.0400000000000005,2017
1280,Aaron Ripkowski,GB,FB,12,PIT,1.0,3.9,4.0,0.0,1.33,1.0,6.5,0.0,0.0,0.0,1.0,-1.6400000000000001,2017
1294,Aaron Ripkowski,GB,FB,13,TB,0.8,3.2,3.0,0.0,0.93,0.7,6.0,0.0,0.0,0.0,0.9,-1.62,2017
1455,Aaron Ripkowski,GB,FB,14,CLE,0.2,1.1,0.0,0.0,0.66,0.5,3.2,0.0,0.0,0.0,0.4,-0.9299999999999999,2017
1431,Aaron Ripkowski,GB,FB,15,CAR,0.2,1.0,0.0,0.0,0.66,0.5,3.8,0.0,0.0,0.0,0.5,-0.98,2017
1466,Aaron Ripkowski,GB,FB,16,MIN,0.2,0.8,0.0,0.0,0.66,0.5,3.2,0.0,0.0,0.0,0.4,0.5,2017
1374,Aaron Ripkowski,GB,FB,17,DET,0.2,1.1,0.0,0.0,1.06,0.8,5.1,0.0,0.0,0.0,0.6,-1.42,2017
1671,Adam Prentice,NO,FB,13,DAL,0.4,1.3,0.0,0.0,0.4,0.0,3.5,0.0,0.0,0.0,0.5,-0.48,2021
1836,Adam Prentice,NO,FB,14,NYJ,0.2,0.8,0.0,0.0,0.2,0.0,2.1,0.0,0.0,0.0,0.3,-0.29000000000000004,2021
1308,Adam Prentice,NO,FB,16,MIA,0.0,0.0,0.0,0.0,0.8,0.0,8.2,0.1,0.0,0.0,1.4,-1.22,2021
1685,Adam Prentice,NO,FB,17,CAR,0.0,0.0,0.0,0.0,0.4,0.0,4.6,0.0,0.0,0.0,0.5,1.1400000000000001,2021
1475,Adam Prentice,NO,FB,18,ATL,0.4,1.1,0.0,0.0,0.5,0.0,7.1,0.0,0.0,0.0,0.8,0.4800000000000001,2021
1442,Adam Prentice,NO,FB,1,ATL,0.3,0.8,0.0,0.0,0.4,0.3,4.5,0.1,0.0,0.0,1.1,-1.4300000000000002,2022
1923,Adam Prentice,NO,FB,2,TB,0.1,0.4,0.0,0.0,0.7,0.2,1.7,0.0,0.0,0.0,0.2,0.7899999999999999,2022
1891,Adam Prentice,NO,FB,3,CAR,0.2,0.9,0.0,0.0,1.0,0.1,1.7,0.0,0.0,0.0,0.3,-0.36,2022
2001,Adam Prentice,NO,FB,10,PIT,0.07,0.3,0.0,0.0,0.3,0.2,0.9,0.0,0.0,0.0,0.1,-0.32,2022
1980,Adam Prentice,NO,FB,11,LAR,0.2,0.4,0.0,0.0,0.8,0.2,1.0,0.0,0.0,0.0,0.1,-0.34,2022
1980,Adam Prentice,NO,FB,12,SF,0.2,0.5,0.0,0.0,0.8,0.2,0.9,0.0,0.0,0.0,0.1,-0.33999999999999997,2022
