Rank,Name,Team,Position,Week,Opponent,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,ReceivingTargets,ProjRecCount,ProjRecYd,ProjRecTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1,Year
1692,Jalston Fowler,TEN,RB,12,LV,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,6.8999999999999995,2015
1547,Jalston Fowler,TEN,RB,13,JAX,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,-0.5,2015
1692,Jalston Fowler,TEN,RB,14,NYJ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,-0.30000000000000004,2015
1692,Jalston Fowler,TEN,RB,15,NE,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,1.5,2015
1692,Jalston Fowler,TEN,RB,16,HOU,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,-0.30000000000000004,2015
1612,Jalston Fowler,TEN,RB,17,IND,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,-0.4,2015
1541,Jalston Fowler,TEN,RB,1,MIN,0.2,0.7,0.0,0.0,0.42,0.3,2.4,0.0,0.0,0.0,0.3,-0.61,2016
1630,Jalston Fowler,TEN,RB,2,DET,0.1,0.5,0.0,0.0,0.28,0.2,1.8,0.0,0.0,0.0,0.2,-0.43,2016
1630,Jalston Fowler,TEN,RB,3,LV,0.1,0.5,0.0,0.0,0.28,0.2,1.8,0.0,0.0,0.0,0.2,1.97,2016
1679,Jalston Fowler,TEN,RB,4,HOU,0.0,0.2,0.0,0.0,0.28,0.2,1.8,0.0,0.0,0.0,0.2,-0.4,2016
1679,Jalston Fowler,TEN,RB,5,MIA,0.1,0.2,0.0,0.0,0.28,0.2,1.8,0.0,0.0,0.0,0.2,-0.4,2016
1772,Jalston Fowler,TEN,RB,6,CLE,0.1,0.2,0.0,0.0,0.14,0.1,1.1,0.0,0.0,0.0,0.1,-0.23000000000000004,2016
1659,Jalston Fowler,TEN,RB,7,IND,0.1,0.3,0.0,0.0,0.28,0.2,1.8,0.0,0.0,0.0,0.2,-0.41000000000000003,2016
1577,Jalston Fowler,TEN,RB,8,JAX,0.3,1.2,0.0,0.0,0.14,0.1,1.5,0.0,0.0,0.0,0.3,-0.37,2016
1640,Jalston Fowler,TEN,RB,9,LAC,0.2,0.5,0.0,0.0,0.28,0.2,1.7,0.0,0.0,0.0,0.2,-0.42,2016
1659,Jalston Fowler,TEN,RB,10,GB,0.2,0.4,0.0,0.0,0.28,0.2,1.7,0.0,0.0,0.0,0.2,-0.41000000000000003,2016
1698,Jalston Fowler,TEN,RB,11,IND,0.2,0.6,0.0,0.0,0.14,0.1,1.3,0.0,0.0,0.0,0.2,-0.29000000000000004,2016
1659,Jalston Fowler,TEN,RB,12,CHI,0.2,0.7,0.0,0.0,0.14,0.1,1.4,0.0,0.0,0.0,0.2,-0.30999999999999994,2016
1659,Jalston Fowler,TEN,RB,14,DEN,0.2,0.7,0.0,0.0,0.28,0.2,1.4,0.0,0.0,0.0,0.2,-0.41000000000000003,2016
1707,Jalston Fowler,TEN,RB,15,KC,0.2,0.4,0.0,0.0,0.28,0.2,1.4,0.0,0.0,0.0,0.2,-0.08000000000000002,2016
1753,Jalston Fowler,TEN,RB,16,JAX,0.1,0.2,0.0,0.0,0.14,0.1,1.2,0.0,0.0,0.0,0.1,-0.24,2016
1772,Jalston Fowler,TEN,RB,17,HOU,0.1,0.2,0.0,0.0,0.14,0.1,1.1,0.0,0.0,0.0,0.1,-0.23000000000000004,2016
1560,Jalston Fowler,TEN,RB,1,LV,0.4,1.5,0.0,0.0,0.14,0.1,1.2,0.0,0.0,0.0,0.3,-0.37,2017
1590,Jalston Fowler,TEN,RB,2,JAX,0.4,1.3,0.0,0.0,0.14,0.1,1.2,0.0,0.0,0.0,0.2,5.95,2017
1629,Jalston Fowler,TEN,RB,3,SEA,0.3,1.0,0.0,0.0,0.28,0.2,1.2,0.0,0.0,0.0,0.2,-0.42000000000000004,2017
1699,Jalston Fowler,TEN,RB,4,HOU,0.2,0.8,0.0,0.0,0.14,0.1,1.0,0.0,0.0,0.0,0.2,-0.28,2017
1736,Jalston Fowler,TEN,RB,5,MIA,0.2,0.8,0.0,0.0,0.14,0.1,0.8,0.0,0.0,0.0,0.2,-0.26,2017
1828,Jalston Fowler,TEN,RB,6,IND,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.060000000000000005,2017
1835,Jalston Fowler,TEN,RB,7,CLE,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,2017
1831,Jalston Fowler,TEN,RB,9,BAL,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,2017
1831,Jalston Fowler,TEN,RB,10,CIN,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2017
1835,Jalston Fowler,TEN,RB,11,PIT,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,2017
51,Jamaal Charles,KC,RB,1,JAX,21.0,137.0,6.5,0.0,3.0,2.0,11.0,0.0,0.0,0.0,14.8,2.1999999999999993,2013
83,Jamaal Charles,KC,RB,2,DAL,18.0,121.0,6.7,0.0,3.0,2.0,13.0,0.0,0.0,0.0,13.4,8.9,2013
60,Jamaal Charles,KC,RB,3,PHI,21.0,114.0,5.4,0.0,5.0,4.0,29.0,0.0,0.0,0.0,14.3,11.899999999999999,2013
40,Jamaal Charles,KC,RB,4,NYG,20.0,115.0,5.8,0.0,6.0,5.0,38.0,0.0,0.0,0.0,15.3,3.3999999999999986,2013
73,Jamaal Charles,KC,RB,5,TEN,20.0,82.0,4.1,0.0,8.0,6.0,55.0,0.0,0.0,0.0,13.7,5.800000000000001,2013
55,Jamaal Charles,KC,RB,6,LV,21.0,89.0,4.2,0.0,9.0,6.0,56.0,0.0,0.0,0.0,14.5,9.3,2013
73,Jamaal Charles,KC,RB,7,HOU,20.0,81.0,4.0,0.0,9.0,6.0,56.0,0.0,0.0,0.0,13.7,1.6000000000000014,2013
3,Jamaal Charles,KC,RB,8,CLE,23.0,95.0,4.1,1.0,9.0,6.0,59.0,0.0,0.0,0.0,21.4,-10.399999999999999,2013
37,Jamaal Charles,KC,RB,9,BUF,25.0,100.0,4.0,0.0,9.0,6.0,56.0,0.0,0.0,0.0,15.6,-6.000000000000002,2013
1,Jamaal Charles,KC,RB,11,DEN,26.0,112.0,4.3,1.0,8.0,6.0,45.0,0.0,0.0,0.0,21.7,-18.5,2013
43,Jamaal Charles,KC,RB,12,LAC,27.0,115.0,4.3,0.0,8.0,6.0,37.0,0.0,0.0,0.0,15.2,10.5,2013
43,Jamaal Charles,KC,RB,13,DEN,23.0,119.0,5.2,0.0,7.0,5.0,33.0,0.0,0.0,0.0,15.2,-0.1999999999999993,2013
35,Jamaal Charles,KC,RB,14,WAS,24.0,126.0,5.2,0.0,7.0,5.0,32.0,0.0,0.0,0.0,15.8,9.0,2013
65,Jamaal Charles,KC,RB,15,LV,20.0,122.0,6.1,0.0,6.0,4.0,17.0,0.0,0.0,0.0,13.9,41.6,2013
115,Jamaal Charles,KC,RB,16,IND,13.0,78.0,6.0,0.0,4.0,3.0,45.0,0.0,0.0,0.0,12.3,10.100000000000001,2013
45,Jamaal Charles,KC,RB,1,TEN,17.0,80.0,4.7,1.0,7.0,5.0,40.0,0.0,0.0,0.0,18.0,-15.6,2014
83,Jamaal Charles,KC,RB,2,DEN,18.0,76.0,4.2,1.0,6.0,4.0,30.0,0.0,0.0,0.0,16.6,-18.400000000000002,2014
111,Jamaal Charles,KC,RB,4,NE,17.0,69.0,4.1,1.0,6.0,4.0,31.0,0.0,0.0,0.0,16.0,11.8,2014
107,Jamaal Charles,KC,RB,5,SF,17.0,72.0,4.2,1.0,7.0,5.0,29.0,0.0,0.0,0.0,16.1,-11.699999999999998,2014
3,Jamaal Charles,KC,RB,7,LAC,17.0,79.0,4.6,1.0,7.0,5.0,36.0,1.0,0.0,0.0,23.5,-9.8,2014
89,Jamaal Charles,KC,RB,8,LAR,18.0,86.0,4.8,1.0,6.0,4.0,19.0,0.0,0.0,0.0,16.5,6.600000000000001,2014
63,Jamaal Charles,KC,RB,9,NYJ,17.0,81.0,4.8,1.0,6.0,4.0,30.0,0.0,0.0,0.0,17.1,-4.300000000000001,2014
77,Jamaal Charles,KC,RB,10,BUF,18.0,78.0,4.3,1.0,6.0,4.0,29.0,0.0,0.0,0.0,16.7,0.10000000000000142,2014
13,Jamaal Charles,KC,RB,11,SEA,21.0,100.0,4.8,1.0,6.0,4.0,35.0,0.0,0.0,0.0,19.5,8.299999999999997,2014
23,Jamaal Charles,KC,RB,12,LV,20.0,107.0,5.4,1.0,4.0,3.0,23.0,0.0,0.0,0.0,19.0,0.1999999999999993,2014
40,Jamaal Charles,KC,RB,13,DEN,18.0,78.0,4.3,1.0,7.0,5.0,44.0,0.0,0.0,0.0,18.2,-7.3000000000000025,2014
287,Jamaal Charles,KC,RB,14,ARI,16.0,79.0,4.9,0.0,7.0,5.0,28.0,0.0,0.0,0.0,10.7,9.400000000000002,2014
10,Jamaal Charles,KC,RB,15,LV,21.0,108.0,5.1,1.0,6.0,4.0,30.0,0.0,0.0,0.0,19.8,-17.5,2014
107,Jamaal Charles,KC,RB,16,PIT,16.0,75.0,4.7,1.0,6.0,4.0,26.0,0.0,0.0,0.0,16.1,-7.400000000000002,2014
96,Jamaal Charles,KC,RB,17,LAC,17.0,83.0,4.9,1.0,4.0,3.0,21.0,0.0,0.0,0.0,16.4,-11.200000000000001,2014
59,Jamaal Charles,KC,RB,1,HOU,15.0,73.0,4.9,1.0,4.0,3.0,26.0,0.0,0.0,0.0,15.9,2.399999999999995,2015
51,Jamaal Charles,KC,RB,2,DEN,15.0,70.0,4.7,1.0,6.0,4.0,30.0,0.0,0.0,0.0,16.0,2.6999999999999993,2015
272,Jamaal Charles,KC,RB,3,GB,15.0,68.0,4.5,0.0,6.0,4.0,32.0,0.0,0.0,0.0,10.0,17.2,2015
266,Jamaal Charles,KC,RB,4,CIN,16.0,70.0,4.4,0.0,6.0,4.0,34.0,0.0,0.0,0.0,10.4,6.1,2015
14,Jamaal Charles,KC,RB,5,CHI,17.0,78.0,4.6,1.0,6.0,4.0,35.0,0.0,0.0,0.0,17.3,-11.9,2015
577,Jamaal Charles,KC,RB,4,PIT,6.7,32.7,4.7,0.2,3.25,2.2,19.3,0.1,0.2,0.2,6.6,-8.500000000000002,2016
328,Jamaal Charles,KC,RB,6,LV,9.7,51.3,5.1,0.4,3.84,2.6,22.4,0.1,0.2,0.2,10.0,-0.2699999999999996,2016
429,Jamaal Charles,KC,RB,7,NO,8.2,42.9,5.4,0.4,2.81,1.9,17.5,0.1,0.2,0.2,8.6,-10.94,2016
662,Jamaal Charles,DEN,RB,1,LAC,7.1,32.4,4.6,0.2,2.81,1.9,15.2,0.1,0.2,0.2,6.2,-4.459999999999999,2017
674,Jamaal Charles,DEN,RB,2,DAL,7.1,32.9,4.7,0.2,2.66,1.8,14.9,0.1,0.3,0.3,6.0,-2.1800000000000015,2017
803,Jamaal Charles,DEN,RB,3,BUF,7.0,33.6,4.9,0.2,1.62,1.1,9.2,0.0,0.3,0.3,4.9,6.119999999999999,2017
808,Jamaal Charles,DEN,RB,4,LV,7.4,35.1,5.0,0.2,1.77,1.2,9.3,0.0,0.4,0.4,4.8,-1.1400000000000015,2017
774,Jamaal Charles,DEN,RB,6,NYG,6.2,34.0,5.7,0.2,1.33,0.9,7.1,0.0,0.1,0.1,5.1,-3.11,2017
823,Jamaal Charles,DEN,RB,7,LAC,7.0,36.2,5.1,0.1,1.33,0.9,6.7,0.0,0.1,0.1,4.7,0.40999999999999925,2017
841,Jamaal Charles,DEN,RB,8,KC,6.2,30.9,5.2,0.1,1.92,1.3,10.4,0.0,0.1,0.1,4.5,-0.6299999999999999,2017
991,Jamaal Charles,DEN,RB,9,PHI,5.7,22.3,3.7,0.1,1.62,1.1,6.9,0.0,0.1,0.1,3.3,1.7799999999999994,2017
840,Jamaal Charles,DEN,RB,10,NE,5.0,21.9,4.4,0.1,2.66,1.8,13.6,0.1,0.1,0.1,4.6,-2.749999999999999,2017
812,Jamaal Charles,DEN,RB,11,CIN,5.8,28.0,4.7,0.1,1.92,1.3,9.9,0.1,0.1,0.1,4.8,-5.590000000000001,2017
935,Jamaal Charles,DEN,RB,12,LV,4.7,20.7,4.2,0.1,1.18,0.8,6.9,0.1,0.1,0.1,3.8,-1.7600000000000007,2017
981,Jamaal Charles,DEN,RB,13,MIA,3.7,14.2,3.5,0.1,1.77,1.2,9.8,0.1,0.1,0.1,3.4,5.3,2017
940,Jamaal Charles,DEN,RB,14,NYJ,4.3,17.7,4.5,0.1,2.51,1.7,13.4,0.0,0.0,0.0,3.7,-1.21,2017
1102,Jamaal Charles,DEN,RB,15,IND,3.2,12.8,4.3,0.0,2.36,1.6,12.5,0.0,0.0,0.0,2.5,-4.13,2017
982,Jamaal Charles,JAX,RB,6,DAL,4.4,17.4,4.2,0.1,1.92,1.3,8.9,0.0,0.1,0.1,3.0,-2.5299999999999994,2018
926,Jamaal Charles,JAX,RB,7,HOU,5.7,19.9,3.3,0.1,2.36,1.6,10.5,0.0,0.1,0.1,3.4,-3.8399999999999994,2018
901,Jamaal Williams,GB,RB,1,SEA,6.9,24.6,3.6,0.2,0.93,0.7,5.0,0.0,0.1,0.1,4.0,-3.9600000000000004,2017
914,Jamaal Williams,GB,RB,2,ATL,5.4,22.9,4.6,0.2,1.06,0.8,6.0,0.0,0.1,0.1,3.9,-2.7899999999999996,2017
905,Jamaal Williams,GB,RB,3,CIN,5.8,23.1,3.8,0.2,1.06,0.8,6.2,0.0,0.1,0.1,3.9,-4.330000000000001,2017
965,Jamaal Williams,GB,RB,4,CHI,5.0,19.6,4.0,0.2,0.93,0.7,5.6,0.0,0.1,0.1,3.5,-2.1199999999999997,2017
646,Jamaal Williams,GB,RB,5,DAL,8.6,34.0,3.8,0.3,2.26,1.7,13.2,0.0,0.1,0.1,6.3,-8.12,2017
1514,Jamaal Williams,GB,RB,6,MIN,0.8,5.0,5.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.3,-0.51,2017
1831,Jamaal Williams,GB,RB,7,NO,0.6,2.3,2.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,-0.24999999999999997,2017
1571,Jamaal Williams,GB,RB,9,DET,0.6,2.4,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,10.94,2017
1233,Jamaal Williams,GB,RB,10,CHI,1.7,6.7,3.5,0.1,0.26,0.2,1.7,0.0,0.0,0.0,1.4,6.760000000000001,2017
379,Jamaal Williams,GB,RB,11,BAL,14.1,52.5,3.7,0.4,2.52,1.9,13.6,0.0,0.1,0.1,8.8,2.59,2017
431,Jamaal Williams,GB,RB,12,PIT,13.5,52.0,3.7,0.3,2.92,2.2,15.9,0.0,0.1,0.1,8.4,18.71,2017
174,Jamaal Williams,GB,RB,13,TB,15.6,59.6,3.8,0.5,3.32,2.5,20.8,0.1,0.1,0.1,11.4,6.16,2017
292,Jamaal Williams,GB,RB,14,CLE,12.3,51.0,4.2,0.4,2.52,1.9,15.8,0.1,0.0,0.0,9.7,19.22,2017
220,Jamaal Williams,GB,RB,15,CAR,13.4,55.2,4.2,0.4,3.32,2.5,21.5,0.1,0.0,0.0,10.7,-10.170000000000002,2017
307,Jamaal Williams,GB,RB,16,MIN,12.9,48.4,3.7,0.4,2.79,2.1,17.5,0.1,0.0,0.0,9.6,-5.89,2017
129,Jamaal Williams,GB,RB,17,DET,15.6,61.3,3.8,0.6,3.19,2.4,20.4,0.1,0.0,0.0,12.4,-0.47000000000000064,2017
289,Jamaal Williams,GB,RB,1,CHI,13.6,59.2,4.2,0.4,2.66,2.0,16.6,0.1,0.1,0.1,10.4,-7.88,2018
334,Jamaal Williams,GB,RB,2,MIN,13.7,53.2,3.8,0.4,2.52,1.9,17.8,0.1,0.1,0.1,9.9,-1.9000000000000004,2018
443,Jamaal Williams,GB,RB,3,WAS,11.2,47.7,4.4,0.3,2.52,1.9,16.3,0.1,0.1,0.1,8.6,-4.200000000000001,2018
555,Jamaal Williams,GB,RB,4,BUF,9.1,38.8,4.3,0.3,2.12,1.6,12.3,0.1,0.1,0.1,7.3,-6.409999999999999,2018
645,Jamaal Williams,GB,RB,5,DET,8.2,35.9,4.5,0.2,1.72,1.3,9.9,0.1,0.1,0.1,6.2,-0.4800000000000004,2018
713,Jamaal Williams,GB,RB,6,SF,7.1,32.5,4.6,0.2,1.99,1.5,12.0,0.0,0.1,0.1,5.4,-2.25,2018
730,Jamaal Williams,GB,RB,8,LAR,6.3,28.8,4.8,0.2,1.99,1.5,11.2,0.0,0.0,0.0,5.2,0.20000000000000018,2018
783,Jamaal Williams,GB,RB,9,NE,6.0,25.3,4.2,0.2,2.12,1.6,13.1,0.0,0.1,0.1,4.8,0.7599999999999998,2018
691,Jamaal Williams,GB,RB,10,MIA,7.3,31.8,4.6,0.2,2.39,1.8,14.5,0.0,0.1,0.1,5.6,-7.330000000000001,2018
928,Jamaal Williams,GB,RB,11,SEA,4.9,19.9,4.0,0.1,1.46,1.1,8.4,0.0,0.0,0.0,3.4,-4.03,2018
1029,Jamaal Williams,GB,RB,12,MIN,4.1,13.8,3.5,0.1,1.06,0.8,6.1,0.0,0.0,0.0,2.6,-2.89,2018
1081,Jamaal Williams,GB,RB,13,ARI,4.1,14.5,3.5,0.1,0.79,0.6,4.4,0.0,0.1,0.1,2.3,3.6099999999999994,2018
993,Jamaal Williams,GB,RB,14,ATL,4.7,16.7,3.4,0.1,1.33,1.0,8.6,0.0,0.1,0.1,2.9,-2.4299999999999997,2018
1041,Jamaal Williams,GB,RB,15,CHI,4.9,14.1,2.8,0.1,1.33,1.0,6.7,0.0,0.1,0.1,2.5,16.02,2018
198,Jamaal Williams,GB,RB,16,NYJ,15.0,61.8,4.1,0.5,3.72,2.8,20.6,0.1,0.1,0.1,11.6,12.96,2018
141,Jamaal Williams,GB,RB,17,DET,16.2,68.2,4.2,0.5,4.65,3.5,26.7,0.1,0.1,0.1,12.9,-11.59,2018
914,Jamaal Williams,GB,RB,1,CHI,6.2,19.8,3.3,0.1,1.59,1.2,9.1,0.0,0.1,0.1,3.3,-1.1900000000000004,2019
848,Jamaal Williams,GB,RB,2,MIN,6.9,23.4,3.3,0.1,2.12,1.6,12.3,0.0,0.1,0.1,4.0,7.330000000000002,2019
681,Jamaal Williams,GB,RB,3,DEN,7.5,25.7,3.2,0.2,2.66,2.0,14.8,0.1,0.1,0.1,5.6,2.7500000000000018,2019
596,Jamaal Williams,GB,RB,4,PHI,8.5,32.9,4.1,0.2,2.92,2.2,17.7,0.1,0.1,0.1,6.7,-8.06,2019
727,Jamaal Williams,GB,RB,6,DET,6.5,23.9,4.0,0.1,3.05,2.3,18.1,0.1,0.1,0.1,5.2,15.899999999999999,2019
536,Jamaal Williams,GB,RB,7,LV,9.4,36.6,4.1,0.2,3.72,2.8,23.6,0.1,0.1,0.1,7.6,2.4799999999999986,2019
547,Jamaal Williams,GB,RB,8,KC,9.0,35.8,4.0,0.2,3.72,2.8,23.3,0.1,0.1,0.1,7.5,8.089999999999998,2019
541,Jamaal Williams,GB,RB,9,LAC,8.4,33.0,4.1,0.2,3.59,2.7,20.7,0.2,0.1,0.1,7.6,6.429999999999998,2019
538,Jamaal Williams,GB,RB,10,CAR,8.1,32.2,4.0,0.2,3.85,2.9,21.7,0.2,0.1,0.1,7.6,-4.39,2019
563,Jamaal Williams,GB,RB,12,SF,8.1,31.9,4.0,0.2,3.32,2.5,18.5,0.2,0.1,0.1,7.2,5.0600000000000005,2019
517,Jamaal Williams,GB,RB,13,NYG,8.9,36.0,4.0,0.2,3.85,2.9,21.2,0.2,0.1,0.1,7.9,-0.32000000000000384,2019
471,Jamaal Williams,GB,RB,14,WAS,10.2,41.0,4.1,0.2,3.99,3.0,21.5,0.2,0.1,0.1,8.4,-9.25,2019
617,Jamaal Williams,GB,RB,15,CHI,9.1,34.3,3.8,0.1,3.45,2.6,20.2,0.1,0.1,0.1,6.4,-4.949999999999998,2019
672,Jamaal Williams,GB,RB,16,MIN,8.1,29.3,3.6,0.1,3.19,2.4,18.1,0.1,0.1,0.1,5.7,-1.1400000000000006,2019
835,Jamaal Williams,GB,RB,1,MIN,4.9,18.0,3.6,0.1,2.26,1.7,13.5,0.1,0.0,0.0,4.4,2.1499999999999986,2020
763,Jamaal Williams,GB,RB,2,DET,5.8,21.5,3.7,0.1,2.92,2.2,16.3,0.1,0.0,0.0,5.0,-0.8800000000000008,2020
818,Jamaal Williams,GB,RB,3,NO,5.0,20.2,4.0,0.1,2.39,1.8,12.7,0.1,0.0,0.0,4.5,-3.5899999999999994,2020
758,Jamaal Williams,GB,RB,4,ATL,6.0,24.7,4.2,0.1,2.66,2.0,13.4,0.1,0.0,0.0,5.0,11.49,2020
739,Jamaal Williams,GB,RB,6,TB,6.1,19.8,3.3,0.1,3.72,2.8,21.6,0.1,0.1,0.1,5.1,-4.74,2020
255,Jamaal Williams,GB,RB,7,HOU,11.7,51.0,4.2,0.4,4.65,3.5,29.1,0.2,0.1,0.1,11.4,6.289999999999999,2020
86,Jamaal Williams,GB,RB,8,MIN,17.3,71.8,4.2,0.5,5.18,3.9,30.3,0.2,0.1,0.1,14.2,-2.110000000000003,2020
519,Jamaal Williams,GB,RB,10,JAX,8.1,35.1,4.4,0.2,3.45,2.6,22.5,0.1,0.0,0.0,7.6,-1.6600000000000001,2020
635,Jamaal Williams,GB,RB,11,IND,8.4,31.9,4.0,0.2,3.32,2.5,19.3,0.0,0.1,0.1,6.1,-0.22000000000000064,2020
583,Jamaal Williams,GB,RB,12,CHI,8.7,33.8,3.8,0.2,2.92,2.2,17.6,0.1,0.1,0.1,6.7,4.16,2020
550,Jamaal Williams,GB,RB,13,PHI,9.4,37.4,4.1,0.2,2.79,2.1,17.5,0.1,0.1,0.1,7.1,-3.789999999999999,2020
548,Jamaal Williams,GB,RB,14,DET,8.5,35.3,4.4,0.2,3.19,2.4,19.8,0.1,0.1,0.1,7.1,-5.910000000000001,2020
626,Jamaal Williams,GB,RB,15,CAR,8.2,34.1,4.2,0.2,2.39,1.8,12.3,0.1,0.1,0.1,6.2,-4.24,2020
758,Jamaal Williams,GB,RB,17,CHI,6.5,24.2,4.0,0.1,2.39,1.8,13.9,0.1,0.0,0.0,5.0,-4.210000000000001,2020
626,Jamaal Williams,DET,RB,1,SF,9.4,35.1,3.9,0.2,3.2,2.2,15.2,0.1,0.1,0.1,6.6,15.969999999999999,2021
567,Jamaal Williams,DET,RB,2,GB,9.1,36.3,4.0,0.2,4.1,2.9,21.4,0.1,0.1,0.1,7.4,-3.7699999999999987,2021
583,Jamaal Williams,DET,RB,3,BAL,9.2,34.5,3.8,0.2,4.2,3.0,21.4,0.1,0.1,0.1,7.2,4.309999999999999,2021
563,Jamaal Williams,DET,RB,4,CHI,8.9,35.0,3.9,0.2,4.0,3.1,23.2,0.1,0.1,0.1,7.4,-4.120000000000001,2021
550,Jamaal Williams,DET,RB,5,MIN,9.4,39.0,4.3,0.2,3.6,2.7,21.1,0.1,0.1,0.1,7.6,-2.0100000000000016,2021
498,Jamaal Williams,DET,RB,6,CIN,10.1,43.8,4.4,0.3,3.1,2.5,17.9,0.1,0.1,0.1,8.4,-9.169999999999998,2021
715,Jamaal Williams,DET,RB,7,LAR,8.4,32.5,4.0,0.2,2.7,1.9,12.9,0.0,0.1,0.1,5.5,-1.9399999999999995,2021
775,Jamaal Williams,DET,RB,11,CLE,7.5,28.8,3.6,0.2,2.7,1.7,11.6,0.0,0.1,0.1,5.0,-5.84,2021
680,Jamaal Williams,DET,RB,12,CHI,7.6,31.7,4.0,0.2,2.5,1.6,10.9,0.1,0.1,0.1,5.9,5.640000000000001,2021
273,Jamaal Williams,DET,RB,13,MIN,13.9,58.4,4.1,0.4,4.8,4.1,26.7,0.1,0.1,0.1,11.3,-6.609999999999999,2021
614,Jamaal Williams,DET,RB,16,ATL,9.8,39.5,4.0,0.3,3.1,2.1,12.3,0.0,0.1,0.1,6.8,-1.38,2021
761,Jamaal Williams,DET,RB,17,SEA,8.6,32.3,3.6,0.2,2.2,1.5,9.7,0.0,0.1,0.1,5.2,6.499999999999999,2021
557,Jamaal Williams,DET,RB,18,GB,10.3,42.1,4.2,0.3,2.4,1.7,11.1,0.1,0.1,0.1,7.5,-3.2199999999999998,2021
688,Jamaal Williams,DET,RB,1,PHI,8.6,34.1,3.8,0.2,2.5,1.6,9.9,0.1,0.1,0.1,6.0,8.2,2022
536,Jamaal Williams,DET,RB,2,WAS,11.2,42.3,3.8,0.4,2.4,1.7,11.1,0.1,0.1,0.1,8.1,-3.039999999999999,2022
623,Jamaal Williams,DET,RB,3,MIN,11.4,44.8,4.1,0.3,2.2,1.3,8.7,0.0,0.1,0.1,7.0,16.25,2022
136,Jamaal Williams,DET,RB,4,SEA,16.7,68.5,4.0,0.7,3.3,2.7,16.6,0.1,0.1,0.1,13.1,7.890000000000004,2022
173,Jamaal Williams,DET,RB,5,NE,16.7,72.2,4.2,0.6,2.8,2.0,13.8,0.1,0.1,0.1,12.6,-9.200000000000001,2022
255,Jamaal Williams,DET,RB,7,DAL,15.9,66.1,4.1,0.5,2.2,2.1,13.6,0.1,0.1,0.1,11.4,-4.369999999999997,2022
585,Jamaal Williams,DET,RB,8,MIA,11.5,45.6,3.8,0.4,2.0,1.2,7.4,0.0,0.1,0.1,7.5,13.700000000000001,2022
459,Jamaal Williams,DET,RB,9,GB,12.2,51.4,4.2,0.5,2.0,1.7,11.2,0.0,0.1,0.1,9.1,-2.8599999999999994,2022
331,Jamaal Williams,DET,RB,10,CHI,14.8,62.4,4.1,0.6,2.1,1.4,9.1,0.0,0.1,0.1,10.6,-0.25,2022
382,Jamaal Williams,DET,RB,11,NYG,15.2,63.2,4.2,0.5,1.9,1.3,7.7,0.0,0.1,0.1,9.9,13.009999999999998,2022
394,Jamaal Williams,DET,RB,12,BUF,14.3,57.9,4.1,0.6,1.6,1.0,5.9,0.0,0.1,0.1,9.8,1.6199999999999992,2022
252,Jamaal Williams,DET,RB,13,JAX,15.5,62.0,3.9,0.8,1.4,0.9,5.8,0.0,0.1,0.1,11.4,-2.9800000000000004,2022
417,Jamaal Williams,DET,RB,14,MIN,13.5,51.4,3.6,0.7,1.3,0.6,3.8,0.0,0.1,0.1,9.5,-6.62,2022
446,Jamaal Williams,DET,RB,15,NYJ,14.6,54.8,3.7,0.6,1.3,0.6,3.5,0.0,0.1,0.1,9.2,-6.729999999999998,2022
466,Jamaal Williams,DET,RB,16,CAR,14.2,53.0,3.8,0.6,1.2,0.6,3.2,0.0,0.1,0.1,9.0,-6.419999999999998,2022
436,Jamaal Williams,DET,RB,17,CHI,12.6,49.9,3.8,0.7,1.3,0.6,3.5,0.0,0.1,0.1,9.3,12.56,2022
435,Jamaal Williams,DET,RB,18,GB,14.1,56.2,4.0,0.6,1.4,0.6,3.4,0.0,0.1,0.1,9.4,9.040000000000001,2022
1103,James Conner,PIT,RB,1,CLE,3.7,15.4,3.8,0.1,0.74,0.5,3.7,0.0,0.0,0.0,2.5,-1.9100000000000001,2017
1155,James Conner,PIT,RB,2,MIN,3.7,14.0,3.5,0.1,0.59,0.4,3.5,0.0,0.1,0.1,2.2,-1.85,2017
