PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
Logan Thomas,WSH,TE,5,CHI,0,0,0,0.28,1.36,0.01,3.27,29.35,0.27,0,0,0,0,0,0,9,77,1,4.75,8.02,6.38,13.7,22.7,18.2,0,0,0,-0.28,-1.36,-0.01,5.73,47.65,0.73,8.95,14.68,11.82
Cole Kmet,CHI,TE,5,WSH,0,0,0,0,0,0,3.15,33.04,0.24,0,0,0,0,0,0,5,42,1,4.74,7.89,6.32,10.2,15.2,12.7,0,0,0,0,0,0,1.85,8.96,0.76,5.46,7.31,6.38
Robert Tonyan,CHI,TE,5,WSH,0,0,0,0,0,0,0.93,8.89,0.08,0,0,0,0,0,0,2,10,0,1.37,2.3,1.84,1,3,2,0,0,0,0,0,0,1.07,1.11,-0.08,-0.37,0.7,0.16
John Bates,WSH,TE,5,CHI,0,0,0,0,0,0,0.8,7.86,0.06,0,0,0,0,0,0,2,19,0,1.15,1.95,1.55,1.9,3.9,2.9,0,0,0,0,0,0,1.2,11.14,-0.06,0.75,1.95,1.35
Cole Turner,WSH,TE,5,CHI,0,0,0,0,0,0,0.22,2.18,0.02,0,0,0,0,0,0,1,9,0,0.34,0.56,0.45,0.9,1.9,1.4,0,0,0,0,0,0,0.78,6.82,-0.02,0.56,1.34,0.95
Sam LaPorta,DET,TE,5,CAR,0,0,0,0,0,0,5.07,53.4,0.43,0,0,0,0,0,0,3,47,2,7.92,12.99,10.46,16.7,19.7,18.2,0,0,0,0,0,0,-2.07,-6.4,1.57,8.78,6.71,7.74
Mark Andrews,BAL,TE,5,PIT,0,0,0,0,0,0,4.97,53.52,0.4,0,0,0,0,0,0,6,65,0,7.75,12.72,10.24,6.5,12.5,9.5,0,0,0,0,0,0,1.03,11.48,-0.4,-1.25,-0.22,-0.73
Darren Waller,NYG,TE,5,MIA,0,0,0,0,0,0,4.18,44.12,0.22,0,0,0,0,0,0,8,86,0,5.73,9.91,7.82,8.6,16.6,12.6,0,0,0,0,0,0,3.82,41.88,-0.22,2.87,6.69,4.78
Kyle Pitts,ATL,TE,5,HOU,0,0,0,0,0,0,2.97,38.92,0.22,0,0,0,0,0,0,7,87,0,5.21,8.18,6.7,8.7,15.7,12.2,0,0,0,0,0,0,4.03,48.08,-0.22,3.49,7.52,5.5
Dalton Schultz,HOU,TE,5,ATL,0,0,0,0,0,0,3.65,36.32,0.26,0,0,0,0,0,0,7,65,1,5.19,8.84,7.02,12.5,19.5,16,0,0,0,0,0,0,3.35,28.68,0.74,7.31,10.66,8.98
Evan Engram,JAC,TE,5,BUF,0,0,0,0,0,0,4.12,37.61,0.22,0,0,0,0,0,0,4,28,0,5.08,9.2,7.14,2.8,6.8,4.8,0,0,0,0,0,0,-0.12,-9.61,-0.22,-2.28,-2.4,-2.34
Dalton Kincaid,BUF,TE,5,JAC,0,0,0,0,0,0,3.21,33.25,0.26,0,0,0,0,0,0,2,19,0,4.88,8.09,6.48,1.9,3.9,2.9,0,0,0,0,0,0,-1.21,-14.25,-0.26,-2.98,-4.19,-3.58
Dawson Knox,BUF,TE,5,JAC,0,0,0,0,0,0,2.82,31.86,0.28,0,0,0,0,0,0,3,17,0,4.87,7.69,6.28,1.7,4.7,3.2,0,0,0,0,0,0,0.18,-14.86,-0.28,-3.17,-2.99,-3.08
Chigoziem Okonkwo,TEN,TE,5,IND,0,0,0,0,0,0,2.99,35.21,0.21,0,0,0,0,0,0,5,33,0,4.78,7.77,6.28,3.3,8.3,5.8,0,0,0,0,0,0,2.01,-2.21,-0.21,-1.48,0.53,-0.48
Taysom Hill,NO,TE,5,NE,0,0,0,3.42,16.06,0.16,1.22,11.96,0.09,0,0,0,3,19,0,1,1,0,4.3,5.52,4.91,2,3,2.5,0,0,0,-0.42,2.94,-0.16,-0.22,-10.96,-0.09,-2.3,-2.52,-2.41
Jonnu Smith,ATL,TE,5,HOU,0,0,0,0,0,0,2.16,21.72,0.17,0,0,0,0,0,0,6,67,0,3.19,5.35,4.27,6.7,12.7,9.7,0,0,0,0,0,0,3.84,45.28,-0.17,3.51,7.35,5.43
Hayden Hurst,CAR,TE,5,DET,0,0,0,0,0,0,2.58,22.94,0.15,0,0,0,0,0,0,3,21,0,3.19,5.77,4.48,2.1,5.1,3.6,0,0,0,0,0,0,0.42,-1.94,-0.15,-1.09,-0.67,-0.88
Foster Moreau,NO,TE,5,NE,0,0,0,0,0,0,1.73,19.31,0.12,0,0,0,0,0,0,1,6,1,2.65,4.38,3.51,6.6,7.6,7.1,0,0,0,0,0,0,-0.73,-13.31,0.88,3.95,3.22,3.58
Kylen Granson,IND,TE,5,TEN,0,0,0,0,0,0,1.6,17.21,0.12,0,0,0,0,0,0,2,15,0,2.44,4.04,3.24,1.5,3.5,2.5,0,0,0,0,0,0,0.4,-2.21,-0.12,-0.94,-0.54,-0.74
Connor Heyward,PIT,TE,5,BAL,0,0,0,0,0,0,1.8,17.04,0.1,0,0,0,0,0,0,3,23,0,2.3,4.1,3.2,2.3,5.3,3.8,0,0,0,0,0,0,1.2,5.96,-0.1,0,1.2,0.6
Mike Gesicki,NE,TE,5,NO,0,0,0,0,0,0,1.62,15.69,0.11,0,0,0,0,0,0,2,17,0,2.23,3.85,3.04,1.7,3.7,2.7,0,0,0,0,0,0,0.38,1.31,-0.11,-0.53,-0.15,-0.34
Andrew Ogletree,IND,TE,5,TEN,0,0,0,0,0,0,0.89,10.19,0.07,0,0,0,0,0,0,2,16,0,1.44,2.33,1.88,1.6,3.6,2.6,0,0,0,0,0,0,1.11,5.81,-0.07,0.16,1.27,0.72
Daniel Bellinger,NYG,TE,5,MIA,0,0,0,0,0,0,1.07,9.26,0.06,0,0,0,0,0,0,1,7,0,1.29,2.36,1.83,0.7,1.7,1.2,0,0,0,0,0,0,-0.07,-2.26,-0.06,-0.59,-0.66,-0.63
Josh Whyle,TEN,TE,5,IND,0,0,0,0,0,0,0.83,9.02,0.06,0,0,0,0,0,0,1,7,0,1.26,2.09,1.68,0.7,1.7,1.2,0,0,0,0,0,0,0.17,-2.02,-0.06,-0.56,-0.39,-0.48
Ian Thomas,CAR,TE,5,DET,0,0,0,0,0,0,0.65,6.26,0.04,0,0,0,0,0,0,1,28,0,0.87,1.52,1.2,2.8,3.8,3.3,0,0,0,0,0,0,0.35,21.74,-0.04,1.93,2.28,2.1
Brock Wright,DET,TE,5,CAR,0,0,0,0,0,0,0.45,4.67,0.04,0,0,0,0,0,0,3,16,0,0.71,1.16,0.94,1.6,4.6,3.1,0,0,0,0,0,0,2.55,11.33,-0.04,0.89,3.44,2.16
Mo Alie-Cox,IND,TE,5,TEN,0,0,0,0,0,0,0.39,5.15,0.03,0,0,0,0,0,0,1,17,0,0.7,1.09,0.9,1.7,2.7,2.2,0,0,0,0,0,0,0.61,11.85,-0.03,1,1.61,1.31
Luke Farrell,JAC,TE,5,BUF,0,0,0,0,0,0,0.48,4.29,0.03,0,0,0,0,0,0,1,16,0,0.61,1.09,0.85,1.6,2.6,2.1,0,0,0,0,0,0,0.52,11.71,-0.03,0.99,1.51,1.25
MyCole Pruitt,ATL,TE,5,HOU,0,0,0,0,0,0,0.37,3.75,0.03,0,0,0,0,0,0,1,22,0,0.55,0.92,0.74,2.2,3.2,2.7,0,0,0,0,0,0,0.63,18.25,-0.03,1.65,2.28,1.96
Teagan Quitoriano,HOU,TE,5,ATL,0,0,0,0,0,0,0.23,2.42,0.02,0,0,0,0,0,0,1,22,0,0.36,0.59,0.48,2.2,3.2,2.7,0,0,0,0,0,0,0.77,19.58,-0.02,1.84,2.61,2.22
Trevon Wesco,TEN,TE,5,IND,0,0,0,0,0,0,0.2,2.27,0.01,0,0,0,0,0,0,1,21,0,0.29,0.49,0.39,2.1,3.1,2.6,0,0,0,0,0,0,0.8,18.73,-0.01,1.81,2.61,2.21
